QIIcAw,,TmluamEgVHJhaW5lcg==,,,,,SG9ubw==,,SG9ubw==
1oIcAw,,W0hvbm8tb2hdClNwZWVkIGlzIHRoZSBlc3NlbmNlIG9mIGEgTmluamEuCjEgbWludXRlIG1lYW5zIDEgbWludXRlOyBubyBtb3JlLCBubyBsZXNzLgpJIHdpbGwgc3RhcnQgY291bnRpbmcgZG93biBhcyBzb29uIGFzIHdlIGZpbmlzaCBvdXIgY29udmVyc2F0aW9uLApzbyBiZSBzd2lmdC4KMTAgUG9yaW5ncywgZG9uJ3QgZm9yZ2V0IQ==,,,,,W0hvbm9dClJlY2FwaXR1bGFuZG8sIGJlbGV6YT8KU2VqYSByw6FwaWRvLCBzZWphIHByZWNpc28gZSBzZWphIG1vcnRhbC4uLgpBc3NpbSBxdWUgZXUgdGVybWluYXIgZGUgZmFsYXIgdm91IGNvbWXDp2FyIGEgY29udGFyIDEgbWludXRvLi4uClVzZSBhcGVuYXMgU2h1cmlrZW5zLCBLdW5haXMgZSBIdXVtYXMuLi4KVmFtbyBsw6E/IDEwIFBvcmluZ3MsIHbDoSEh,,W0hvbm9dClJlY2FwaXR1bGVtb3MsIMK/ZGUgYWN1ZXJkbz8KU8OpIHLDoXBpZG8sIHByZWNpc28geSBsZXRhbC4uLgpFbiBjdWFudG8gdGVybWluZSBkZSBoYWJsYXIsIGVtcGV6YXLDqSBhIGNvbnRhciAxbWludXRvLi4uClVzYSBzb2xvIFNodXJpa2VucywgS3VuYWlzIHkgSHV1bWFzLi4uCsK/RW1wZXphbW9zPyAxMCBQb3JpbmcsIMKhdmFtb3Mh
14IcAw,,W0hvbm8tb2hdCllvdSBoYXZlIG5vdCBjb21wbGV0ZWQgeW91ciBtaXNzaW9uIHlldC4KV2hhdCBkbyB5b3UgZXhwZWN0IGZyb20gbWU/,,,,,W0hvbm9dClZvY8OqIGFpbmRhIG7Do28gY29tcGxldG91IGEgbWlzc8Ojby4uLgpPIHF1ZSBwZW5zYSBxdWUgdMOhIGZhemVuZG8/,,W0hvbm9dCkHDum4gbm8gY29tcGxldGFzdGUgbGEgbWlzacOzbi4uLgrCv1F1w6kgY3JlZXMgcXVlIGVzdMOhcyBoYWNpZW5kbz8=
2IIcAw,,SSB3aWxsIGxlYXZlIG5vdy4=,,,,,Vm91IGrDoSBmYXplcg==,,TG8gaGFyw6kgZW5zZWd1aWRhLg==
2YIcAw,,UGxlYXNlIHNlbmQgbWUgdG8gdGhlIHRyYWluaW5nIGFyZWEu,,,,,TWUgbGV2ZSBhbyBjYW1wbyBkZSB0cmVpbmFtZW50bw==,,TGzDqXZhbWUgYWwgY2FtcG8gZGUgZW50cmVuYW1pZW50by4=
2oIcAw,,W0hvbm8tb2hdCkRpZCB0aGUgcGhyYXNlICdIYW5kcy1vbiBUcmFpbmluZycKc2NhcmUgeW91PwpJdCdzIG5hdHVyYWwgYXMgdGhpcyBpcyB5b3VyIGZpcnN0IHRpbWUuCkJ1dCB0aGV5IGFyZSBubyBtYXRjaCBmb3IgeW91LgpBcyBsb25nIGFzIHlvdSByZW1haW4gY2FsbSwgeW91IHdpbGwgYmUgZmluZS4=,,,,,W0hvbm9dClZvY8OqIGRldmUgdGVyIHNlIGFzc3VzdGFkbwpkZXBvaXMgcXVlIGNvbWVudGVpIHNvYnJlIHByw6F0aWNhIGRlIHZlcmRhZGUhCkdlcmFsbWVudGUgw6kgYXNzaW0gbWVzbW8uCk7Do28gc2UgY29uc2VndWUgZGUgcHJpbWVpcmEsIG1hcyBkZXBvaXMKdm9jw6ogYWNhYmEgcGVnYW5kbyBvIGplaXRvIGRhcyBjb2lzYXMu,,W0hvbm9dCsK/TGEgZnJhc2UgJ0VudHJlbmFtaWVudG8gUHLDoWN0aWNvJwrCv3RlIGFzdXN0w7M/CkVzIG5hdHVyYWwsIHlhIHF1ZSBlcyB0dSBwcmltZXJhIHZlei4KUGVybyBubyBzb24gcml2YWxlcyBwYXJhIHRpLgpNaWVudHJhcyBtYW50ZW5nYXMgbGEgY2FsbWEsIGVzdGFyw6FzIGJpZW4=
24IcAw,,W0hvbm8tb2hdCklzbid0IGl0IGFib3V0IHRpbWUuLi4KdGhhdCB5b3UgZm91bmQgeW91ciBvd24gd2F5CmFyb3VuZD8=,,,,,W0hvbm9dCi4uLgpOw6NvIGFjaGEgcXVlIGRldmVyaWEKaXIgcGFyYSBvdXRybyBsdWdhcj8=,,W0hvbm9dCi4uLgrCv05vIGNyZWVzIHF1ZSBkZWJlcsOtYXMKaXIgYSBvdHJvIHNpdGlvPw==
3IIcAw,,W0hvbm8tb2hdCkRvbid0IGV4cGVjdCB0byBiZSBwYW1wZXJlZCBmb3JldmVyIQpXaGVuIEkgd2FzIHlvdXIgYWdlLApJIHVzZWQgdG8gZ28gYXJvdW5kIGh1bnRpbmcgRG9rZWJpIGluIFBheW9uIEZpZWxkIGFuZCBtb3JlLg==,,,,,W0hvbm9dCkZpY2Fyw6Egc2VuZG8gdW0gYmViw6ogcGFyYSBzZW1wcmU/ClF1YW5kbyBldSB0aW5oYSBzdWEgaWRhZGUsCmRlcnJvdGF2YSB0b2RvIHRpcG8gZGUgbW9uc3RybyBzb3ppbmhvIQ==,,W0hvbm9dCsK/U2VndWlyw6FzIHNpZW5kbyB1biBiZWLDqSBwYXJhIHNpZW1wcmU/CkN1YW5kbyB0ZW7DrWEgdHUgZWRhZCwKwqF2ZW5jw61hIGEgdG9kbyB0aXBvIGRlIG1vbnN0cnVvcyBwb3IgbWkgY3VlbnRhIQ==
3YIcAw,,W0hvbm8tb2hdClRzay4uLiBJdCBjYW4ndCBiZSBoZWxwZWQuClJlbWVtYmVyLCBJIGFtIGhlbHBpbmcgeW91Cm9ubHkgYmVjYXVzZSB5b3UgYXJlIHN0aWxsIG5vdCBzdHJvbmcgZW5vdWdoLgpPbmNlIHlvdSBiZWNvbWUgc3Ryb25nLAp5b3UgbXVzdCBmaW5kIHlvdXIgb3duIHBhdGguIFRoYXQgaXMgdGhlIG1ldHRsZSBvZiBhIE5pbmphLg==,,,,,W0hvbm9dCi4uLgpWZWphIGJlbSwgZXN0b3UgdGUgZGVpeGFuZG8gaXIKcG9ycXVlIMOpIGltcHJ1ZGVudGUuClbDoSBlbmNvbnRyYXIgc2V1IGNhbWluaG8gZSBmb3JqYXIKc2V1IHByw7NwcmlvIGRlc3Rpbm8gTmluamEu,,W0hvbm9dCi4uLgpNaXJhLCB0ZSBkZWpvIGlyCnBvcnF1ZSBlcmVzIGltcHJ1ZGVudGUuCkVuY3VlbnRyYSB0dSBjYW1pbm8geSBmb3JqYQp0dSBwcm9waW8gZGVzdGlubyBkZSBOaW5qYS4=
3oIcAw,,W0hvbm8tb2hdCk5vdywgcHJlc3MgQ29uZmlybS4KRG9uJ3QgYmUgY29uZnVzZWQgd2hlbiB5b3UgYXJyaXZlLg==,,,,,W0hvbm9dCkJvbSwgcG9kZSBwcm9zc2VndWlyLi4uClRlbnRlIG7Do28gc2UgZGVzZXNwZXJhciBxdWFuZG8gY2hlZ2FyLi4u,,W0hvbm9dCkJ1ZW5vLCBwdWVkZXMgc2VndWlyLi4uCkludGVudGEgbm8gZGVzZXNwZXJhcnRlIGN1YW5kbyBsbGVndWVzLi4u
34IcAw,,Q29uZmlybQ==,,,,,Q29uZmlybWFy,,Q29uZmlybWFyLg==
4IIcAw,,Q2FuY2Vs,,,,,Q2FuY2VsYXI=,,Q2FuY2VsYXIu
4YIcAw,,W0hvbm8tb2hdCllvdSdyZSBzbyBpbmRlY2lzaXZlIQ==,,,,,W0hvbm9dCkEgaW5kZWNpc8OjbyDDqSBhIHNlbWVudGUgZGEgZGVycm90YS4=,,W0hvbm9dCkxhIGluZGVjaXNpw7NuIGVzIGxhIHNlbWlsbGEgZGUgbGEgZGVycm90YS4=
4oIcAw,,W0hvbm8tb2hdCkkgY29uZmlybWVkIHRoYXQgeW91IGhhdmUgY29tcGxldGVkIHRoZSBtaXNzaW9uLgpXZWxsIGRvbmUh,,,,,W0hvbm9dCkNvbmZpcm1vIHF1ZSB0ZW5oYSB0ZXJtaW5hZG8gYSB0YXJlZmEuCkJvbSB0cmFiYWxoby4=,,W0hvbm9dCkNvbmZpcm1vIHF1ZSBjb21wbGV0YXN0ZSBsYSB0YXJlYS4KQmllbiBoZWNoby4=
44IcAw,,W0hvbm8tb2hdCkZvciBoYW5kcy1vbiB0cmFpbmluZywgeW91IGRvbid0IGdvIHRvIHRoZSBwcmFjdGljZSBhcmVhLApidXQgcmF0aGVyIHRvIGFuIGFjdHVhbCBodW50aW5nIGFyZWEKYW5kIHRyYWluIGh1bnRpbmcgbW9uc3RlcnMgdGhlcmUu,,,,,W0hvbm9dCkEgdmVyZGFkZWlyYSBldm9sdcOnw6NvIG7Do28gYWNvbnRlY2Ugbm8gY2FtcG8gZGUgdHJlaW5vLAptYXMgc2ltIG5vcyBjYW1wb3MgcG9yIGHDrS4uLgpQcmF0aXF1ZSBkZXJyb3RhbmRvIG1vbnN0cm9zIQ==,,W0hvbm9dClBhcmEgZWwgZW50cmVuYW1pZW50byBwcsOhY3RpY28sIG5vIHZhcyBhIGxhIHpvbmEgZGUgcHLDoWN0aWNhcywKc2lubyBtw6FzIGJpZW4gYSB1bmEgem9uYSBkZSBjYXphIHJlYWwKeSBlbnRyZW5hciBhIGxvcyBtb25zdHJ1b3MgZGUgY2F6YSBhbGzDrS4=
5IIcAw,,W0hvbm8tb2hdCkZpcnN0Li4uCkxldCdzIHN0YXJ0IHdpdGggc29tZSBSb2NrZXJzLgpZb3UgbXVzdCBodW50IDEwIG9mIHRoZW0uClNpbmNlIHlvdSBuZWVkIHRvIGJlIGNhdXRpb3VzLCBJIHdvbid0IHNldCBhIHRpbWUgbGltaXQu,,,,,W0hvbm9dCi4uLgpRdWUgdGFsIGNvbWXDp2FyIGNvbSBhbGd1bnMgUm9ja2Vycz8KRGVycm90ZSAxMCBSb2NrZXJzLgpEZXNzYSB2ZXogbsOjbyB2b3UgaW1wb3IgdW0gbGltaXRlIGRlIHRlbXBvLCB2b2PDqiB2YWkgdGVyIHF1ZSBjdWlkYXIgZGUgc2kgbWVzbW8u,,W0hvbm9dClByaW1lcm8uLi4KVmFtb3MgY29tZW56YXIgY29uIGFsZ3Vub3MgUm9ja2Vyb3MuCkRlcnJvdGEgYSAxMCBSb2NrZXJvcy4KRXN0YSB2ZXogbm8gdGUgaW1wb25kcsOpIHVuIGzDrW1pdGUgZGUgdGllbXBvLCB0ZW5kcsOhcyBxdWUgY3VpZGFydGUgc29sby4=
5YIcAw,,W0hvbm8tb2hdCldoZW4geW91IHdpc2ggdG8gcmV0dXJuLAp1c2UgdGhlIEJ1dHRlcmZseSBXaW5ncy4KVGhleSB3aWxsIGJyaW5nIHlvdSBiYWNrIHRvIHRoaXMgcGxhY2UgaW1tZWRpYXRlbHkuCk1ha2Ugc3VyZSB0byB1c2UgdGhlbSBhZnRlciBjb21wbGV0aW5nIHlvdXIgbWlzc2lvbi4=,,,,,W0hvbm9dClF1YW5kbyBxdWlzZXIgdm9sdGFyLApwb2RlcsOhIHVzYXIgYSBBc2EgZGUgQm9yYm9sZXRhIHF1ZSByZWNlYmV1IGFnb3JhLgpWb2PDqiB2b2x0YXLDoSBwYXJhIGPDoSBpbWVkaWF0YW1lbnRlLgpGaW5hbGl6ZSBhIG1pc3PDo28gZSByZXRvcm5lLg==,,W0hvbm9dCkN1YW5kbyBxdWllcmFzIHJlZ3Jlc2FyLApwdWVkZXMgdXNhciBlbCBBbGEgZGUgbWFyaXBvc2EgcXVlIGFjYWJhcyBkZSByZWNpYmlyLgpWb2x2ZXLDoXMgYXF1w60gaW5tZWRpYXRhbWVudGUuCkNvbXBsZXRhIGxhIG1pc2nDs24geSByZWdyZXNhLg==
5oIcAw,,W0hvbm8tb2hdCk5vdywgYnJhY2UgeW91cnNlbGYKYW5kIGdldCBnb2luZyEKUm9ja2VycyBhcmUgb2Z0ZW4gZm91bmQgc291dGhlYXN0IG9mClByb250ZXJhLg==,,,,,W0hvbm9dClByZXBhcmUtc2UgZQp2w6EgaW5kby4KUm9ja2VycyBwb2RlbSBzZXIgZmFjaWxtZW50ZSBlbmNvbnRyYWRvcwpubyBTdWRvZXN0ZSBkZSBQcm9udGVyYS4=,,W0hvbm9dCkFob3JhLCBwcmVww6FyYXRlCsKheSBlbiBtYXJjaGEhClJvY2tlcm9zIHNlIGVuY3VlbnRyYW4gZW4gZWwgYm9zcXVlCmFsIGVzdGUgZGUgUGF5b24u
54IcAw,,W0hvbm8tb2hdClJvY2tlcnMgY2FuIGJlIGZvdW5kIGlmIHlvdSBleGl0IHRocm91Z2ggUHJvbnRlcmEncyBzb3V0aCBnYXRlCmFuZCB0aGVuIGdvIHdlc3QuLi4KQnV0IGlmIHlvdSB3YW50LCBJIGNhbgpzZW5kIHlvdSB0aGVyZSByaWdodCBhd2F5LgpTaW5jZSBpdCBtaWdodCBiZSBzdGlsbCBkaWZmaWN1bHQgZm9yIHlvdSB0byBmaW5kIHRoZSB3YXku,,,,,W0hvbm9dClJvY2tlcnMgcG9kZW0gc2VyIGZhY2lsbWVudGUgZW5jb250cmFkb3MKc2Ugdm9jw6ogc2FpciBkZSBQcm9udGVyYSBwZWxvIHBvcnTDo28gU3VsIGUgc2VndWkgcGFyYSBPZXN0ZS4KUG9zc28gdGUgbWFuZGFyIGRpcmV0YW1lbnRlIHBhcmEgbMOhIApzZSBxdWlzZXIuCkFpbmRhIGFzc2ltIHBvZGUgYWNoYXIgYWxndW1hIGRpZmljdWxkYWRlIG5vIGNhbWluaG8uLi4=,,W0hvbm9dCkxvcyBSb2NrZXJvcyBzb24gZsOhY2lsZXMgZGUgZW5jb250cmFyClNvbG8gZGViZXMgc2FsaXIgZGUgUHJvbnRlcmEgcG9yIGxhIHB1ZXJ0YSBzdXIgeSBkaXJpZ2lydGUgaGFjaWEgZWwgb2VzdGUuClNpIHF1aWVyZXMsIHB1ZWRvIGVudmlhcnRlIGFsbMOtICAKZGlyZWN0YW1lbnRlLgpBdW4gYXPDrSwgcHVlZGUgcXVlIGVuY3VlbnRyZXMgYWxndW5hcyBkaWZpY3VsdGFkZXMgcG9yIGVsIGNhbWluby4uLg==
6IIcAw,,UGxlYXNlIHNlbmQgbWUu,,,,,TWUgbWFuZGEgcHJhIGzDoQ==,,UG9yIGZhdm9yLCBlbnbDrWVtZS4=
6YIcAw,,SSdsbCBiZSBmaW5lLg==,,,,,UmVsYXhhLCBldSBtZSB2aXJv,,RXN0YXLDqSBiaWVuLg==
6oIcAw,,W0hvbm8tb2hdCkJlIGNhcmVmdWwu,,,,,W0hvbm9dClRlbnRlIHZvbHRhciBpbnRlaXJvLg==,,W0hvbm9dClRyYXRhIGRlIHJlZ3Jlc2FyIGVuIHVuYSBzb2xhIHBpZXphLg==
64IcAw,,W0hvbm8tb2hdCkhhaCwgeW91IGFyZSBpbmRlcGVuZGVudCEKSSBsaWtlIHRoYXQgYXR0aXR1ZGUuCllvdSBoYXZlIHRoZSByaWdodCBxdWFsaXRpZXMgdG8gYmVjb21lIGEgZ29vZCBOaW5qYS4KVGFrZSBjYXJlLCB0aGVuIQ==,,,,,W0hvbm9dClRhbCBlc3DDrXJpdG8gZGUgaW5kZXBlbmTDqm5jaWEgw6kgaW1wcmVzc2lvbmFudGUhCkdvc3RvIGRlc3NlcyB2YWxvcmVzLgpWb2PDqiB0ZW0gcG90ZW5jaWFsIHBhcmEgc2VyIE5pbmphIQpUZW50ZSB2b2x0YXIgaW50ZWlyby4=,,W0hvbm9dCsKhRXMgaW1wcmVzaW9uYW50ZSBzZW1lamFudGUgZXNww61yaXR1IGRlIGluZGVwZW5kZW5jaWEhCk1lIGd1c3RhbiBlc29zIHZhbG9yZXMuCsKhVGllbmVzIHBvdGVuY2lhbCBwYXJhIHNlciB1biBOaW5qYSEKVHJhdGEgZGUgcmVncmVzYXIgZW4gdW5hIHNvbGEgcGllemEu
7IIcAw,,W0hvbm8tb2hdCkZpcnN0Li4uCkhvdyBhYm91dCBXb3JtdGFpbHMgdGhpcyB0aW1lPwpZb3UgbXVzdCBodW50IDEwIG9mIHRoZW0uClNpbmNlIHlvdSBuZWVkIHRvIGJlIGNhdXRpb3VzLCBJIHdvbid0IHNldCBhIHRpbWUgbGltaXQu,,,,,W0hvbm9dCi4uLgpRdWUgdGFsIGNvbWXDp2FyIGNvbSBhbGd1bnMgUmFib3MgZGUgVmVybWU/CkRlcnJvdGUgMTAgUmFib3MgZGUgVmVybWUuCkRlc3NhIHZleiBuw6NvIHZvdSBpbXBvciB1bSBsaW1pdGUgZGUgdGVtcG8sIHZvY8OqIHZhaSB0ZXIgcXVlIGN1aWRhciBkZSBzaSBtZXNtby4=,,W0hvbm9dClByaW1lcm8uLi4Kwr9RdcOpIHRhbCBDb2xhcyBndXNhbm9zIGVzdGEgdmV6PwpEZWJlcyBjYXphciAxMCBkZSBlbGxvcy4KWWEgcXVlIG5lY2VzaXRhcyBzZXIgY2F1dGVsb3NvLCBubyBwb25kcsOpIHVuIGzDrW1pdGUgZGUgdGllbXBvLg==
7YIcAw,,W0hvbm8tb2hdCk5vdywgYnJhY2UgeW91cnNlbGYKYW5kIGdldCBnb2luZyEKUm9ja2VycyBhcmUgZm91bmQgaW4gdGhlIGZvcmVzdAplYXN0IG9mIFBheW9uLg==,,,,,W0hvbm9dClByZXBhcmUtc2UgZQp2w6EgaW5kby4KUmFib3MgZGUgVmVybWUgcG9kZW0gc2VyIGZhY2lsbWVudGUgZW5jb250cmFkb3MKbmEgZmxvcmVzdGEgYW8gbGVzdGUgZGUgUGF5b24u,,W0hvbm9dCkFob3JhLCBwcmVww6FyYXRlCsKheSBlbiBtYXJjaGEhClJvY2tlcm9zIHNlIGVuY3VlbnRyYW4gZW4gZWwgYm9zcXVlCmFsIGVzdGUgZGUgUGF5b24u
7oIcAw,,W0hvbm8tb2hdCllvdSBjYW4gZmluZCBXb3JtdGFpbHMgaW4gdGhlIGZvcmVzdAplYXN0IG9mIFBheW9uLi4uCkJ1dCBpZiB5b3Ugd2FudCwgSSBjYW4Kc2VuZCB5b3UgdGhlcmUgcmlnaHQgYXdheS4KU2luY2UgaXQgbWlnaHQgYmUgc3RpbGwgZGlmZmljdWx0IGZvciB5b3UgdG8gZmluZCB0aGUgd2F5Lg==,,,,,W0hvbm9dClJhYm9zIGRlIFZlcm1lIHBvZGVtIHNlciBmYWNpbG1lbnRlIGVuY29udHJhZG9zCm5hIGZsb3Jlc3RhIGFvIGxlc3RlIGRlIFBheW9uLi4uClBvc3NvIHRlIG1hbmRhciBkaXJldGFtZW50ZSBwYXJhIGzDoSAKc2UgcXVpc2VyLgpBaW5kYSBhc3NpbSBwb2RlIGFjaGFyIGFsZ3VtYSBkaWZpY3VsZGFkZSBubyBjYW1pbmhvLi4u,,W0hvbm9dCkVzIGbDoWNpbCBlbmNvbnRyYXIgQ29sYXMgZGUgZ3VzYW5vCmVuIGVsIGJvc3F1ZSBhbCBlc3RlIGRlIFBheW9uLi4uClNpIHF1aWVyZXMsIHB1ZWRvIGVudmlhcnRlIGFsbMOtICAKZGlyZWN0YW1lbnRlLgpBdW4gYXPDrSwgcHVlZGUgcXVlIGVuY3VlbnRyZXMgYWxndW5hcyBkaWZpY3VsdGFkZXMgcG9yIGVsIGNhbWluby4uLg==
74IcAw,,W0hvbm8tb2hdCkJlIGNhcmVmdWwh,,,,,W0hvbm9dCkN1aWRhZG8h,,W0hvbm9dCsKhQ3VpZGFkbyE=
8IIcAw,,W0hvbm8tb2hdCkkgaGF2ZSBubyBtb3JlIHRhc2tzIHRvIGFzc2lnbiB5b3UuCklmIHlvdSB3YW50IHRvIGxlYXJuIG1vcmUgYWJvdXQgZmlnaHRpbmcsCnlvdSBjYW4gZ28gdG8gdGhlIEFjYWRlbXkgaW4KSXpsdWRlLgpJIGNhbid0IGp1c3Qga2VlcCBkcmlsbGluZwp0aG9zZSBwYWluZnVsbHkgYXZlcmFnZSB0cmFpbmVlcy4=,,,,,W0hvbm9dCkVzc2FzIGZvcmFtIGFzIG1pc3PDtWVzIHF1ZSBwdWRlIGRhci4uLgpTZSBxdWlzZXIgbWFpcyBhw6fDo28gZSBiYXRhbGhhcywKdm9sdGUgcGFyYSBhCkFjYWRlbWlhIGVtIEl6bHVkZS4KVmFpIHNlciwgY29tIGNlcnRlemEsCnN1YSBtZWxob3Igb3DDp8Ojby4=,,W0hvbm9dCsKhRXMgaW1wcmVzaW9uYW50ZSBzZW1lamFudGUgZXNww61yaXR1IGRlIGluZGVwZW5kZW5jaWEhCk1lIGd1c3RhbiBlc29zIHZhbG9yZXMuCsKhVGllbmVzIHBvdGVuY2lhbCBwYXJhIHNlciB1biBOaW5qYSEKVHJhdGEgZGUgcmVncmVzYXIgZW4gdW5hIHNvbGEgcGllemEu
8YIcAw,,W0hvbm8tb2hdCllvdSBoYXZlbid0IGNvbXBsZXRlZCB5b3VyIG1pc3Npb24uCkFyZSB5b3UgYWZyYWlkPwpGZWFyIGRvZXMgbm90IGV4aXN0IHdpdGhvdXQsCmJ1dCBpcyByYXRoZXIgd2l0aGluIHlvdS4KVGhhdCBpcyB3aGF0IGl0IG1lYW5zIHRvIGFsaWduIHlvdXIgYm9keSBhbmQgc291bCE=,,,,,W0hvbm9dClZvY8OqIG7Do28gY29tcGxldG91IHN1YSBtaXNzw6NvLi4uCkVzdMOhIGNvbSBtZWRvIHBvciBhY2Fzbz8KTyBtZWRvIMOpIHVtIHNlbnRpbWVudG8gcXVlCnZlbSBkZSBkZW50cm8uClR1ZG8gw6kgZnJ1dG8gZGUgdW1hIG1lbnRlIGRpc3RvcmNpZGEh,,W0hvbm9dCk5vIGNvbXBsZXRhc3RlIHR1IG1pc2nDs24uLi4Kwr9BY2FzbyB0aWVuZXMgbWllZG8/CkVsIG1pZWRvIGVzIHVuIHNlbnRpbWllbnRvIHF1ZQpwcm92aWVuZSBkZWwgaW50ZXJpb3IuCsKhRXMgZWwgcmVzdWx0YWRvIGRlIHVuYSBtZW50ZSByZXRvcmNpZGEh
8oIcAw,,W0hvbm8tb2hdCkRvIHlvdSByZW1lbWJlciB0aGUgc3BvdCB3aGVyZSB5b3UgZm91Z2h0IGFnYWluc3QKdGhlIFBvcmluZ3MgYW5kIERyb3BzPwpJbiB0aGF0IHBsYWNlLCB0aGVyZSBpcyBhIHNsaWdodGx5IHN0cm9uZ2VyIGJlaW5nCmNhbGxlZCBQb3BvcmluZy4KVGhpcyB0aW1lLCB5b3UgbXVzdCBkZWZlYXQgb25lIG9mIHRoZW0KYW5kIHJldHVybi4gVGhhdCBpcyB5b3VyIHRlc3Qu,,,,,W0hvbm9dCkxlbWJyYSBkZSBxdWFuZG8gY29zdHVtYXZhIHByYXRpY2FyCmNvbnRyYSBQb3JpbmcgZSBEcm9wcz8KSMOhIHVtIGluaW1pZ28gdW0gcG91Y28gbWFpcyBmb3J0ZSBsw6EsCm8gUG9wb3JpbmcuCkRlc3NhIHZleiwKbGlkZSBjb20gdW0gZGVsZXMu,,W0hvbm9dCsK/UmVjdWVyZGFzIGN1YW5kbyBwcmFjdGljYWJhcwpjb250cmEgUG9yaW5nIHkgRHJvcHM/CkFow60gaGF5IHVuIGVuZW1pZ28gdW4gcG9jbyBtw6FzIGZ1ZXJ0ZSwKZWwgUG9wb3JpbmcuCkVzdGEgdmV6LApvY8O6cGF0ZSBkZSB1bm8gZGUgZWxsb3Mu
84IcAw,,W0hvbm8tb2hdCkhvd2V2ZXIsCnRoYXQgUG9wb3JpbmcgaXMsIGNvbXBhcmVkIHRvIG90aGVyIFBvcG9yaW5ncywKbXVjaCBzdHJvbmdlciBhbmQgbW9yZSBiZWF1dGlmdWwuCk5vLCBub3QgYmVhdXRpZnVsLi4uCkFueXdheSwgaXQgYWxzbyBoYXMgYSBzcGVjaWFsIGFiaWxpdHku,,,,,W0hvbm9dCkhtLi4uCkVzc2UgUG9wb3Jpbmcgw6kgbXVpdG8gbWFpcyBmb3J0ZQplIGVzdGlsb3NvIHF1ZSBvIFBvcG9yaW5nIG5vcm1hbC4KUGVyYSwgbsOjbyDDqSB0w6NvIGVzdGlsb3NvIGFzc2ltLi4uCkRlIHF1YWxxdWVyIGZvcm1hLCBwb3NzdWkgdW1hIGhhYmlsaWRhZGUgZXNwZWNpYWwu,,W0hvbm9dCk1tLi4uCkVzdGUgUG9wb3JpbmcgZXMgbXVjaG8gbcOhcyBmdWVydGUKeSBlbGVnYW50ZSBxdWUgZWwgUG9wb3Jpbmcgbm9ybWFsLgpCdWVubywgbm8gZXMgdGFuIGVsZWdhbnRlLi4uCkVuIGN1YWxxdWllciBjYXNvLCB0aWVuZSB1bmEgaGFiaWxpZGFkIGVzcGVjaWFsLg==
9IIcAw,,W0hvbm8tb2hdClNvbWUgb2YgdGhlbSBQb3BvcmluZ3MgYXJlCmltbXVuZSB0byBib3RoIG5vcm1hbCBwaHlzaWNhbCBhdHRhY2tzIGFuZCBwaHlzaWNhbCBza2lsbHMsCm1ha2luZyB0aGVtIGRpZmZpY3VsdCB0byBiZWF0IHdpdGggc3VjaCBhdHRhY2tzLgpPdGhlcnMgYXJlIGNvbXBsZXRlbHkgaW1tdW5lIHRvCm1hZ2ljIGFuZCBOaW5qdXRzdS4=,,,,,W0hvbm9dCkFsZ3VucyBwb3NzdWVtIGltdW5pZGFkZSBhIGF0YXF1ZSBmw61zaWNvcyBjb211bnMgZQpIYWJpbGlkYWRlcyBGw61zaWNhcy4KT3V0cm9zIHPDo28gaW11bmVzIMOgIEhhYmlsaWRhZGVzIE5pbmphcyBlIG1hZ2lhcy4=,,W0hvbm9dCkFsZ3Vub3Mgc29uIGlubXVuZXMgYSBsb3MgYXRhcXVlcyBmw61zaWNvcyBjb211bmVzIHkKYSBsYXMgaGFiaWxpZGFkZXMgZsOtc2ljYXMuCk90cm9zIHNvbiBpbm11bmVzIGEgbGFzIGhhYmlsaWRhZGVzIGRlIE5pbmphIHkgYSBsb3MgaGVjaGl6b3Mu
9YIcAw,,W0hvbm8tb2hdCllvdSBtdXN0IGJlIGNhcmVmdWwuCklmIHlvdSBkbyBub3QgcGF5IGF0dGVudGlvbiB0bwpzdHJvbmcgYXR0YWNrcyBhbmQgZG9kZ2luZywgeW91IHdpbGwgYmUgc21hc2hlZCBpbiBubyB0aW1lLg==,,,,,W0hvbm9dClNlIG7Do28gdGl2ZXIgY3VpZGFkbywgdmFpIHNvZnJlciB1bWEgZGVycm90YSEKUHJlc3RlIGF0ZW7Dp8OjbyBub3MgcG9udG9zIGZvcnRlIGUgZnJhY29zLApjYXNvIGNvbnRyw6FyaW8gcG9kZXLDoSBwZXJkZXIgYSBiYXRhbGhhLi4u,,W0hvbm9dClNpIG5vIHRpZW5lcyBjdWlkYWRvLCDCoXN1ZnJpcsOhcyB1bmEgZGVycm90YSEKUHJlc3RhIGF0ZW5jacOzbiBhIGxhcyBmb3J0YWxlemFzIHkgZGViaWxpZGFkZXMKbyBwb2Ryw61hcyBwZXJkZXIgbGEgYmF0YWxsYS4uLg==
