wG1iCw,,TmVtbWE=,,,,,TmVtbWE=,,TmVtbWE=
Q25iCw,,W1ByaWVzdGVzcyBGYW5vXQpUaGlzIHRlbXBsZSwKaW4gYSBzZW5zZSwKQSB0aG91c2FuZCB5ZWFycyBhZ28sIG91ciBhbmNlc3RvcnMgbGVhdmluZyBSdW5lLU1pZGdhcnRzClRoZSBhbmNlc3RvcnMgd2hvIGNhbWUgaGVyZQpNYWRlIHRoaXMgYXMgdGhlaXIgdG9tYnM=,,,,,W1NhY2VyZG90aXNhIEZhbm9dCkVzdGUgdGVtcGxvLApkZSBjZXJ0YSBmb3JtYS4uLgpIw6EgbWlsIGFub3MsIG5vc3NvcyBhbmNlc3RyYWlzIGRlaXhhcmFtIFJ1bmUtTWlkZ2FyZCwKZSBlc3NlcyBhbmNlc3RyYWlzIHF1ZSB2aWVyYW0gcGFyYSBjw6EsCmZpemVyYW0gZGVzdGUgbHVnYXIgc2V1cyB0w7ptdWxvcy4=,,W1NhY2VyZG90aXNhIFBhbm5vXQpFc3RlIHRlbXBsbywKZW4gY2llcnRvIHNlbnRpZG/igKYKSGFjZSBtaWwgYcOxb3MsIG51ZXN0cm9zIGFudGVwYXNhZG9zIHNlIGZ1ZXJvbiBkZSBSdW5lLU1pZGdhcmQuCkxvcyBhbnRlcGFzYWRvcyBxdWUgdmluaWVyb24gYXF1w63igKYKQ2F2YXJvbiBhcXXDrSBzdXMgdHVtYmFz4oCm
RG5iCw,,W1ByaWVzdGVzcyBGYW5vXQpUaHJvdWdoIHRoZSBlZmZvcnRzIG9mIG1hbnkgYWxjaGVtaXN0cwpUaHJvdWdoIGRlY2FkZXMgb2YgcGlvbmVlcmluZywKdHJhbnNmb3JtZWQgdGhlIGRlc2VydCBpbnRvIGZlcnRpbGUgbGFuZApldmVudHVhbGx5LCBjaXRpZXMgd2VyZSBidWlsZCwgYW5kCnRoZSB0ZW1wbGUgd2FzIGRlc2lnbmVkIGFuZCBidWlsdCBieSB0aGUgZWZmb3J0cyBvZiBtYW55IGFsY2hlbWlzdHMs,,,,,W1NhY2VyZG90aXNhIEZhbm9dCkF0cmF2w6lzIGRvcyBlc2ZvcsOnb3MgZGUgbXVpdG9zIGFscXVpbWlzdGFzIGUKZGUgZMOpY2FkYXMgZGUgcGlvbmVpcmlzbW8sCmVsZXMgdHJhbnNmb3JtYXJhbSBvIGRlc2VydG8gZW0gdGVycmEgZsOpcnRpbC4KQ2lkYWRlcyBmb3JhbSBjb25zdHJ1w61kYXMgZQpvIHRlbXBsbyBmb2kgcHJvamV0YWRvIGUgY29uc3RydcOtZG8gcGVsb3MgZXNmb3LDp29zIGRlIG11aXRvcyBhbHF1aW1pc3Rhcy4=,,W1NhY2VyZG90aXNhIFBhbm5vXQpHcmFjaWFzIGFsIGVzZnVlcnpvIGRlIG11Y2hvcyBhbHF1aW1pc3Rhc+KApgpUcmFzIGTDqWNhZGFzIGRlIGlubm92YWNpb25lc+KApgp0cmFuc2Zvcm1hcm9uIGVsIGRlc2llcnRvIGVuIHRpZXJyYSBmw6lydGls4oCmCmNvbiBlbCB0aWVtcG8sIGNvbnN0cnV5ZXJvbiBjaXVkYWRlcyB54oCmCmVsIHRlbXBsbyBzZSBkaXNlw7HDsyB5IGNvbnN0cnV5w7MgZ3JhY2lhcyBhbCBlc2Z1ZXJ6byBkZSBtdWNob3MgYWxxdWltaXN0YXPigKY=
RW5iCw,,W1ByaWVzdGVzcyBGYW5vXQpBbGwgdGhvc2Ugd2hvIGNhbWUgaGVyZS4KR2F0aGVyZWQgYnkgdGhlIHdhdmVyaW5nIGRldGVybWluYXRpb24KQW5kIGNvbmZsaWN0aW5nIGFzc2VydGlvbnMgb2YgcGVvcGxlLApUaHJvdWdoIHRoZSB0aG91Z2h0cyBvZiBsZWFkZXJzClRvIGJ1aWxkIHRoaXMgdGVtcGxlLg==,,,,,W1NhY2VyZG90aXNhIEZhbm9dClRvZG9zIGFxdWVsZXMgcXVlIHZpZXJhbSBwYXJhIGPDoSwKZm9yYW0gcmV1bmlkb3MgcGVsYSBkZXRlcm1pbmHDp8OjbyBpbnN0w6F2ZWwKZSBwZWxhcyBhZmlybWHDp8O1ZXMgY29uZmxpdGFudGVzIGRhcyBwZXNzb2FzCmF0cmF2w6lzIGRvcyBwZW5zYW1lbnRvcyBkb3MgbMOtZGVyZXMKcGFyYSBjb25zdHJ1aXIgZXN0ZSB0ZW1wbG8u,,W1NhY2VyZG90aXNhIFBhbm5vXQpUb2RvcyBsb3MgcXVlIHZpbmllcm9uIGFxdcOtLApyZXVuaWRvcyBwb3IgbGEgcmVzb2x1Y2nDs24gdGl0dWJlYW50ZQp5IGxhcyBjb252aWNjaW9uZXMgY29udHJhZGljdG9yaWFzIGRlIGxhIGdlbnRlLAptZWRpYW50ZSBsYXMgaWRlYXMgZGUgc3VzIGzDrWRlcmVzLApkZWNpZGllcm9uIGNvbnN0cnVpciBlc3RlIHRlbXBsby4=
Rm5iCw,,W1ByaWVzdGVzcyBGYW5vXQpEdXJpbmcgdGhhdCBwcm9jZXNzLCBvdXIgYW5jZXN0b3JzIHdlcmUgdGFza2VkIHdpdGguLi4Kb3ZlcnNlZWluZyBzb21lIGFkZGl0aW9uYWwgZmVhdHVyZXMgb2YgdGhlIHRlbXBsZS4uLgphbmQgd2VyZSByZXNwb25zaWJsZSBmb3IuLi4KaW5zdGFsbGluZyBhIGRldmljZSB0aGF0IHJlcXVpcmVkIGFuIGFjY2VzcyBjYXJkLi4uCmZvciBhY2Nlc3NpbmcgdGhlIHRlbXBsZS4uLgphcyBwZXIgdGhlIGluc3RydWN0aW9ucy4=,,,,,W1NhY2VyZG90aXNhIEZhbm9dCkR1cmFudGUgZXNzZSBwcm9jZXNzbywgbm9zc29zIGFuY2VzdHJhaXMgZm9yYW0gZW5jYXJyZWdhZG9zIGRlLi4uCnN1cGVydmlzaW9uYXIgYWxndW1hcyBjYXJhY3RlcsOtc3RpY2FzIGFkaWNpb25haXMgZG8gdGVtcGxvLi4uCmUgZm9yYW0gcmVzcG9uc8OhdmVpcyBwb3IuLi4KaW5zdGFsYXIgdW0gZGlzcG9zaXRpdm8gcXVlIGV4aWdpYSB1bSBjYXJ0w6NvIGRlIGFjZXNzby4uLgpwYXJhIGFjZXNzYXIgbyB0ZW1wbG8uLi4KZGUgYWNvcmRvIGNvbSBhcyBpbnN0cnXDp8O1ZXMu,,W1NhY2VyZG90aXNhIFBhbm5vXQpEdXJhbnRlIGVsIHByb2Nlc28sIG51ZXN0cm9zIGFudGVwYXNhZG9zIHNlIGVuY2FyZ2Fyb24gZGXigKYKc3VwZXJ2aXNhciBhbGd1bmFzIGZ1bmNpb25lcyBhZGljaW9uYWxlcyBkZWwgdGVtcGxv4oCmCnkgZnVlcm9uIHJlc3BvbnNhYmxlcyBkZeKApgppbnN0YWxhciB1biBkaXNwb3NpdGl2byBxdWUgcmVxdWVyw61hIHVuYSB0YXJqZXRhIGRlIGFjY2Vzb+KApgpwYXJhIGluZ3Jlc2FyIGFsIHRlbXBsb+KApgpzZWfDum4gbGFzIGluc3RydWNjaW9uZXMu
R25iCw,,W1ByaWVzdGVzcyBGYW5vXQpJbiBmYWN0LCBpdCBzaG91bGRuJ3QgYmUgZW50ZXJlZC4uLgpJbnRydWRlcnMuLi4KLi4udG8gcHJvdGVjdCBwZW9wbGUgZnJvbSBpbnRydWRlcnMuLi4KYWxtb3N0IGJlY2FtZSBhIHNoZWx0ZXIuLi4KdGhlIFNlc3NydW1uaXIgdGVtcGxlLi4u,,,,,W1NhY2VyZG90aXNhIEZhbm9dCk5hIHZlcmRhZGUsIG7Do28gZGV2ZXJpYW0gZW50cmFyLi4uCmludHJ1c29zLi4uCi4uLkUgcGFyYSBwcm90ZWdlciBhcyBwZXNzb2FzIGRlIGludHJ1c29zLApvIHRlbXBsbyBkZSBDaGVzaHJ1bW5pciBzZSB0b3Jub3UgcHJhdGljYW1lbnRlIHVtIGFicmlnby4K,,W1NhY2VyZG90aXNhIFBhbm5vXQpEZSBoZWNobywgbm8gZGViZXLDrWFuIHBvZGVyIGVudHJhcuKApgpsb3MgaW50cnVzb3PigKYK4oCmUGFyYSBwcm90ZWdlciBhIGxhIGdlbnRlIGRlIGxvcyBpbnRydXNvc+KApgpwcsOhY3RpY2FtZW50ZSwgc2UgY29udmlydGnDsyBlbiB1biByZWZ1Z2lv4oCmCkVsIHRlbXBsbyBkZSBTZXNzcnVtbmly4oCm
SG5iCw,,W1ByaWVzdGVzcyBGYW5vXQpJbiBmYWN0LCB0aGVyZSB3YXMgbm8gbmVlZCBmb3IgaXQgdG8gc2VydmUgYXMgYSBzaGVsdGVyLgpUaGVyZSB3YXMgbm90aGluZyBhdCBhbGwuClRoZSBhbnRpY2lwYXRlZCBpbnRydWRlcnMuLi4gZGlkbid0IGV2ZW4KaGF2ZSBwbGFucyB0byBpbnRydWRlLApsZXQgYWxvbmUgc2hvdyBhbnkgaW50ZXJlc3Qu,,,,,W1NhY2VyZG90aXNhIEZhbm9dCk5hIHZlcmRhZGUsIG7Do28gaGF2aWEgbmVjZXNzaWRhZGUgZGUgc2VydmlyIGNvbW8gdW0gYWJyaWdvLgpOw6NvIGhhdmlhIG5lbmh1bWEgYW1lYcOnYS4KT3MgaW52YXNvcmVzIHByZXZpc3Rvcy4uLiBuZW0gbWVzbW8KdGluaGFtIHBsYW5vcyBkZSBzZSBpbnRyb21ldGVyLAptdWl0byBtZW5vcyBkZW1vbnN0cmF2YW0gcXVhbHF1ZXIgdGlwbyBkZSBpbnRlcmVzc2Uu,,W1NhY2VyZG90aXNhIFBhbm5vXQpEZSBoZWNobywgbm8gdGVuw61hIHBvciBxdcOpIHNlciB1biByZWZ1Z2lvLgpObyBoYWLDrWEgbmFkYSBkZSBuYWRhLgpMb3Mgc3VwdWVzdG9zIGludHJ1c29z4oCmIG5pIHNpcXVpZXJhCnRlbsOtYW4gcGxhbmVhZG8gZW50cmFyCnkgbXVjaG8gbWVub3MgbGVzIGludGVyZXNhYmEu
SW5iCw,,W1ByaWVzdGVzcyBGYW5vXQpTbyBhbGwgdGhlIGNhcmRzIHdlcmUgZGlzY2FyZGVkLCBidXQKdGhlIGRldmljZXMsIGFscmVhZHkgcGVyZmVjdCBhZXN0aGV0aWNhbGx5LApyZXF1aXJlZCB0b28gbXVjaCBlZmZvcnQgdG8gcmVtb3ZlLApzbyBpdCB3YXMgYmV0dGVyIHRvIGp1c3QgbGVhdmUgdGhlbSwgYWNjb3JkaW5nIHRvIHRoZSBvcGluaW9uClRoZXkgcmVtYWluIGFzIHRoZXkgd2VyZS4=,,,,,W1NhY2VyZG90aXNhIEZhbm9dCkVudMOjbywgdG9kb3Mgb3MgY2FydMO1ZXMgZm9yYW0gZGVzY2FydGFkb3MsIG1hcwpvcyBkaXNwb3NpdGl2b3MsIGrDoSBwZXJmZWl0b3MgZXN0ZXRpY2FtZW50ZSwKZXhpZ2lhbSBtdWl0byBlc2ZvcsOnbyBwYXJhIHNlcmVtIHJlbW92aWRvcywKZW50w6NvIGZvaSBtZWxob3IgZGVpeMOhLWxvcy4KRWxlcyBwZXJtYW5lY2VtIGNvbW8gZXJhbS4=,,W1NhY2VyZG90aXNhIFBhbm5vXQpBc8OtIHF1ZSBhbnVsYXJvbiB0b2RhcyBsYXMgdGFyamV0YXMsIHBlcm8KbG9zIGRpc3Bvc2l0aXZvcywgcXVlIGVyYW4gZXN0w6l0aWNhbWVudGUgcGVyZmVjdG9zLAplcmFuIG11eSBkaWbDrWNpbGVzIGRlIHF1aXRhci4KRW50b25jZXMsIHNlIGRlY2lkacOzIHF1ZSBjb252ZW7DrWEgZGVqYXJsb3MuClF1ZWRhcm9uIGFzw60gY29tbyBlc3RhYmFuLg==
Sm5iCw,,W1ByaWVzdGVzcyBGYW5vXQpSZWNlbnRseSwgdGhlcmUgaGF2ZSBiZWVuIHJ1bW9ycyBvZiB0aGUgZG9vciBsb2NraW5nIHN5c3RlbQpvY2Nhc2lvbmFsbHkgbWFsZnVuY3Rpb25pbmcuCkkgZG91YnRlZCBpdCBjb3VsZCBiZSB0cnVlLgpFdmVuIHRoZSBjdXJyZW50IGFsY2hlbWlzdHMsIHdobyBwcmFpc2UgaXQKb24gcGFwZXIsIGhhdmUgaGVhcmQgcHJhaXNlcyBvZiBpdHMgcGVyZmVjdGlvbi4KVGhhdCdzIHdoYXQgdGhleSdyZSB0YWxraW5nIGFib3V0LCB0aGUgbG9ja2luZyBzeXN0ZW0u,,,,,W1NhY2VyZG90aXNhIEZhbm9dClJlY2VudGVtZW50ZSwgaG91dmUgcnVtb3JlcyBkZSBxdWUgbyBzaXN0ZW1hIGRlIHRyYXZhbWVudG8gZGEgcG9ydGEKbsOjbyBmdW5jaW9uYXZhIGNvcnJldGFtZW50ZSBhbGd1bWFzIHZlemVzLgpFdSBkdXZpZGF2YSBxdWUgaXNzbyBwdWRlc3NlIHNlciB2ZXJkYWRlLgpBdMOpIG1lc21vIG9zIGFscXVpbWlzdGFzIGF0dWFpcywgcXVlIAplbmFsdGVjZW0gZXNzZSBzaXN0ZW1hIG5hIHRlb3JpYSwgasOhIG91dmlyYW0gZWxvZ2lvcyBzb2JyZSBzdWEgcGVyZmVpw6fDo28uCkVyYSBkaXNzbyBxdWUgZWxlcyBlc3RhdmFtIGZhbGFuZG8sIGRvIHNpc3RlbWEgZGUgdHJhdmFtZW50by4=,,W1NhY2VyZG90aXNhIFBhbm5vXQpIYWNlIHBvY28sIHN1cmdpZXJvbiBydW1vcmVzIGRlIHF1ZSBlbCBzaXN0ZW1hIGRlIGNpZXJyZSBkZSBsYSBwdWVydGEKZmFsbGFiYSBkZSB2ZXogZW4gY3VhbmRvLgpEdWTDqSBkZSBxdWUgZnVlcmEgY2llcnRvLgpJbmNsdXNvIGxvcyBhbHF1aW1pc3RhcyBhY3R1YWxlcywgcXVlIGxvIGFsYWJhbgplbiBsYSB0ZW9yw61hLCBoYW4gb8OtZG8gbWFyYXZpbGxhcyBzb2JyZSBzdSBwZXJmZWNjacOzbi4KRGUgZXNvIGhhYmxhbjogZGVsIHNpc3RlbWEgZGUgY2llcnJlLg==
S25iCw,,W1ByaWVzdGVzcyBGYW5vXQpXaGVuIGl0IG1hbGZ1bmN0aW9ucyBhbmQgc3RvcHMgd29ya2luZywKZXZlbiB0aG91Z2ggaXQncyBzdG9wcGVkLApyZXBlYXRpbmcgdHVybmluZyBvbiBhbmQgb2ZmLApjbGVhcmx5IHNvbWVvbmUgd2l0aCBhIG5vbi1kaXNjYXJkZWQgY2FyZAppcyBwbGF5aW5nIGEgcHJhbmssCkkgdGhvdWdodC4=,,,,,W1NhY2VyZG90aXNhIEZhbm9dClF1YW5kbyBlbGUgbsOjbyBmdW5jaW9uYSBiZW0gZSBwYXJhIGRlIGZ1bmNpb25hciwKbWVzbW8gcXVlIGVzdGVqYSBwYXJhZG8sCmxpZ2FuZG8gZSBkZXNsaWdhbmRvIHNlbSBwYXJhciwKY2xhcmFtZW50ZSDDqSBhbGd1w6ltIGNvbSB1bSBjYXJ0w6NvIHF1ZSBuw6NvIGZvaSBkZXNjYXJ0YWRvIHF1ZQplc3TDoSBwcmVnYW5kbyB1bWEgcGXDp2EuCkV1IHBlbnNlaTo=,,W1NhY2VyZG90aXNhIFBhbm5vXQpDdWFuZG8gZmFsbGEgeSBkZWphIGRlIGZ1bmNpb25hciwKYXVucXVlIGVzdMOpIGRlc2FjdGl2YWRvLAp5IHNlIGVuY2llbmRlIHkgYXBhZ2EgdmFyaWFzIHZlY2VzLAplc3TDoSBjbGFybyBxdWUgYWxndWllbiBxdWUgdGllbmUgdW5hIHRhcmpldGEgbm8gYW51bGFkYQplc3TDoSBoYWNpZW5kbyB1bmEgYnJvbWEuCkVzbyBwZW5zw6ku
TG5iCw,,W1ByaWVzdGVzcyBGYW5vXQouLi5QZXJoYXBzIGl0IHdhcyBwcmlkZSBpbiB0aGVpciBhbmNlc3RvcnMsCm9yIG1heWJlIGl0IHdhcyBqdXN0IHByaWRlLApidXQgSSdtIG5vdCBzdXJlLi4u,,,,,W1NhY2VyZG90aXNhIEZhbm9dCi4uLlRhbHZleiBmb3NzZSBvcmd1bGhvIGRlIHNldXMgYW5jZXN0cmFpcywKb3UgYXBlbmFzIHZhaWRhZGUsCm1hcyBuw6NvIHRlbmhvIGNlcnRlemEuLi4=,,W1NhY2VyZG90aXNhIFBhbm5vXQpUYWwgdmV6IGZ1ZSBlbCBvcmd1bGxvIHBvciBzdXMgYW50ZXBhc2Fkb3MKdSBvcmd1bGxvIGEgc2VjYXMsCnBlcm8gbm8gc8OpIG11eSBiaWVu4oCm
TW5iCw,,W1ByaWVzdGVzcyBGYW5vXQpXaGV0aGVyIGl0J3MgcmVhbGx5IGJyb2tlbiBvciBub3QsCmFuIG9wcG9ydHVuaXR5IHRvIGNvbmZpcm0gaGFzIGFycml2ZWQuCkFzIEkgd2FzIGZpbmlzaGluZyBteSB3b3JrIGFuZCBhYm91dCB0byBsZWF2ZSwKd2hpbGUgYXR0ZW5kaW5nIGEgc2VydmljZSBpbiB0aGUgc2FuY3R1YXJ5LApJIGRyb3BwZWQgc29tZSBkb2N1bWVudHMgYW5kCndoaWxlIHBpY2tpbmcgdGhlbSB1cC4uLg==,,,,,W1NhY2VyZG90aXNhIEZhbm9dClNlIGVzdMOhIHJlYWxtZW50ZSBxdWVicmFkbyBvdSBuw6NvLApjaGVnb3UgYSBob3JhIGRlIGNvbmZpcm1hci4KUXVhbmRvIGV1IGVzdGF2YSB0ZXJtaW5hbmRvIG1ldSB0cmFiYWxobyBlIHByZXN0ZXMgYSBzYWlyLAplbnF1YW50byBwYXJ0aWNpcGF2YSBkZSB1bSBjdWx0byBubyBzYW50dcOhcmlvLApkZWl4ZWkgY2FpciBhbGd1bnMgZG9jdW1lbnRvcyBlCmVucXVhbnRvIG9zIHBlZ2F2YS4uLg==,,W1NhY2VyZG90aXNhIFBhbm5vXQpObyBzw6kgc2kgZXN0w6Egcm90byBvIG5vLCBwZXJvCmFob3JhIHBvZHJlbW9zIGNvbXByb2JhcmxvLgpFc3RhYmEgdGVybWluYW5kbyBtaSB0cmFiYWpvIHkgYSBwdW50byBkZSBpcm1lLAptaWVudHJhcyBhc2lzdMOtYSBhIHVuIHNlcnZpY2lvIGVuIGVsIHNhbnR1YXJpbywKY3VhbmRvIHNlIG1lIGNheWVyb24gdW5vcyBkb2N1bWVudG9zIHkKYWwgcmVjb2dlcmxvc+KApg==
Tm5iCw,,W1ByaWVzdGVzcyBGYW5vXQpBbGwgdGhlIGxpZ2h0cyBpbnNpZGUgdGhlIHRlbXBsZQpoYXZlIGdvbmUgb3V0LgpJdCB3YXMgZGltIGVub3VnaCB0byBtYWtlIG91dCBzaGFwZXMsCnNvIEkgbGVmdCB0aGUgc2FuY3R1YXJ5IGFuZCBoZWFkZWQgdG93YXJkcyB0aGUgZG9vciwKYnV0IEkgaGVhcmQgYSBub2lzZSBmcm9tIHRoZSBzdGFpcnMuCi4uLnNvbWVvbmUgd2FzLA==,,,,,W1NhY2VyZG90aXNhIEZhbm9dClRvZGFzIGFzIGx1emVzIGRvIHRlbXBsbwpzZSBhcGFnYXJhbS4KQSBsdXogZXJhIGZyYWNhIG8gc3VmaWNpZW50ZSBwYXJhIGRpc3Rpbmd1aXIgYXMgZm9ybWFzLAplbnTDo28gc2HDrSBkbyBzYW50dcOhcmlvIGUgZnVpIGVtIGRpcmXDp8OjbyDDoCBwb3J0YSwKbWFzIG91dmkgdW0gYmFydWxobyB2aW5kbyBkYXMgZXNjYWRhcy4K,,W1NhY2VyZG90aXNhIFBhbm5vXQpUb2RhcyBsYXMgbHVjZXMgZGVsIHRlbXBsbwpzZSBhcGFnYXJvbi4KSGFiw61hIHVuYSBsdXogdGVudWUgcXVlIG1lIHBlcm1pdMOtYSBkaXN0aW5ndWlyIGxhcyBmb3JtYXMsCmFzw60gcXVlIHNhbMOtIGRlbCBzYW50dWFyaW8geSBmdWkgaGFjaWEgbGEgcHVlcnRhLApwZXJvIG/DrSB1biBydWlkbyBlbiBsYSBlc2NhbGVyYS4KQWxndWllbiBlc3RhYmHigKY=
T25iCw,,W1ByaWVzdGVzcyBGYW5vXQpTb21lb25lIHdhcyBtb3Zpbmcgc29tZXRoaW5nLgpUb3dhcmQgdGhlIHNhbmN0dWFyeS4=,,,,,W1NhY2VyZG90aXNhIEZhbm9dCkFsZ3XDqW0gZXN0YXZhIG1vdmVuZG8gYWxndW1hIGNvaXNhCmVtIGRpcmXDp8OjbyBhbyBzYW50dcOhcmlvLg==,,W1NhY2VyZG90aXNhIFBhbm5vXQpBbGd1aWVuIGVzdGFiYSBtb3ZpZW5kbyBhbGdvLgpIYWNpYSBlbCBzYW50dWFyaW8u
UG5iCw,,W1ByaWVzdGVzcyBGYW5vXQpXaGF0IGlzIGluIHRoZSBzYW5jdHVhcnksCkFzIEkndmUganVzdCBiZWNvbWUgdGhlIHByaWVzdCwKSSBzdGlsbCBkb24ndCBrbm93IHdlbGwsIGJ1dCw=,,,,,W1NhY2VyZG90aXNhIEZhbm9dCk8gcXVlIGjDoSBubyBzYW50dcOhcmlvPwpDb21vIGFjYWJlaSBkZSBtZSB0b3JuYXIgc2FjZXJkb3Rpc2EsCmFpbmRhIG7Do28gc2VpIGJlbSwgbWFzLA==,,W1NhY2VyZG90aXNhIFBhbm5vXQpRdcOpIGhheSBlbiBlbCBzYW50dWFyaW8sCmNvbW8gYWNhYm8gZGUgYXN1bWlyIGVsIHNhY2VyZG9jaW8sCmVzIGFsZ28gcXVlIGHDum4gbm8gc8OpIGJpZW4sIHBlcm8s
UW5iCw,,W1ByaWVzdGVzcyBGYW5vXQpBZnRlciBpdCBlbnRlcmVkIHRoZSBzYW5jdHVhcnksCkJlZm9yZSBsb25nLAp0aGUgbG91ZCBjcmllcyBvZiBhbiBhbmltYWwgd2VyZSBoZWFyZCwgYW5kCnRoZXJlIHdhcyBhIGNvbW1vdGlvbi4KLi4uSSB3YXMgc2NhcmVkLg==,,,,,W1NhY2VyZG90aXNhIEZhbm9dCmRlcG9pcyBxdWUgZXNzYSBwZXNzb2EgZW50cm91IG5vIHNhbnR1w6FyaW8sCmVtIHBvdWNvIHRlbXBvLApvcyBncml0b3MgYWx0b3MgZGUgdW0gYW5pbWFsIGZvcmFtIG91dmlkb3MsIGUKaG91dmUgdW0gdHVtdWx0by4KRXUgZmlxdWVpIGNvbSBtZWRvLi4u,,W1NhY2VyZG90aXNhIFBhbm5vXQpkZXNwdcOpcyBkZSBlbnRyYXIgYWwgc2FudHVhcmlvLAphbCBwb2NvIHRpZW1wbywKc2Ugb3llcm9uIGFsYXJpZG9zIGRlIHVuIGFuaW1hbCB5CnVuIGFsYm9yb3RvLgpNZSBhc3VzdMOpLg==
Um5iCw,,W1ByaWVzdGVzcyBGYW5vXQpJbiBzdWNoIGEgaHVycnkgdGhhdCBJIGNvdWxkbid0IGV2ZW4gcmVnYWluIG15IGNvbXBvc3VyZSwKSSBodXJyaWVkIGJhY2sgdG8gdGhlIGRvb3IsClRoZSB3b3JkcyBsZWZ0IGJ5IG91ciBhbmNlc3RvcnMKSSByZWNpdGVkIGl0Lg==,,,,,W1NhY2VyZG90aXNhIEZhbm9dClZvbHRlaSBjb3JyZW5kbyBwYXJhIGEgcG9ydGEgY29tIHRhbnRhIHByZXNzYSBxdWUgbmVtIGNvbnNlZ3VpIHJlY3VwZXJhciBtaW5oYSBjb21wb3N0dXJhLgoKRW50w6NvIGV1IHJlY2l0ZWkgYXMgcGFsYXZyYXMgZGVpeGFkYXMgcG9yIG5vc3NvcyBhbmNlc3RyYWlzLgo=,,W1NhY2VyZG90aXNhIFBhbm5vXQpBbnRlcyBkZSBwb2RlciByZWN1cGVyYXIgbGEgY29tcG9zdHVyYSwgc2Fsw60gY29ycmllbmRvCnkgbWUgYXByZXN1csOpIGEgdm9sdmVyIGEgbGEgcHVlcnRhLgpSZWNvcmTDqSBsYXMgcGFsYWJyYXMgZGUgbnVlc3Ryb3MgYW50ZXBhc2Fkb3MKeSBsYXMgcmVjaXTDqS4=
U25iCw,,W1ByaWVzdGVzcyBGYW5vXQouLi5UaGF0IHBlcnNvbgpJbiBhIGNpdHkgY2FsbGVkIEl6bHVkZSBieSB0aGUgc2VhCml0J3Mgc2FpZCB0aGF0IHRoZXkgd2VyZSBib3JuIGFuZCByYWlzZWQu,,,,,W1NhY2VyZG90aXNhIEZhbm9dCkVzc2EgcGVzc29hLi4uCkVtIHVtYSBjaWRhZGUgY2hhbWFkYSBJemx1ZGUsIMOgIGJlaXJhLW1hciwKZGl6LXNlIHF1ZSBlbGVzIG5hc2NlcmFtIGUgY3Jlc2NlcmFtLg==,,W1NhY2VyZG90aXNhIFBhbm5vXQpFc2EgcGVyc29uYeKApgpFbiB1bmEgY2l1ZGFkIGxsYW1hZGEgSXpsdWRlIGp1bnRvIGFsIG1hcgpzZSBkaWNlIHF1ZSBuYWNpZXJvbiB5IGNyZWNpZXJvbi4=
VG5iCw,,W1ByaWVzdGVzcyBGYW5vXQpKdXN0IGluIGNhc2UsCndpdGggd29yZHMgbm90IGNvbW1vbmx5IHNwb2tlbiwKYSB2b2ljZSByZWNvZ25pdGlvbiBkb29yIG9wZW5pbmcgZGV2aWNlCndhcyBzZWNyZXRseSBpbnN0YWxsZWQsCmFuZCBhcyB0aGUgY2FyZHMgd2VyZSBkaXNjYXJkZWQsCnRoZXkgdGF1Z2h0IGl0IHRvIHRoZWlyIGRlc2NlbmRhbnRzLg==,,,,,W1NhY2VyZG90aXNhIEZhbm9dClBvciB2aWEgZGFzIGTDunZpZGFzLApjb20gcGFsYXZyYXMgcXVlIG7Do28gc8OjbyBkaXRhcyBub3JtYWxtZW50ZSwKdW0gZGlzcG9zaXRpdm8gZGUgYWJlcnR1cmEgZGUgcG9ydGEgY29tIHJlY29uaGVjaW1lbnRvIGRlIHZvegpmb2kgaW5zdGFsYWRvIHNlY3JldGFtZW50ZSwKZSBxdWFuZG8gb3MgY2FydMO1ZXMgZm9yYW0gZGVzY2FydGFkb3MsCmVsZXMgY29udGFyYW0gYW9zIHNldXMgZGVzY2VuZGVudGVzLg==,,W1NhY2VyZG90aXNhIFBhbm5vXQpQb3Igc2kgYWNhc28sCnVzYW5kbyBwYWxhYnJhcyBwb2NvIGNvbXVuZXMsCnVuIGRpc3Bvc2l0aXZvIGRlIGFwZXJ0dXJhIGRlIHB1ZXJ0YXMgY29uIHJlY29ub2NpbWllbnRvIGRlIHZvegpzZSBpbnN0YWzDsyBlbiBzZWNyZXRvLAp5LCBjdWFuZG8gYW51bGFyb24gbGFzIHRhcmpldGFzLApzZSBsYXMgZW5zZcOxYXJvbiBhIHN1cyBkZXNjZW5kaWVudGVzLg==
