YOliCA,,UG9wZQ==,,,,,UGFwaXNh,,UGFwaXNh
nupiCA,,RGFtbWl0ISBUaGUgZW5lbXkgaXMgdG9vIHN0cm9uZyEgQ2FsbCBmb3IgcmVpbmZvcmNlbWVudHMhIE5vdyE=,,,,,UXVlIHBvZGVyISBWYW1vcyBwcmVjaXNhciBkZSByZWZvcsOnb3MhIQ==,,wqFRdcOpIHBvZGVyISDCoU5lY2VzaXRhcmVtb3MgcmVmdWVyem9zISE=
n+piCA,,V2UgbXVzdCBub3QgbG9zZSB0aGUgc2lnaHQgb2YgdGhlIFBvcGUhIFN0b3AgaGVyIGF0IGFsbCBjb3N0cyE=,,,,,TsOjbyBhIHBlcmNhbSBkZSB2aXN0YSEh,,wqHCoU5vIGxhIHBpZXJkYW4gZGUgdmlzdGEhIQ==
oOpiCA,,UmFiaWQgRG9n,,,,,Q8OjbyBEZWZvcm1hZG8=,,UGVycm8gRGVmb3JtYWRv
oepiCA,,VGhleSdyZSBnb2luZyBub3J0aCEgRG9uJ3QgbG9zZSB0aGVtIQ==,,,,,RXN0w6EgZXN0w6EgZnVnaW5kbyEgTsOjbyBhIHBlcmNhbSEh,,wqFFc3TDoSBodXllbmRvISDCocKhTm8gbGEgcGllcmRhbiEh
oupiCA,,SXQgaXMgdGhlIHdpbGwgb2YgR29kZGVzcyB0aGF0IHlvdSBhcmUgYm9ybi4gT2JleSBIZXIgd2lsbC4=,,,,,TyBuYXNjaW1lbnRvIGRhIFBhcGlzYSDDqSB2b250YWRlIGRpdmluYS4=,,RWwgbmFjaW1pZW50byBkZSBsYSBQYXBpc2EgZXMgdm9sdW50YWQgZGl2aW5hLg==
o+piCA,,VGhleSdyZSBmbGVlaW5nIHRvIHRoZSBXZXN0IEdhdGUhISEgV2UgbXVzdG4ndCBsb3NlIHRoZW0h,,,,,RWxlcyBlc3TDo28gaW5kbyBwcm8gcG9ydMOjbyBvZXN0ZSEgU2lnYW0hIQ==,,wqHCoVZhbiBoYWNpYSBsYSBwdWVydGEgb2VzdGUhIMKhwqFTw61nYW5sb3MhIQ==
pOpiCA,,RnVyaW91cyBGb2xsb3dlcg==,,,,,Q3JlbnRlIEFncmVzc2l2YQ==,,Q3JleWVudGUgQWdyZXNzaXZh
pepiCA,,R3VhcmQ=,,,,,R3VhcmRh,,R3VhcmRpYQ==
pupiCA,,WW91IHdpbGwgc3RhbmQgZ3VhcmQgaGVyZSBhbmQgc3RvcCBhbnlvbmUgd2hvIHRyaWVzIHRvIGFwcHJvYWNoIQ==,,,,,TsOjbyBkZWl4ZW0gb3MgZXN0cmFuZ2Vpcm9zIGNoZWdhcmVtIGFxdWkh,,wqFObyBkZWplbiBxdWUgbG9zIGV4dHJhbmplcm9zIGxsZWd1ZW4gYXF1w60h
p+piCA,,WWVzLCBzaXIhIQ==,,,,,RW50ZW5kaWRvISE=,,wqHCoUVudGVuZGlkbyEh
qOpiCA,,WW91ciBIb2xpbmVzcywgd2hhdCBhbiBob25vciE=,,,,,UGFwaXNhLCDDqSB1bWEgaG9ucmEh,,wqFQYXBpc2EsIGVzIHVuIGhvbm9yIQ==
qepiCA,,VGhlIFBvcGU/IERpZCBJIGp1c3QgaGVhciB0aGF0IHJpZ2h0Pw==,,,,,UGFwaXNhPyDDiSBhIHZlcmRhZGVpcmEgZGVzc2EgdmV6Pw==,,wr9QYXBpc2E/IMK/RXMgbGEgdmVyZGFkZXJhIGVzdGEgdmV6Pw==
qupiCA,,VGhlaXIgY2hpbGQgaXMgdGhlIFBvcGU/,,,,,RXNzYSBjcmlhbsOnYSDDqSBhIFBhcGlzYT8=,,wr9Fc3RhIG5pw7FhIGVzIGxhIFBhcGlzYT8=
q+piCA,,VGhlIFBvcGUgaXMgaGVyZSBpbiB0aGlzIGh1bWJsZSB2aWxsYWdlPw==,,,,,U8OpcmlvIHF1ZSBhIFBhcGlzYSBuYXNjZXUgbmVzc2EgZmF2ZWxhPw==,,wr9FbiBzZXJpbyBsYSBQYXBpc2EgbmFjacOzIGVuIGVzdGUgYmFycmlvIHBvYnJlPw==
rOpiCA,,WW91ciBIb2xpbmVzcyEhIQ==,,,,,UGFwaXNhISEh,,wqHCocKhUGFwaXNhISEh
repiCA,,UGxlYXNlLCBsb29rIGhlcmUhISE=,,,,,UG9yIGZhdm9yLCBvbGhhIHByYSBjw6EhISE=,,wqFQb3IgZmF2b3IsIG3DrXJhbWUgYXF1w60hISE=
rupiCA,,U28gbm9pc3kuIFdoYXQncyBnb2luZyBvbj8=,,,,,UXVlIHpvcnJhIMOpIGVzc2E/IE8gcXVlIGVzdMOhIGFjb250ZWNlbmRvPw==,,wr9RdcOpIGRlbW9uaW9zIGVzIGVzdG8/IMK/UXXDqSBlc3TDoSBwYXNhbmRvPw==
r+piCA,,SSBjYW4ndCBiZWxpZXZlIEknbSBoZXJlIGF0IHRoaXMgbW9tZW50ISE=,,,,,RXNzZSBtb21lbnRvIMOpIMO6bmljbyEh,,wqHCoUVzdGUgbW9tZW50byBlcyDDum5pY28hIQ==
sOpiCA,,SGV5LCBtb3ZlIHRoZXJlISBJIGNhbid0IHNlZSE=,,,,,U2FpYW0gZGEgZnJlbnRlISBFdSBuw6NvIGNvbnNpZ28gdmVyIQ==,,wqFRdcOtdGF0ZSBkZSBlbiBtZWRpbyEgwqFObyBwdWVkbyB2ZXIh
sepiCA,,SSBrbmV3IGl0LCBJIGhhZCBhIGRyZWFtIG9mIGJyaWdodCBsaWdodCBsYXN0IG5pZ2h0ISBUaGF0IHdhcyBhIHZpc2lvbiEh,,,,,T250ZW0gc29uaGVpIGNvbSB1bWEgbHV6IGJyaWxoYW50ZSBlIGhvamUgZXN0b3UgdmVuZG8gaXNzbyEh,,wqFBeWVyIHNvw7HDqSBjb24gdW5hIGx1eiBicmlsbGFudGUgeSBob3kgdmVvIGVzdG8hIQ==
supiCA,,SSBrbm93IHRob3NlIGtpZHMhIEkga25vdyB0aGVtISE=,,,,,RXUgY29uaGXDp28gZXNzYXMgY3JpYW7Dp2FzISE=,,wqHCoVlvIGNvbm96Y28gYSBlc3RvcyBuacOxb3MhIQ==
s+piCA,,QmUgcXVpZXQhIEkgY2FuJ3QgaGVhciB3aGF0IHRoZXkncmUgc2F5aW5nIQ==,,,,,RmFsZW0gYmFpeG8hIEV1IG7Do28gY29uc2lnbyBvdXZpciBvIHF1ZSBlbGVzIGRpemVtIQ==,,wqFIYWJsZW4gYmFqbyEgwqFObyBwdWVkbyBvw61yIGxvIHF1ZSBkaWNlbiE=
tOpiCA,,SGV5IGd1YXJkcywgY2FuIHlvdSBzdGVwIGFzaWRlPw==,,,,,T3MgZ3VhcmRhcyBuw6NvIHBvZGVtIHNhaXIgZGEgZnJlbnRlIHVtIHBvdWNvPw==,,wr9Mb3MgZ3VhcmRpYXMgbm8gcHVlZGVuIGFwYXJ0YXJzZSB1biBwb2NvPw==
tepiCA,,VGhleSdyZSBtYWtpbmcgc3VjaCBhIGJpZyBkZWFsIG91dCBvZiB0aGlzIFBvcGUgYnVzaW5lc3MuIEl0IGlzIGEgYmlnIGRlYWwhIEEgYmlnIGRlYWwgaW5kZWVkIQ==,,,,,UXVhbCDDqSBvIHNpZ25vIGRhIFBhcGlzYT8gUXVlcm8gZGV0YWxoZXMhISE=,,wr9DdcOhbCBlcyBlbCBzaWdubyBkZSBsYSBQYXBpc2E/IMKhUXVpZXJvIGRldGFsbGVzISEh
tupiCA,,SSdtIGdvbm5hIGdldCBsdWNreSBmcm9tIHRvZGF5LCB3YWl0IGFuZCBzZWUhIEkgbG92ZSB5b3UsIFlvdXIgSG9saW5lc3Mh,,,,,RXNzYSBtZW5pbmEgw6kgYWJlbsOnb2FkYSEgRXUgdGUgYW1vIFBhcGlzYSE=,,wqFFc3RhIG5pw7FhIGVzIGJlbmRlY2lkYSEgwqFUZSBhbW8sIFBhcGlzYSE=
t+piCA,,U28gd2hhdCwgc2hlJ3MgZ29ubmEgYmUgdGhlIFBvcGUgb3Igd2hhdD8=,,,,,Rm9pIHByYSBpc3NvIHF1ZSB2b2PDqiBxdWVyaWEgdmlyYXIgUGFwaXNhLCBXYW5kYT8=,,wr9Qb3IgZXN0byBxdWVyw61hcyBzZXIgUGFwaXNhLCBXYW5kYT8=
uOpiCA,,SSBwcmFpc2UgdGhlZSE=,,,,,R2zDs3JpYSE=,,wqFHbG9yaWEh
uepiCA,,UHJhaXNlZCBiZSB0aGUgR29kZGVzcyEh,,,,,TG91dmFkYSBzZWphIEZyZXlhISE=,,wqFBbGFiYWRhIHNlYSBGcmV5YSEh
