YNIzDQ,,S2VybGlu,,,,,S2VybGlu,,S2VybGlu
7tIzDQ,,W1Bha2loYV0KWW91ciBhcHBsaWNhdGlvbiB3YXMgc3VjY2Vzc2Z1bH4gQWZ0ZXIgVm9sY2FuaWMgSXNsYW5kIEtvcm9kbyBpcyBjcmVhdGVkLCB0YWxrIHRvIG1lIGFnYWluLCBzZWxlY3QgXjRENERGRkVudGVyIFZvbGNhbmljIElzbGFuZCBLb3JvZG9eMDAwMDAwLCBhbmQgbGV0J3MgZW50ZXIgS29yb2RvIHRvZ2V0aGVyIQ==,,,,,W1Bha2loYV0KU3VhIGluc2NyacOnw6NvIGZvaSBiZW0tc3VjZWRpZGF+IERlcG9pcyBxdWUgYSBJbGhhIFZ1bGPDom5pY2EgS29yb2RvIGZvciBjcmlhZGEsIGZhbGUgY29taWdvIG5vdmFtZW50ZSwgc2VsZWNpb25lIF40RDRERkZFbnRyYXIgbmEgSWxoYSBWdWxjw6JuaWNhIEtvcm9kb14wMDAwMDAgZSB2YW1vcyBlbnRyYXIgZW0gS29yb2RvIGp1bnRvcyE=,,W1Bha2loYV0KTGEgc29saWNpdHVkIHNlIHJlYWxpesOzIGNvbiDDqXhpdG9+LiBVbmEgdmV6IHF1ZSBzZSBoYXlhIGNyZWFkbyBsYSBJc2xhIFZvbGPDoW5pY2EgS29yb2RvLCBow6FibGFtZSBkZSBudWV2bywgc2VsZWNjaW9uYSBeNEQ0REZGRW50cmFyIGVuIElzbGEgVm9sY8OhbmljYSBLb3JvZG9eMDAwMDAwIHkgZW50cmVtb3MganVudG9zLg==
79IzDQ,,W1Bha2loYV0KVGhlbiwgc2VlIHlvdSBpbiBLb3JvZG9+IEZhY2UgdG8gZmFjZSwgc2VlfiEgSSdsbCBiZSBiYWNrIQ==,,,,,W1Bha2loYV0KRW50w6NvLCB2ZWpvIHZvY8OqIGVtIEtvcm9kb34gRmFjZSBhIGZhY2UsIHNlZX4hIFZvbHRvIGrDoSE=,,W1Bha2loYV0KwqFFbnRvbmNlcyBub3MgdmVtb3MgZW4gS29yb2RvfiBmcmVudGUgYSBmcmVudGUsIHNhbHV+ZG8hIMKhVm95IQ==
8NIzDQ,,ezF9IG9mIHBhcnR5IHswfSBlbnRlcnMgezJ9Lg==,,,,,ezF9IGRhIHBhcnR5IHswfSBlbnRyYSBlbSB7Mn0u,,RWwgZ3J1cG8gezB9IGRlIHsxfSBlc3TDoSBlbnRyYW5kbyBlbiB7Mn0u
8dIzDQ,,W1Bha2loYV0KWW91IGhhdmVuJ3QgY3JlYXRlZCB0aGUgTWVtb3JpYWwgRHVuZ2VvbiBhcyBwYXJ0eSBsZWFkZXIgeWV0fiBGaXJzdCBzZWxlY3QgXjRENERGRkFwcGx5IGZvciBWb2xjYW5pYyBJc2xhbmQgS29yb2RvXjAwMDAwMCB0byBjcmVhdGUgdGhlIGR1bmdlb25+IQ==,,,,,W1Bha2loYV0KVm9jw6ogYWluZGEgbsOjbyBjcmlvdSBhIE1hc21vcnJhIE1lbW9yaWFsIGNvbW8gbMOtZGVyIGRhIHBhcnR5fiBQcmltZWlybyBzZWxlY2lvbmUgXjRENERGRkluc2NyacOnw6NvIHBhcmEgSWxoYSBWdWxjw6JuaWNhIEtvcm9kb14wMDAwMDAgcGFyYSBjcmlhciBhIG1hc21vcnJhfiE=,,W1Bha2loYV0KRWwgbMOtZGVyIGRlbCBncnVwbyBhw7puIG5vIGhhIGNyZWFkbyBsYSBNYXptb3JyYSBNZW1vcmlhbH4gU2VsZWNjaW9uYSBwcmltZXJvIF40RDRERkZTb2xpY2l0YXIgSXNsYSBWb2xjw6FuaWNhIEtvcm9kb14wMDAwMDAgcGFyYSBjcmVhciBsYSBtYXptb3JyYX4=
8tIzDQ,,W1Bha2loYV0KWW91IGhhdmVuJ3QgY3JlYXRlZCB0aGUgTWVtb3JpYWwgRHVuZ2VvbiB5ZXR+IEZpcnN0IHNlbGVjdCBeNEQ0REZGQXBwbHkgZm9yIFZvbGNhbmljIElzbGFuZCBLb3JvZG9eMDAwMDAwIHRvIGNyZWF0ZSB0aGUgZHVuZ2Vvbn4h,,,,,W1Bha2loYV0KVm9jw6ogYWluZGEgbsOjbyBjcmlvdSBhIE1hc21vcnJhIE1lbW9yaWFsfiBQcmltZWlybyBzZWxlY2lvbmUgXjRENERGRkluc2NyacOnw6NvIHBhcmEgSWxoYSBWdWxjw6JuaWNhIEtvcm9kb14wMDAwMDAgcGFyYSBjcmlhciBhIG1hc21vcnJhfiE=,,W1Bha2loYV0KQcO6biBubyBoYXMgY3JlYWRvIGxhIE1hem1vcnJhIE1lbW9yaWFsfiBTZWxlY2Npb25hIHByaW1lcm8gXjRENERGRlNvbGljaXRhciBJc2xhIFZvbGPDoW5pY2EgS29yb2RvXjAwMDAwMCBwYXJhIGNyZWFyIGxhIG1hem1vcnJhfg==
89IzDQ,,W1Bha2loYV0KQW4gdW5rbm93biBlcnJvciBoYXMgb2NjdXJyZWR+IE91ciB3YXJyaW9yLCBwbGVhc2UgdHJ5IGFnYWluIQ==,,,,,W1Bha2loYV0KT2NvcnJldSB1bSBlcnJvIGRlc2NvbmhlY2lkb34gTm9zc28gZ3VlcnJlaXJvLCBwb3IgZmF2b3IsIHRlbnRlIG5vdmFtZW50ZSE=,,W1Bha2loYV0KT2N1cnJpw7MgdW4gZXJyb3IgZGVzY29ub2NpZG9+IMKhTnVlc3RybyBow6lyb2UsIGludMOpbnRhbG8gdW5hIHZleiBtw6FzIQ==
9NIzDQ,,W1Bha2loYV0KQW4gZXhjZXB0aW9uIGhhcyBvY2N1cnJlZH4gT3VyIHdhcnJpb3IsIHBsZWFzZSB0cnkgYWdhaW4sIGFuZCBpZiBJIGtlZXAgcmVwZWF0aW5nIHRoZSBzYW1lIHRoaW5nLCBwbGVhc2UgdGFrZSBhIHNjcmVlbnNob3QgYW5kIGNvbnRhY3QgdGhlIG9wZXJhdGlvbnMgdGVhbX4gQ2xhcCBjbGFwIQ==,,,,,W1Bha2loYV0KT2NvcnJldSB1bWEgZXhjZcOnw6NvfiBOb3NzbyBndWVycmVpcm8sIHBvciBmYXZvciwgdGVudGUgbm92YW1lbnRlLCBlIHNlIGV1IGNvbnRpbnVhciByZXBldGluZG8gYSBtZXNtYSBjb2lzYSwgdGlyZSB1bSBwcmludCBlIGNvbnRhdGUgYSBlcXVpcGUgZGUgb3BlcmHDp8O1ZXN+IFBhbG1hcywgcGFsbWFzIQ==,,W1Bha2loYV0KT2N1cnJpw7MgdW5hIGV4Y2VwY2nDs25+IE51ZXN0cm8gaMOpcm9lLCBpbnTDqW50YWxvIGRlIG51ZXZvLiBTaSBtZSByZXBpdG8sIGhheiB1bmEgY2FwdHVyYSB5IGNvbnRhY3RhIGFsIGVxdWlwbyBkZSBzb3BvcnRlfiDCoXBsYXMgcGxhcyE=
9dIzDQ,,W1Bha2loYV0KT3VyIHdhcnJpb3J+IFlvdSd2ZSBzaG93biBhIGdyZWF0IHBlcmZvcm1hbmNlIGluIEtvcm9kbyBhbmQgcmV0dXJuZWQuIFRoZW4sIGdldCBwbGVudHl+IG9mIHJlc3QgdG9kYXkgYW5kIGNvbWUgYmFjayBhZnRlciBtaWRuaWdodCwgb2theT8=,,,,,W1Bha2loYV0KTm9zc28gZ3VlcnJlaXJvfiBWb2PDqiBtb3N0cm91IHVtIMOzdGltbyBkZXNlbXBlbmhvIGVtIEtvcm9kbyBlIHZvbHRvdS4gRW50w6NvLCBkZXNjYW5zZSBiYXN0YW50ZSBob2plIGUgdm9sdGUgZGVwb2lzIGRhIG1laWEtbm9pdGUsIG9rPw==,,W1Bha2loYV0KTnVlc3RybyBow6lyb2V+IHJlZ3Jlc2FzdGUgZGVzcHXDqXMgZGUgbW9zdHJhcm5vcyB0dSBncmFuIGRlc2VtcGXDsW8gZW4gS29yb2RvLiBFbnRvbmNlcywgZGVzY2Fuc2EgYmllbiBob3kgeSB2dWVsdmUgY3VhbmRvIGhheWEgcGFzYWRvIGxhIG1hZHJ1Z2FkYSwgwr9kZSBhY3VlcmRvPw==
9tIzDQ,,W1Bha2loYV0KR28gdG8gdGhlIGJlYWNoLCBlYXQgc29tZSBwb3Bjb3JuLCBhbmQgY29vbCB5b3VyIGJvZHkgYW5kIG1pbmQhIFBsZWFzZSBjb21lIGFnYWluIHRvbW9ycm93fiBQaW5reSBzd2Vhcn4gUHJvbWlzZSE=,,,,,W1Bha2loYV0KVsOhIMOgIHByYWlhLCBjb21hIHVtIHBvdWNvIGRlIHBpcG9jYSBlIHJlZnJlc3F1ZSBzZXUgY29ycG8gZSBtZW50ZSEgUG9yIGZhdm9yLCB2b2x0ZSBhbWFuaMOjIHRhbWLDqW1+IEp1cmFtZW50byBkZSBtaW5kaW5ob34gUHJvbWVzc2Eh,,W1Bha2loYV0KwqFWZSBhIGxhIHBsYXlhLCBjb21lIHBhbG9taXRhcyB5IHJlZnJlc2NhIGN1ZXJwbyB5IG1lbnRlISBNYcOxYW5hIG5vIGRlamVzIGRlIHZlbmlyfiDCoXByb21lc2EgZGUgbWXDsWlxdWUh
99IzDQ,,W1Bha2loYV0KT3VyIHdhcnJpb3J+IEknbSBzbyBnbGFkIHRvIHNlZSB5b3UgYWdhaW4hIFNlZX4gb25jZSBtb3JlIQ==,,,,,W1Bha2loYV0KTm9zc28gZ3VlcnJlaXJvfiBFc3RvdSB0w6NvIGZlbGl6IGVtIHZlciB2b2PDqiBub3ZhbWVudGUhIFNlZX4gbWFpcyB1bWEgdmV6IQ==,,W1Bha2loYV0KwqFOdWVzdHJvIGjDqXJvZX4sIHF1w6kgYWxlZ3LDrWEgdm9sdmVyIGEgdmVydGUhIMKhVW5hIHZleiBtw6FzLCBzYWx1fmRvIQ==
+NIzDQ,,W1Bha2loYV0KV291bGQgeW91IGxpa2UgdG8gdmlzaXQgS29yb2RvIHdpdGggbWUsIFBha2loYSwgdGhlIEtvcm9kbyBHdWlkZSwgYWdhaW4gdG9kYXk/,,,,,W1Bha2loYV0KR29zdGFyaWEgZGUgdmlzaXRhciBLb3JvZG8gY29taWdvLCBQYWtpaGEsIGEgR3VpYSBkZSBLb3JvZG8sIG5vdmFtZW50ZSBob2plPw==,,W1Bha2loYV0KSG95IHRhbWJpw6luLCDCv3F1aWVyZXMgdmlzaXRhciBLb3JvZG8gY29ubWlnbywgdHUgZ3XDrWEgUGFraWhhPw==
+dIzDQ,,VmlzaXQu,,,,,VmlzaXRhci4=,,VmlzaXRhci4=
+tIzDQ,,RG9uJ3QgdmlzaXQu,,,,,TsOjbyB2aXNpdGFyLg==,,Tm8gdmlzaXRhci4=
+9IzDQ,,W1Bha2loYV0KVGhlbiBvdXIgd2Fycmlvcn4geW91J2xsIGNvbWUgYmFjayBsYXRlciwgcmlnaHQ/IFByb21pc2V+IFN0YW1wISBXaGVuZXZlciB5b3UgZmVlbCBsaWtlIHZpc2l0aW5nIEtvcm9kbywgY29tZSB0byBtZSBhbnl0aW1lIQ==,,,,,W1Bha2loYV0KRW50w6NvIG5vc3NvIGd1ZXJyZWlyb34gdm9jw6ogdm9sdGFyw6EgbWFpcyB0YXJkZSwgY2VydG8/IFByb21lc3NhfiBDYXJpbWJvISBRdWFuZG8gc2VudGlyIHZvbnRhZGUgZGUgdmlzaXRhciBLb3JvZG8sIHZlbmhhIGEgbWltIGEgcXVhbHF1ZXIgbW9tZW50byE=,,W1Bha2loYV0KTnVlc3RybyBow6lyb2UsIGVudG9uY2VzfiB2b2x2ZXLDoXMgbcOhcyB0YXJkZSwgwr9ubz8gwqFQcm9tZXNhfiBzZWxsbyEgQ3VhbmRvIHF1aWVyYXMgdmlzaXRhciBLb3JvZG8sIMKhdmVuIGEgdmVybWUgY3VhbmRvIHNlYSE=
/NIzDQ,,WWVydmE=,,,,,WWVydmE=,,WWVyYmE=
/dIzDQ,,PENvbW9kbyBIZXJiIEdhdGhlcmVyPg==,,,,,PENvbGV0b3JhIGRlIEVydmFzIGRlIENvbW9kbz4=,,PEhlcmJvbGFyaWEgZGUgQ29tb2RvPg==
/tIzDQ,,W1llcnZhXQpZb3UgbXVzdCBoYXZlIGhhZCBhIGhhcmQgdGltZSBjb21pbmcgdG8gQ29tb2RvLCB5b3VuZyBhZHZlbnR1cmVyLiBCdXQgeW91ciBleHBlcmllbmNlIGlzIHRvbyBzaG9ydCBmb3IgYSByZXF1ZXN0Lg==,,,,,W1llcnZhXQpWb2PDqiBkZXZlIHRlciB0aWRvIGRpZmljdWxkYWRlcyBwYXJhIHZpciBhIENvbW9kbywgam92ZW0gYXZlbnR1cmVpcm8uIE1hcyBzdWEgZXhwZXJpw6puY2lhIMOpIGN1cnRhIHBhcmEgdW1hIG1pc3PDo28u,,W1llcmJhXQpEZWJlIGhhYmVyIHNpZG8gYWdvdGFkb3IgbGxlZ2FyIGEgQ29tb2RvLCBqb3ZlbiBhdmVudHVyZXJvLiBQZXJvIGHDum4gdGllbmVzIHBvY2EgZXhwZXJpZW5jaWEgcGFyYSByZWNpYmlyIHVuIGVuY2FyZ28u
/9IzDQ,,W1llcnZhXQpZb3UgbXVzdCBoYXZlIGhhZCBhIGhhcmQgdGltZSBjYXJyeWluZyBoZWF2eSBsb2Fkcywgc3Ryb25nIGFkdmVudHVyZXIuIEJ1dCBpdCB3b3VsZCBiZSB0b28gcGFpbmZ1bCBmb3IgeW91IHRvIHRha2Ugb24gYSByZXF1ZXN0Lg==,,,,,W1llcnZhXQpWb2PDqiBkZXZlIHRlciB0aWRvIGRpZmljdWxkYWRlcyBjYXJyZWdhbmRvIHBlc29zIHBlc2Fkb3MsIGZvcnRlIGF2ZW50dXJlaXJvLiBNYXMgc2VyaWEgbXVpdG8gZG9sb3Jvc28gcGFyYSB2b2PDqiBhY2VpdGFyIHVtYSBtaXNzw6NvLg==,,W1llcmJhXQpEZWJlIGhhYmVyIHNpZG8gZGlmw61jaWwgY2FyZ2FyIHRhbnRvIHBlc28sIGF2ZW50dXJlcm8gZnVlcnRlLiBQZXJvIHNlcsOtYSBkZW1hc2lhZG8gcGVub3NvIHBhcmEgdGkgYWNlcHRhciBlbCBlbmNhcmdvIGFob3JhLg==
ANMzDQ,,W1llcnZhXQpOaWNlIHRvIG1lZXQgeW91LCBBZHZlbnR1cmVyLiBCdXQgdG8gZW5qb3kgdGhlIFBvcGNvcm4gRmVzdGEsIGJlZm9yZSB0YWtpbmcgb24gbXkgcmVxdWVzdCwgcGxlYXNlIHN0b3AgYnkgPE5BVkk+W0tlcmxpbl08SU5GTz5jb21vZG8uZ2F0LDI2MiwxMjYsMCwxMDEsMDwvSU5GTz48L05BVkk+IGZpcnN0Lg==,,,,,W1llcnZhXQpQcmF6ZXIgZW0gY29uaGVjw6otbG8sIEF2ZW50dXJlaXJvLiBNYXMgcGFyYSBhcHJvdmVpdGFyIGEgRmVzdGEgZGEgUGlwb2NhLCBhbnRlcyBkZSBhY2VpdGFyIG1pbmhhIG1pc3PDo28sIHBvciBmYXZvciwgcGFzc2UgcHJpbWVpcm8gcG9yIDxOQVZJPltLZXJsaW5dPElORk8+Y29tb2RvLmdhdCwyNjIsMTI2LDAsMTAxLDA8L0lORk8+PC9OQVZJPi4=,,W1llcmJhXQpNdWNobyBndXN0bywgYXZlbnR1cmVyby4gUGVybyBzaSBkZXNlYSBkaXNmcnV0YXIgZGVsIEZlc3RpdmFsIGRlIGxhcyBQYWxvbWl0YXMsIGFudGVzIGRlIHJlY2liaXIgbWkgZW5jYXJnbywgcGFzZSBwcmltZXJvIHBvciA8TkFWST5bS2VybGluXTxJTkZPPmNvbW9kby5nYXQsMjYyLDEyNiwwLDEwMSwwPC9JTkZPPjwvTkFWST4u
AdMzDQ,,W1llcnZhXQpIZWxsbywgQWR2ZW50dXJlci4gSW4gSnVuZSwgaGF2ZSB5b3Ugc2VlbiB0aGUgTWFnaWMgSGVyYnMgdGhhdCBzcHJvdXQgYWxsIG92ZXIgdGhlIGZpZWxkcyBhbmQgZHVuZ2VvbnMgb3V0c2lkZSB0b3duPyBCeSBnYXRoZXJpbmcgTWFnaWMgSGVyYnMsIHlvdSBjYW4gb2J0YWluIDxJVEVNPltIZWFsdGh5IEhlcmJdPElORk8+MjUzNDI8L0lORk8+PC9JVEVNPi4=,,,,,W1llcnZhXQpPbMOhLCBWaWFqYW50ZS4gRW0ganVuaG8sIHZvY8OqIHZpdSBhcyBFcnZhcyBNw6FnaWNhcyBxdWUgYnJvdGFtIHBvciB0b2RvcyBvcyBjYW1wb3MgZSBtYXNtb3JyYXMgZm9yYSBkYSBjaWRhZGU/IENvbGV0YW5kbyBFcnZhcyBNw6FnaWNhcywgdm9jw6ogcG9kZSBvYnRlciA8SVRFTT5bRXJ2YSBkZSBJbmNlbnNvXTxJTkZPPjI1MzQyPC9JTkZPPjwvSVRFTT4u,,W1llcmJhXQpIb2xhLCBhdmVudHVyZXJvLiBFbiBqdW5pbywgwr9oYSB2aXN0byBsYXMgSGllcmJhcyBtw6FnaWNhcyBxdWUgYnJvdGFuIHBvciB0b2RvcyBsb3MgY2FtcG9zIHkgbWF6bW9ycmFzIGZ1ZXJhIGRlbCBwdWVibG8/IFJlY29sZWN0YW5kbyBsYXMgaGllcmJhcyBtw6FnaWNhcyBzZSBvYnRpZW5lIDxJVEVNPltIaWVyYmEgU2FsdWRhYmxlXTxJTkZPPjI1MzQyPC9JTkZPPjwvSVRFTT4u
AtMzDQ,,W1llcnZhXQpCdXJuaW5nIHRoaXMgSGVhbHRoeSBIZXJiIGluIHRoZSBib25maXJlIG1hbmFnZWQgYnkgPE5BVkk+W1BhcnRoeV08SU5GTz5jb21vZG8uZ2F0LDI4OCwxODAsMCwxMDEsMDwvSU5GTz48L05BVkk+IHRvIHByYXkgZm9yIGEgeWVhcidzIGhlYWx0aCBhbmQgYnJlYXRoaW5nIGluIHRoZSBib25maXJlIHNtb2tlIGJyaW5ncyB2YXJpb3VzIGdvb2QgdGhpbmdzLg==,,,,,W1llcnZhXQpRdWVpbWFuZG8gZXN0YSBFcnZhIGRlIEluY2Vuc28gbmEgZm9ndWVpcmEgZ2VyZW5jaWFkYSBwb3IgPE5BVkk+W1BhcnRoeV08SU5GTz5jb21vZG8uZ2F0LDI4OCwxODAsMCwxMDEsMDwvSU5GTz48L05BVkk+IHBhcmEgcmV6YXIgcG9yIHVtIGFubyBkZSBzYcO6ZGUgZSByZXNwaXJhbmRvIGEgZnVtYcOnYSBkYSBmb2d1ZWlyYSwgdsOhcmlhcyBjb2lzYXMgYm9hcyBhY29udGVjZW0u,,W1llcmJhXQpTaSBxdWVtYSBlc3RhIEhpZXJiYSBCZW7DqWZpY2EgZW4gbGEgZm9nYXRhIHF1ZSBhZG1pbmlzdHJhIDxOQVZJPltQYXJ0aV08SU5GTz5jb21vZG8uZ2F0LDI4OCwxODAsMCwxMDEsMDwvSU5GTz48L05BVkk+IHkgcGlkZSB1biBkZXNlbyBkZSBzYWx1ZCBwYXJhIGVsIGHDsW8sIGFsIGV4cG9uZXJzZSBhbCBodW1vIGRlIGxhIGZvZ2F0YSBvY3VycmVuIHZhcmlhcyBjb3NhcyBidWVuYXMu
A9MzDQ,,W1llcnZhXQpJIGFtIGhlcmUgYXNraW5nIGZvciBzbWFsbCBlcnJhbmRzIHRvIGhlbHAgUGFydGh5IGJ5IHByb21vdGluZyB0aGUgYm9uZmlyZSBvbiB0aGUgYmVhY2guIFlvdSBnYXRoZXIgMyBNYWdpYyBIZXJicy4=,,,,,W1llcnZhXQpFc3RvdSBhcXVpIHBlZGluZG8gcGVxdWVub3MgcmVjYWRvcyBwYXJhIGFqdWRhciBQYXJ0aHksIHByb21vdmVuZG8gYSBmb2d1ZWlyYSBuYSBwcmFpYS4gVm9jw6ogY29sZXRhIDMgRXJ2YXMgTcOhZ2ljYXMu,,W1llcmJhXQpFc3RveSBhcXXDrSBwaWRpZW5kbyBwZXF1ZcOxb3MgZmF2b3JlcyBwYXJhIGF5dWRhciBhIFBhcnRpIGEgcHJvbW9jaW9uYXIgbGFzIGZvZ2F0YXMgZGUgbGEgcGxheWEuIFNlIHRyYXRhIGRlIHJlY29sZWN0YXIgMyBIaWVyYmFzIG3DoWdpY2FzLg==
BNMzDQ,,W1llcnZhXQpZb3Uga2VlcCB0aGUgSGVhbHRoeSBIZXJiIHlvdSBnZXQgZnJvbSBnYXRoZXJpbmcgTWFnaWMgSGVyYnMsIGFuZCBpZiB5b3UgdGVsbCBtZSB5b3UndmUgZ2F0aGVyZWQgdGhlIGhlcmJzLCBJJ2xsIGdpdmUgeW91IGFuIGV4dHJhIDEwIGxlYXZlcyBvZiA8SVRFTT5bSGVhbHRoeSBIZXJiXTxJTkZPPjI1MzQyPC9JTkZPPjwvSVRFTT4gYXMgYSBib251cy4gV291bGQgeW91IGxpa2UgdG8gdHJ5IGl0Pw==,,,,,W1llcnZhXQpWb2PDqiBmaWNhIGNvbSBhIEVydmEgZGUgSW5jZW5zbyBxdWUgb2J0w6ltIGFvIGNvbGV0YXIgRXJ2YXMgTcOhZ2ljYXMsIGUgc2UgbWUgZGlzc2VyIHF1ZSBjb2xldG91IGFzIGVydmFzLCBsaGUgZGFyZWkgMTAgZm9saGFzIGV4dHJhcyBkZSA8SVRFTT5bRXJ2YSBkZSBJbmNlbnNvXTxJTkZPPjI1MzQyPC9JTkZPPjwvSVRFTT4gY29tbyBiw7RudXMuIEdvc3RhcmlhIGRlIHRlbnRhcj8=,,W1llcmJhXQpVc3RlZCBzZSBxdWVkYSBjb24gbGEgSGllcmJhIEJlbsOpZmljYSBxdWUgY29uc2lnYSBhbCByZWNvbGVjdGFyIGxhcyBoaWVyYmFzIG3DoWdpY2FzLCB5IHNpIHZpZW5lIGEgZGVjaXJtZSBxdWUgbGFzIHJlY29sZWN0w7MsIGNvbW8gZXh0cmEgbGUgZG95IDEwIGhvamFzIGRlIDxJVEVNPltIaWVyYmEgU2FsdWRhYmxlXTxJTkZPPjI1MzQyPC9JTkZPPjwvSVRFTT4uIMK/UXVpZXJlIHByb2Jhcj8=
BdMzDQ,,T2YgY291cnNlIEkgd2lsbC4=,,,,,Q2xhcm8gcXVlIHNpbS4=,,UG9yIHN1cHVlc3RvLg==
BtMzDQ,,Tm90IGludGVyZXN0ZWQu,,,,,TsOjbyB0ZW5obyBpbnRlcmVzc2Uu,,Tm8gbWUgaW50ZXJlc2Eu
B9MzDQ,,W1llcnZhXQpDb21lIHRvIG1lIGxhdGVyIHdoZW4geW91IG5lZWQgSGVhbHRoeSBIZXJiLiBJdCdzIG9ubHkgb25jZSBhIGRheSwgYnV0IEkgY2FuIGdpdmUgeW91IGEgYm9udXMgb24gdG9wIG9mIHdoYXQgeW91IGdhdGhlciBvdXRzaWRlLg==,,,,,W1llcnZhXQpWZW5oYSBhIG1pbSBtYWlzIHRhcmRlIHF1YW5kbyBwcmVjaXNhciBkZSBFcnZhIGRlIEluY2Vuc28uIMOJIGFwZW5hcyB1bWEgdmV6IHBvciBkaWEsIG1hcyBwb3NzbyBsaGUgZGFyIHVtIGLDtG51cyBhbMOpbSBkbyBxdWUgdm9jw6ogY29sZXRhIGzDoSBmb3JhLg==,,W1llcmJhXQpTaSBtw6FzIGFkZWxhbnRlIG5lY2VzaXRhIEhpZXJiYSBTYWx1ZGFibGUsIHZlbmdhIGEgdmVybWUuIEF1bnF1ZSBzb2xvIGVzIHVuYSB2ZXogYWwgZMOtYSwgcHVlZG8gZGFybGUgdW4gYm9ubyBwb3IgbG8gcXVlIHJlY29sZWN0ZSBmdWVyYS4=
CNMzDQ,,W1llcnZhXQpBbnl0aW1lISBBaC4gT2YgY291cnNlLCBJJ20gb25seSBhc2tpbmcgb25jZSBhIGRheS4gSnVzdCBnbyBhbmQgZ2F0aGVyIDMgTWFnaWMgSGVyYnMu,,,,,W1llcnZhXQpRdWFuZG8gcXVpc2VyISBBaC4gQ2xhcm8sIHPDsyBwZcOnbyB1bWEgdmV6IHBvciBkaWEuIEJhc3RhIGlyIGUgY29sZXRhciAzIEVydmFzIE3DoWdpY2FzLg==,,W1llcmJhXQrCoUN1YW5kbyBxdWllcmEhIEFoLCBjbGFybywgc29sbyBwdWVkbyBwZWRpciB1bmEgdmV6IGFsIGTDrWEuIFZheWEgeSByZWNvbGVjdGUgMyBIaWVyYmFzIG3DoWdpY2FzLg==
CdMzDQ,,W1llcnZhXQpQYXJ0aHkgd29ya3MgaGFyZCBpbiBmcm9udCBvZiB0aGUgaG90IGZpcmUgYWxsIGRheSBsb25nLiBIZSB3b3VsZCBiZSBoYXBweSBpZiB5b3UgZ28gYW5kIHVzZSB0aGUgYm9uZmlyZSBhIGxvdC4=,,,,,W1llcnZhXQpQYXJ0aHkgdHJhYmFsaGEgZHVybyBlbSBmcmVudGUgYW8gZm9nbyBxdWVudGUgbyBkaWEgdG9kby4gRWxlIGZpY2FyaWEgZmVsaXogc2Ugdm9jw6ogZm9zc2UgZSB1c2Fzc2UgYmFzdGFudGUgYSBmb2d1ZWlyYS4=,,W1llcmJhXQpQYXJ0aSBzZSBlc2Z1ZXJ6YSB0b2RvIGVsIGTDrWEgZnJlbnRlIGFsIGZ1ZWdvIGFicmFzYWRvci4gRXN0YXLDrWEgZW5jYW50YWRhIHNpIHVzdGVkIHVzYSBtdWNobyBsYSBmb2dhdGEu
CtMzDQ,,W1llcnZhXQpJZiB5b3UgZ2F0aGVyIDMgTWFnaWMgSGVyYnMsIEknbGwgZ2l2ZSB5b3UgMTAgbGVhdmVzIG9mIDxJVEVNPltIZWFsdGh5IEhlcmJdPElORk8+MjUzNDI8L0lORk8+PC9JVEVNPi4=,,,,,W1llcnZhXQpTZSB2b2PDqiBjb2xldGFyIDMgRXJ2YXMgTcOhZ2ljYXMsIGxoZSBkYXJlaSAxMCBmb2xoYXMgZGUgPElURU0+W0VydmEgZGUgSW5jZW5zb108SU5GTz4yNTM0MjwvSU5GTz48L0lURU0+Lg==,,W1llcmJhXQpTaSByZWNvbGVjdGEgMyBoaWVyYmFzIG3DoWdpY2FzLCBsZSBkYXLDqSAxMCBob2phcyBkZSA8SVRFTT5bSGllcmJhIFNhbHVkYWJsZV08SU5GTz4yNTM0MjwvSU5GTz48L0lURU0+Lg==
C9MzDQ,,W1llcnZhXQpZb3UndmUgZ2F0aGVyZWQgMyBoZXJicy4gWW91IHdlcmUgYWJsZSB0byBnZXQgPElURU0+W0hlYWx0aHkgSGVyYl08SU5GTz4yNTM0MjwvSU5GTz48L0lURU0+LCByaWdodD8gSGVyZSwgSSdsbCBnaXZlIHlvdSBhbiBhZGRpdGlvbmFsIDEwIGxlYXZlcy4=,,,,,W1llcnZhXQpWb2PDqiBjb2xldG91IDMgZXJ2YXMuIFZvY8OqIGNvbnNlZ3VpdSA8SVRFTT5bRXJ2YSBkZSBJbmNlbnNvXTxJTkZPPjI1MzQyPC9JTkZPPjwvSVRFTT4sIG7Do28gZm9pPyBBcXVpLCBsaGUgZGFyZWkgbWFpcyAxMCBmb2xoYXMgZXh0cmFzLg==,,W1llcmJhXQpSZWNvbGVjdMOzIGxhcyAzIGhpZXJiYXMuIFB1ZG8gb2J0ZW5lciA8SVRFTT5bSGllcmJhIFNhbHVkYWJsZV08SU5GTz4yNTM0MjwvSU5GTz48L0lURU0+LCDCv3ZlcmRhZD8gQXF1w60gbGUgZG95IDEwIGhvamFzIG3DoXMgZGUgYm9uby4=
