IPIsAg,,UmViYXJldiBEb3Vn,,,,,UmViYXJldiBEb3Vn,,U3IuIERvdWcgUmViYXJldg==
QPIsAg,,W1JlYmFyZXYgRG91Z10KXjAwMDBGRjQgQ2F0IFRyZWFkXjAwMDAwMCwKXjAwMDBGRjUgV29tYW4ncyBNb3VzdGFjaGVeMDAwMDAwLApeMDAwMEZGNCBSb290IG9mIFN0b25lXjAwMDAwMCwKXjAwMDBGRjMgU3B1dHVtIG9mIEJpcmQsXjAwMDAwMCBhbmQKMyBTaW5ld3Mgb2YgQmVhcl4wMDAwMDAs,,,,,W1JlYmFyZXYgRG91Z10KXjAwMDBGRjQgUGVnYWRhcyBkZSBHYXRvXjAwMDAwMCwKXjAwMDBGRjUgQmlnb2RlcyBkZSBNdWxoZXJeMDAwMDAwLApeMDAwMEZGNCBSYcOtemVzIGRlIFBlZHJhXjAwMDAwMCwKXjAwMDBGRjMgQmFiYXMgZGUgUMOhc3Nhcm9eMDAwMDAwIGUKMyBUZW5kw7VlcyBkZSBVcnNvXjAwMDAwMCw=,,W1JlYmFyZXYgRG91Z10KXjAwMDBGRjQgUGlzYWRhIGRlIEdhdG9eMDAwMDAwLApeMDAwMEZGNSBCaWdvdGUgZGUgTXVqZXJeMDAwMDAwLApeMDAwMEZGNCBSYcOteiBkZSBQaWVkcmFeMDAwMDAwLApeMDAwMEZGMyBFc3B1dG8gZGUgcMOhamFybyxeMDAwMDAwIHkKMyBUZW5kb25lcyBkZSBPc29eMDAwMDAwLA==
QfIsAg,,W1JlYmFyZXYgRG91Z10KLi4u,,,,,W1JlYmFyZXYgRG91Z10KLi4u,,W1JlYmFyZXYgRG91Z10KLi4u
QvIsAg,,W1JlYmFyZXYgRG91Z10KV2h5IGFyZSB5b3Ugd2FuZGVyaW5nIGFyb3VuZCB0aGlzIHNhY3JlZCBwbGFjZT8gRG8geW91IG5vdCB1bmRlcnN0YW5kIHRoYXQgd2UgbXVzdCBwcmVwYXJlIGZvciB0aGUgSG9seSBXYXI/,,,,,W1JlYmFyZXYgRG91Z10KUG9yIHF1ZSB2b2PDqiBmaWNhIHBlcmFtYnVsYW5kbyBlbSB2b2x0YSBkZXNzZSBsdWdhciBzYWdyYWRvPyBWb2PDqiBuw6NvIGVudGVuZGUgcXVlIHByZWNpc2Ftb3Mgbm9zIHByZXBhcmFyIHBhcmEgYSBHdWVycmEgU2FudGE/,,W1JlYmFyZXYgRG91Z10Kwr9Qb3IgcXXDqSBkZWFtYnVsYXMgcG9yIGVzdGUgbHVnYXIgc2FncmFkbz8gwr9ObyBlbnRpZW5kZXMgcXVlIGRlYmVtb3MgcHJlcGFyYXJub3MgcGFyYSBsYSBHdWVycmEgU2FudGE/
Q/IsAg,,W1JlYmFyZXYgRG91Z10KTm8gbWF0dGVyIGhvdyBtYW55IHRpbWVzIEkgZXhwbGFpbiwgdGhvc2Ugd2hvIGFyZSBpZ25vcmFudCBuZXZlciBmdWxseSB1bmRlcnN0YW5kIHRoZSBpbXBvcnRhbmNlIG9mIG91ciB0YXNrLiBUaGUgYmFsYW5jZSBvZiBwb3dlciB3aWxsIHNoaWZ0IHdoZW4gd2UgbGVhc3QgZXhwZWN0IGl0IQ==,,,,,W1JlYmFyZXYgRG91Z10KTsOjbyBpbXBvcnRhIG8gcXVhbnRvIGV1IGV4cGxpcXVlLCBvcyBpZ25vcmFudGVzIG51bmNhIGVudGVuZGVtIGEgaW1wb3J0w6JuY2lhIGRhIG5vc3NhIHRhcmVmYS4gTyBiYWxhbsOnbyBkZSBwb2RlciBtdWRhIHF1YW5kbyBhIGdlbnRlIG1lbm9zIGVzcGVyYSE=,,W1JlYmFyZXYgRG91Z10KTm8gaW1wb3J0YSBjdcOhbnRhcyB2ZWNlcyBzZSBsbyBleHBsaXF1ZSwgbG9zIGlnbm9yYW50ZXMgbnVuY2EgbGxlZ2FuIGEgY29tcHJlbmRlciBkZWwgdG9kbyBsYSBpbXBvcnRhbmNpYSBkZSBudWVzdHJhIHRhcmVhLiBFbCBlcXVpbGlicmlvIGRlIHBvZGVyIGNhbWJpYXLDoSBjdWFuZG8gbWVub3MgbG8gZXNwZXJlbW9zLg==
RPIsAg,,W1JlYmFyZXYgRG91Z10KSSB3aXNoIEkgY291bGQgZ28gYmFjayB0byB0aG9zZSBkYXlzIHdoZW4gSSB1c2VkIHRvIHRyYWluIENydXNhZGVycywgcmF0aGVyIHRoYW4gcHJlYWNoIHRvIHRoZSBpZ25vcmFudC4=,,,,,W1JlYmFyZXYgRG91Z10KRXUgcXVlcmlhIHZvbHRhciDDoHF1ZWxlcyB0ZW1wb3MgZW0gcXVlIGV1IHRyZWluYXZhIFRlbXBsw6FyaW9zLCBlbSB2ZXogZGUgZmljYXIgcHJlZ2FuZG8gYW9zIGlnbm9yYW50ZXMu,,W1JlYmFyZXYgRG91Z10KT2phbMOhIHB1ZGllcmEgdm9sdmVyIGEgYXF1ZWxsb3MgZMOtYXMgZW4gbG9zIHF1ZSBlbnRyZW5hYmEgY3J1emFkb3MsIGVuIGx1Z2FyIGRlIHByZWRpY2FyIGEgbG9zIGlnbm9yYW50ZXMu
RfIsAg,,W1JlYmFyZXYgRG91Z10KSSBtaXNzIG15IENydXNhZGVycy4gVGhleSB3ZXJlIGVudGh1c2lhc3RpYyBlbm91Z2ggdG8gbGlzdGVuIHRvIHdoYXQgSSBoYWQgdG8gc2F5LiBUaGV5IGNhcnJpZWQgb3V0IHRoZWlyIG9yZGVycyB3aXRoIGNvbXBsZXRlIGRldm90aW9uLg==,,,,,W1JlYmFyZXYgRG91Z10KU2ludG8gZmFsdGEgZG9zIG1ldXMgVGVtcGzDoXJpb3MsIHF1ZSBlcmFtIGVudHVzaWFzbWFkb3MgcG9yIG91dmlyIG8gcXVlIGV1IGRpemlhLCBlIHNlZ3VpYW0gYXMgb3JkZW5zIGNvbSBsZWFsZGFkZS4=,,W1JlYmFyZXYgRG91Z10KRWNobyBkZSBtZW5vcyBhIG1pcyBDcnV6YWRvcy4gRXJhbiBlbnR1c2lhc3RhcyB5IGVzY3VjaGFiYW4gbG8gcXVlIHRlbsOtYSBxdWUgZGVjaXIuIEN1bXBsw61hbiBzdXMgw7NyZGVuZXMgY29uIHRvdGFsIGRldm9jacOzbi4=
RvIsAg,,W1JlYmFyZXYgRG91Z10KSSB3b25kZXIKd2hlcmUgdGhleSBoYXZlCmFsbCBnb25lIG5vdy4uLg==,,,,,W1JlYmFyZXYgRG91Z10KRXUgbWUgcGVyZ3VudG8Kb25kZSBlbGVzIGZvcmFtCnBhcmFyIGFnb3JhLi4u,,W1JlYmFyZXYgRG91Z10KTWUgcHJlZ3VudG8KZG9uZGUgaGFuCmlkbyB0b2RvcyBhaG9yYS4uLg==
R/IsAg,,W1JlYmFyZXYgRG91Z10KLi4uCi4uLi4uLgouLi4uLi4uLi4=,,,,,W1JlYmFyZXYgRG91Z10KLi4uCi4uLi4uLgouLi4uLi4uLi4=,,W1JlYmFyZXYgRG91Z10KLi4uCi4uLi4uLgouLi4uLi4uLi4=
SPIsAg,,W1JlYmFyZXYgRG91Z10KQWR2ZW50dXJlciwgaWYgeW91IGhhdmUgZW5vdWdoIHRpbWUgdG8gbGlzdGVuIHRvIG1lIG11bWJsaW5nIHRvIG15c2VsZiwgd2h5IGRvbid0IHlvdSBwZXJmb3JtIGEgdGFzayBmb3IgbWU/,,,,,W1JlYmFyZXYgRG91Z10KQXZlbnR1cmVpcm8sIHNlIHZvY8OqIHRlbSB0ZW1wbyBwcmEgbWUgb3V2aXIgZmFsYW5kbyBjb21pZ28gbWVzbW8sIGVudMOjbyBwb3IgcXVlIHZvY8OqIG7Do28gbWUgZmF6IHVtIGZhdm9yPw==,,W1JlYmFyZXYgRG91Z10KQXZlbnR1cmVybywgc2kgdGllbmVzIHRpZW1wbyBzdWZpY2llbnRlIHBhcmEgZXNjdWNoYXJtZSBtdXJtdXJhciBwYXJhIG1pcyBhZGVudHJvcywgwr9wb3IgcXXDqSBubyByZWFsaXphcyB1bmEgdGFyZWEgcGFyYSBtw60/
SfIsAg,,W1JlYmFyZXYgRG91Z10KSXQgbWF5IGJlIGFuIGVucmljaGluZyBleHBlcmllbmNlIGZvciB5b3UuIEl0J3MgcG9zc2libGUgdGhhdCB5b3UnbGwgZXZlbiBoYXZlIGEgZ3JlYXRlciBhcHByZWNpYXRpb24gZm9yIENydXNhZGVycy4=,,,,,W1JlYmFyZXYgRG91Z10KUG9kZSBsaGUgc2VyIHVtYSBleHBlcmnDqm5jaWEgZW5yaXF1ZWNlZG9yYS4gw4kgcG9zc8OtdmVsIHF1ZSB2b2PDqiBkZXNlbnZvbHZhIGFkbWlyYcOnw6NvIGFpbmRhIG1haW9yIHBlbG9zIFRlbXBsw6FyaW9zLg==,,W1JlYmFyZXYgRG91Z10KUHVlZGUgcXVlIHNlYSB1bmEgZXhwZXJpZW5jaWEgZW5yaXF1ZWNlZG9yYSBwYXJhIHRpLiBFcyBwb3NpYmxlIHF1ZSBpbmNsdXNvIHNpZW50YSB1biBtYXlvciBhcHJlY2lvIHBvciBsb3MgQ3J1emFkb3Mu
SvIsAg,,V2hhdCBpcyBpdD8=,,,,,TyBxdWUgw6k/,,wr9EZSBxdcOpIHNlIHRyYXRhPw==
S/IsAg,,SSdtIHNpY2sgYW5kIHRpcmVkIG9mIGRvaW4nIGZhdm9ycy4=,,,,,TWUgY2Fuc2EgZmF6ZXIgZmF2b3Jlcy4=,,RXN0b3kgaGFydG8gZGUgaGFjZXIgZmF2b3Jlcy4=
TPIsAg,,W1JlYmFyZXYgRG91Z10KSSB3YW50IHlvdSB0byBmaW5kIHRoZSBtZW1iZXJzIG9mIHRoZSAzcmQgc3F1YWQgaW4gdGhlIDFzdCBwbGF0b29uIG9mIHRoZSAzcmQgY29tcGFueS4gSWYgeW91IGhhcHBlbiB0byBlbmNvdW50ZXIgdGhlbSBvbiB5b3VyIHRyYXZlbHMsIHBsZWFzZSBhc2sgdGhlbSBob3cgdGhleSBhcmUgZG9pbmcu,,,,,W1JlYmFyZXYgRG91Z10KRXUgcXVlcm8gcXVlIHZvY8OqIGVuY29udHJlIG9zIG1lbWJyb3MgZGEgM2EgZXNxdWFkcmEgbm8gMW8gcGVsb3TDo28gZGEgM2EgY29tcGFuaGlhLiBTZSB2b2PDqiBzZSBlbmNvbnRyYXIgY29tIGFsZ3VtIGRlbGVzIGVtIHN1YXMgdmlhZ2VucywgcG9yIGZhdm9yIHBlcmd1bnRlIGNvbW8gZWxlcyB2w6NvIGluZG8u,,W1JlYmFyZXYgRG91Z10KUXVpZXJvIHF1ZSBlbmN1ZW50cmVzIGEgbG9zIG1pZW1icm9zIGRlIGxhIDPCqiBlc2N1YWRyYSBkZWwgMWVyIHBlbG90w7NuIGRlIGxhIDPCqiBjb21wYcOxw61hLiBTaSBsb3MgZW5jdWVudHJhcyBlbiB0dXMgdmlhamVzLCBwcmVnw7pudGFsZXMgY8OzbW8gZXN0w6FuLg==
TfIsAg,,W1JlYmFyZXYgRG91Z10KSXQgc2hvdWxkbid0IGJlIHRoYXQgaGFyZCB0byBkbywgYW5kIHdvbid0IGJlIGEgd2FzdGUgb2YgeW91ciB0aW1lIGlmIHlvdSBhcmUgYWxyZWFkeSBwbGFubmluZyB0byBleHBsb3JlIHRoZSB3b3JsZC4=,,,,,W1JlYmFyZXYgRG91Z10KTsOjbyBkZXZlIHNlciBtdWl0byBkaWbDrWNpbCBkZSBmYXplciBlIHRhbWLDqW0gbsOjbyBnYXN0YXLDoSBtdWl0byBkbyBzZXUgdGVtcG8gc2Ugdm9jw6ogasOhIHBsYW5lamEgZXhwbG9yYXIgbyBtdW5kby4=,,W1JlYmFyZXYgRG91Z10KTm8gZGViZXLDrWEgc2VyIHRhbiBkaWbDrWNpbCBkZSBoYWNlciwgeSBubyBzZXLDoSB1bmEgcMOpcmRpZGEgZGUgdGllbXBvIHNpIHlhIGVzdMOhcyBwbGFuZWFuZG8gZXhwbG9yYXIgZWwgbXVuZG8u
TvIsAg,,U3VyZSwgd2h5IG5vdC4=,,,,,Q2xhcm8sIHBvciBxdWUgbsOjbz8=,,Q2xhcm8sIHBvciBxdcOpIG5vLg==
T/IsAg,,SSdtIHNvcnJ5LCBidXQgbm8u,,,,,U2ludG8gbXVpdG8sIG1hcyBuw6NvLg==,,TG8gc2llbnRvLCBwZXJvIG5vLg==
UPIsAg,,W1JlYmFyZXYgRG91Z10KRXhjZWxsZW50IQpBbGwgSSB3YW50IHlvdSB0byBkbyBpcyBmaW5kIG15IG9sZCBjb21yYWRlcyBhbmQgaW5mb3JtIG1lIG9mIGhvdyB0aGV5IGFyZSBkb2luZy4=,,,,,W1JlYmFyZXYgRG91Z10KRXhjZWxlbnRlIQpTw7MgcXVlcm8gcXVlIHZvY8OqIGFjaGUgbWV1cyBhbnRpZ29zIGNvbXBhbmhlaXJvcyBlIG1lIGluZm9ybWUgY29tbyBlbGVzIGVzdMOjby4=,,W1JlYmFyZXYgRG91Z10KwqFFeGNlbGVudGUhClPDs2xvIHF1aWVybyBxdWUgZW5jdWVudHJlcyBhIG1pcyBhbnRpZ3VvcyBjYW1hcmFkYXMgeSBtZSBpbmZvcm1lcyBkZSBjw7NtbyBlc3TDoW4u
UfIsAg,,W1JlYmFyZXYgRG91Z10KSG93ZXZlci4uLgpUaGVyZSBpcyBvbmUgcHJvYmxlbS4KSSBkb24ndCBrbm93IHdoZXJlIHRoZXkgYXJlLg==,,,,,W1JlYmFyZXYgRG91Z10KTWFzLi4uClRlbSB1bSDDum5pY28gcHJvYmxlbWEuCkV1IG7Do28gc2VpIG9uZGUgZWxlcyBlc3TDo28u,,W1JlYmFyZXYgRG91Z10KU2luIGVtYmFyZ28uLi4KSGF5IHVuIHByb2JsZW1hLgpObyBzw6kgZMOzbmRlIGVzdMOhbi4=
UvIsAg,,W1JlYmFyZXYgRG91Z10KWW91IGNvdWxkIHRyeSB0byBmaW5kIGEgcmVjb3JkIG9mIGNpdGl6ZW4gcmVzaWRlbmN5IGNoYW5nZXMgaW4gdGhlIFJ1bmUgTWlkZ2FkIEtpbmdkb20gaW4gdGhlIFByb250ZXJhIExpYnJhcnkuLi4=,,,,,W1JlYmFyZXYgRG91Z10KVm9jw6ogcG9kZXJpYSB0ZW50YXIgYWNoYXIgdW0gcmVnaXN0cm8gZGUgbXVkYW7Dp2FzIGRlIHJlc2lkw6puY2lhIGRvcyBjaWRhZMO1ZXMgZGUgUnVuZS1NaWRnYXJkIG5hIEJpYmxpb3RlY2EgZGUgUHJvbnRlcmEuLi4=,,W1JlYmFyZXYgRG91Z10KUG9kcsOtYXMgaW50ZW50YXIgZW5jb250cmFyIHVuIHJlZ2lzdHJvIGRlIGNhbWJpb3MgZGUgcmVzaWRlbmNpYSBkZSBjaXVkYWRhbm9zIGVuIGVsIFJlaW5vIFJ1bmUgTWlkZ2FkIGVuIGxhIEJpYmxpb3RlY2EgUHJvbnRlcmEuLi4=
U/IsAg,,W1JlYmFyZXYgRG91Z10KSG93ZXZlciwgdGhlIHJlY29yZHMgb2YgQ3J1c2FkZXIgcGVyc29ubmVsIGFyZSBjb25zaWRlcmVkIGNvbmZpZGVudGlhbCwgc28gSSdtIG5vdCBzdXJlIGlmIHRoZSBsaWJyYXJ5IHdvdWxkIGJlIG9mIGFueSBoZWxwLg==,,,,,W1JlYmFyZXYgRG91Z10KRW50cmV0YW50bywgb3MgcmVnaXN0cm9zIGRvIENvcnBvIGRlIFRlbXBsw6FyaW9zIHPDo28gY29uc2lkZXJhZG9zIGNvbmZpZGVuY2lhaXMsIGVudMOjbyBldSBuw6NvIHNlaSBzZSB2b2PDqiBwb2RlcsOhIHbDqi1sb3Mu,,W1JlYmFyZXYgRG91Z10KU2luIGVtYmFyZ28sIGxvcyByZWdpc3Ryb3MgZGVsIHBlcnNvbmFsIGRlIGxhcyBDcnV6YWRhcyBzZSBjb25zaWRlcmFuIGNvbmZpZGVuY2lhbGVzLCBwb3IgbG8gcXVlIG5vIGVzdG95IHNlZ3VybyBkZSBxdWUgbGEgYmlibGlvdGVjYSBwdWVkYSBzZXIgZGUgYXl1ZGEu
VPIsAg,,W1JlYmFyZXYgRG91Z10KVGhhbmtzIGFueXdheS4KLi4uLi4uLi4u,,,,,W1JlYmFyZXYgRG91Z10KQW50ZXMgZGUgdHVkbywgbXVpdG8gb2JyaWdhZG8uCi4uLi4uLi4uLg==,,W1JlYmFyZXYgRG91Z10KR3JhY2lhcyBkZSB0b2RvcyBtb2Rvcy4KLi4uLi4uLi4u
VfIsAg,,W1JlYmFyZXYgRG91Z10KWW91IG11c3QgdW5kZXJzdGFuZCwgbXkgcG9zaXRpb24gcmVxdWlyZXMgbWUgdG8gcmVtYWluIGluIHRoaXMgYXJlYSAyNCBob3VycywgNyBkYXlzIGEgd2Vlay4gSSBjYW5ub3QgbGVhdmUgd2l0aG91dCB0aGUgY29uc2VudCBvZiB0aGUgdXBwZXIgaGllcmFyY2h5Lg==,,,,,W1JlYmFyZXYgRG91Z10KVm9jw6ogZGV2ZSBlbnRlbmRlciwgbWluaGEgcG9zacOnw6NvIHJlcXVlciBxdWUgZXUgZmlxdWUgbmVzc2Egw6FyZWEgMjQgaG9yYXMsIDcgZGlhcyBwb3Igc2VtYW5hLiBFdSBuw6NvIHBvc3NvIHNhaXIgc2VtIG8gY29uc2VudGltZW50byBkb3MgbWV1cyBzdXBlcmlvcmVzLg==,,W1JlYmFyZXYgRG91Z10KRGViZXMgZW50ZW5kZXIgcXVlIG1pIHBvc2ljacOzbiBtZSBvYmxpZ2EgYSBwZXJtYW5lY2VyIGVuIGVzdGEgem9uYSAyNCBob3JhcywgNyBkw61hcyBhIGxhIHNlbWFuYS4gTm8gcHVlZG8gaXJtZSBzaW4gZWwgY29uc2VudGltaWVudG8gZGUgbGEgamVyYXJxdcOtYSBzdXBlcmlvci4=
VvIsAg,,W1JlYmFyZXYgRG91Z10KSG93ZXZlciwgSSBrbm93IHlvdSBoYXZlIHRoZSBmcmVlZG9tIGFuZCB0aW1lIHRvIGdvIHdoZXJldmVyIHlvdSBwbGVhc2UuIEknZCBhcHByZWNpYXRlIGl0IGlmIHlvdSB3b3VsZCBkbyB0aGlzIGZvciBtZS4=,,,,,W1JlYmFyZXYgRG91Z10KUG9yw6ltLCB2b2PDqiB0ZW0gbGliZXJkYWRlIGUgdGVtcG8gcGFyYSBpciBhb25kZSBxdWlzZXIuIEV1IGdvc3RhcmlhIG11aXRvIHF1ZSB2b2PDqiBmaXplc3NlIGlzc28gcG9yIG1pbS4=,,W1JlYmFyZXYgRG91Z10KU2luIGVtYmFyZ28sIHPDqSBxdWUgdGllbmVzIGxhIGxpYmVydGFkIHkgZWwgdGllbXBvIHBhcmEgaXIgZG9uZGUgdGUgcGxhemNhLiBUZSBhZ3JhZGVjZXLDrWEgcXVlIGxvIGhpY2llcmFzIHBvciBtw60u
V/IsAg,,W1JlYmFyZXYgRG91Z10KTXkgb2xkIGNvbXJhZGVzLWluLWFybXMuIFlvdSBoYXZlIG5vIGlkZWEgaG93IG11Y2ggSSBtaXNzIHRoZW0uLi4=,,,,,W1JlYmFyZXYgRG91Z10KTWV1cyBhbnRpZ29zIGNvbXBhbmhlaXJvcyBkZSBhcm1hcy4gVm9jw6ogbsOjbyBmYXogaWTDqWlhIGRvIHF1YW50byBldSBzaW50byBmYWx0YSBkZWxlcy4uLg==,,W1JlYmFyZXYgRG91Z10KTWlzIHZpZWpvcyBjYW1hcmFkYXMgZGUgYXJtYXMuIE5vIHRpZW5lbiBpZGVhIGRlIGN1w6FudG8gbG9zIGV4dHJhw7FvLi4u
WPIsAg,,W1JlYmFyZXYgRG91Z10KXjMzMzMzM1NpZ2guLi5eMDAwMDAwClBsZWFzZSB1bmRlcnN0YW5kIHRoYXQgSSB3b3VsZCBub3QgYmUgYXNraW5nIHRoaXMgb2YgeW91IGlmIGl0IHdlcmVuJ3QgZm9yIHRoZSByZXN0cmFpbnRzIG9mIG15IHBvc2l0aW9uLg==,,,,,W1JlYmFyZXYgRG91Z10KXjMzMzMzMypwZmZmLi4uKl4wMDAwMDAKUG9yIGZhdm9yLCBlbnRlbmRhIHF1ZSBldSBuw6NvIGxoZSBwZWRpcmlhIGlzc28gc2UgbsOjbyBmb3NzZW0gYXMgY29udGVuw6fDtWVzIGRhIG1pbmhhIHBvc2nDp8Ojby4=,,W1JlYmFyZXYgRG91Z10KXjMzMzMzM1N1c3Bpcm8uLi5eMDAwMDAwClBvciBmYXZvciwgY29tcHJlbmRhIHF1ZSBubyBsZSBlc3RhcsOtYSBwaWRpZW5kbyBlc3RvIHNpIG5vIGZ1ZXJhIHBvciBsYXMgcmVzdHJpY2Npb25lcyBkZSBtaSBwb3NpY2nDs24u
WfIsAg,,W1JlYmFyZXYgRG91Z10KSSBoYXZlIGFuIG9ibGlnYXRpb24gdG8ga2VlcCBteSBwb3N0IGFuZCBpbmZvcm0gYWR2ZW50dXJlcnMgYWJvdXQgdGhlIENydXNhZGVyIGNsYXNzLiBCZWNhdXNlIG9mIHRoaXMgYXdlc29tZSByZXNwb25zaWJpbGl0eSBJIG11c3QgcmVtYWluIGhlcmUsIGV2ZXIgdmlnaWxhbnQu,,,,,W1JlYmFyZXYgRG91Z10KRXUgdGVuaG8gdW1hIG9icmlnYcOnw6NvIGNvbSBlc3RlIFJlaW5vIGRlIG1hbnRlciBtZXUgcG9zdG8gZSBpbmZvcm1hciBhdmVudHVyZWlyb3Mgc29icmUgYSBjbGFzc2UgVGVtcGzDoXJpby4gUG9yIGNhdXNhIGRlc3NhIG1hcmF2aWxob3NhIHJlc3BvbnNhYmlsaWRhZGUsIGV1IGRldm8gcGVybWFuZWNlciBhcXVpLg==,,W1JlYmFyZXYgRG91Z10KVGVuZ28gbGEgb2JsaWdhY2nDs24gZGUgbWFudGVuZXIgbWkgcHVlc3RvIGUgaW5mb3JtYXIgYSBsb3MgYXZlbnR1cmVyb3Mgc29icmUgbGEgY2xhc2UgQ3J1emFkby4gRGViaWRvIGEgZXN0YSBncmFuIHJlc3BvbnNhYmlsaWRhZCBkZWJvIHBlcm1hbmVjZXIgYXF1w60sIHNpZW1wcmUgdmlnaWxhbnRlLg==
WvIsAg,,W1JlYmFyZXYgRG91Z10KSWYgeW91IGNhbid0IHVuZGVyc3RhbmQsIHRoZW4geW91IG11c3QgYmUgdGFraW5nIHlvdXIgZnJlZWRvbSBmb3IgZ3JhbnRlZC4uLg==,,,,,W1JlYmFyZXYgRG91Z10KU2Ugdm9jw6ogbsOjbyBwb2RlIGVudGVuZGVyLCBlbnTDo28gdm9jw6ogZGV2ZSBlc3RhciBkYW5kbyBhIHN1YSBsaWJlcmRhZGUgY29tbyBjZXJ0YS4uLg==,,W1JlYmFyZXYgRG91Z10KU2kgbm8gcHVlZGVzIGVudGVuZGVybG8sIGVudG9uY2VzIGRlYmVzIGVzdGFyIGRhbmRvIHBvciBzZW50YWRhIHR1IGxpYmVydGFkLi4u
W/IsAg,,W1JlYmFyZXYgRG91Z10KQXMgZmFyIGFzIEkgcmVtZW1iZXIsIHRoaXMgaXMgdGhlIGZpcnN0IHRpbWUgSSBoYXZlIGFza2VkIHlvdSB0byBkbyBtZSBhIGZhdm9yLg==,,,,,W1JlYmFyZXYgRG91Z10KQXTDqSBvbmRlIGV1IG1lIGxlbWJybywgZXNzYSDDqSBhIHByaW1laXJhIHZleiBxdWUgdGUgcGXDp28gdW0gZmF2b3Iu,,W1JlYmFyZXYgRG91Z10KUXVlIHlvIHJlY3VlcmRlLCBlcyBsYSBwcmltZXJhIHZleiBxdWUgdGUgcGlkbyBxdWUgbWUgaGFnYXMgdW4gZmF2b3Iu
XPIsAg,,W1JlYmFyZXYgRG91Z10KVW5saWtlIHlvdSwgSSBrbm93IHRoZSBtZWFuaW5nIG9mIHJlc3BvbnNpYmlsaXR5LiBJIHJlbWFpbiBoZXJlLCBoZWxwaW5nIGlucXVpc2l0aXZlIGFkdmVudHVyZXJzIGZvciB0aGUgc2FrZSBvZiBLaW5nIGFuZCBjb3VudHJ5Lg==,,,,,W1JlYmFyZXYgRG91Z10KRGlmZXJlbnRlIGRlIHZvY8OqLCBldSBzZWkgbyBzaWduaWZpY2FkbyBkZSByZXNwb25zYWJpbGlkYWRlLiBFdSBwZXJtYW5lw6dvIGFxdWksIGFqdWRhbmRvIGF2ZW50dXJlaXJvcyBjdXJpb3NvcyBlbSBwcm9sIGRvIFJlaSBlIGRvIHBhw61zLg==,,W1JlYmFyZXYgRG91Z10KQSBkaWZlcmVuY2lhIGRlIHRpLCBjb25vemNvIGVsIHNpZ25pZmljYWRvIGRlIGxhIHJlc3BvbnNhYmlsaWRhZC4gTWUgcXVlZG8gYXF1w60sIGF5dWRhbmRvIGEgbG9zIGF2ZW50dXJlcm9zIGN1cmlvc29zIHBvciBlbCBiaWVuIGRlbCBSZXkgeSBkZWwgcGHDrXMu
XfIsAg,,W1JlYmFyZXYgRG91Z10KU3RpbGwuLi4KS25vdyB0aGlzLgpBbHRob3VnaCB0aGUgcmV3YXJkcyBtYXkgbm90IGJlIGltbWVkaWF0ZSwgeW91IHdpbGwgYWx3YXlzIGJlIHJld2FyZGVkIHdoZW4geW91IGhlbHAgb3RoZXJzLg==,,,,,W1JlYmFyZXYgRG91Z10KQWluZGEgYXNzaW0uLi4KU2FpYmEgZGlzc28uCkVtYm9yYSBvcyByZXN1bHRhZG9zIG5lbSBzZW1wcmUgc2VqYW0gaW1lZGlhdG9zLCB2b2PDqiBzZW1wcmUgc2Vyw6EgcmVjb21wZW5zYWRvIHBvciBhanVkYXIgb3Mgb3V0cm9zLg==,,W1JlYmFyZXYgRG91Z10KQcO6biBhc8OtLi4uClNlcGFuIGVzdG8uCkF1bnF1ZSBsYSByZWNvbXBlbnNhIG5vIHNlYSBpbm1lZGlhdGEsIHNpZW1wcmUgc2Vyw6FzIHJlY29tcGVuc2FkbyBjdWFuZG8gYXl1ZGVzIGEgbG9zIGRlbcOhcy4=
XvIsAg,,W1JlYmFyZXYgRG91Z10KUGxlYXNlIHJlY29uc2lkZXIgd2hlbiB5b3UgZ2V0IHRoZSBjaGFuY2Uu,,,,,W1JlYmFyZXYgRG91Z10KUG9yIGZhdm9yIHJlY29uc2lkZXJlIHF1YW5kbyB0aXZlciB1bWEgY2hhbmNlLg==,,W1JlYmFyZXYgRG91Z10KUG9yIGZhdm9yLCByZWNvbnNpZMOpcmFsbyBjdWFuZG8gdGVuZ2FzIGxhIG9wb3J0dW5pZGFkLg==
X/IsAg,,W1JlYmFyZXYgRG91Z10KSSB3b25kZXIgaG93IG15IGJyb3RoZXJzIGluIGFybXMgYXJlIGRvaW5nIG5vdy4uLgpJIGNhbid0IGV2ZW4gcmVtZW1iZXIgdGhlIGxhc3QgdGltZSBJIHNhdyB0aGVtLi4u,,,,,W1JlYmFyZXYgRG91Z10KRXUgbWUgcGVyZ3VudG8gY29tbyBvcyBtZXVzIGNvbXBhbmhlaXJvcyBlc3TDo28gYWdvcmEuLi4KRXUgbsOjbyBjb25zaWdvIG5lbSBsZW1icmFyIHF1YW5kbyBmb2kgYSDDumx0aW1hIHZleiBxdWUgb3MgdmkuLi4=,,W1JlYmFyZXYgRG91Z10KTWUgcHJlZ3VudG8gY8OzbW8gZXN0YXLDoW4gYWhvcmEgbWlzIGhlcm1hbm9zIGRlIGFybWFzLi4uCk5pIHNpcXVpZXJhIHJlY3VlcmRvIGxhIMO6bHRpbWEgdmV6IHF1ZSBsb3MgdmkuLi4=
