wLUVAQ,,TmVtbWE=,,,,,TmVtbWE=,,TmVtbWE=
QbYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpTbyBhbGwgdGhlIGNhcmRzIHdlcmUgZGlzY2FyZGVkLCBidXQKdGhlIGRldmljZXMsIGFscmVhZHkgcGVyZmVjdCBhZXN0aGV0aWNhbGx5LApyZXF1aXJlZCB0b28gbXVjaCBlZmZvcnQgdG8gcmVtb3ZlLApzbyBpdCB3YXMgYmV0dGVyIHRvIGp1c3QgbGVhdmUgdGhlbSwgYWNjb3JkaW5nIHRvIHRoZSBvcGluaW9uClRoZXkgcmVtYWluIGFzIHRoZXkgd2VyZS4=,,,,,W1NhY2VyZG90ZSBQYW5vXQpQb3IgaXNzbywgdG9kb3Mgb3MgY2FydMO1ZXMgZm9yYW0gZGVzY2FydGFkb3MsCm1hcywgY29tbyByZW1vdmVyIHVtIG1lY2FuaXNtbwpxdWUgasOhIGVyYSBwZXJmZWl0byBhdMOpIGVzdGV0aWNhbWVudGUKZGFyaWEgdHJhYmFsaG8gZGVtYWlzLApwcmV2YWxlY2V1IGEgb3BpbmnDo28gZGUgcXVlIHNlcmlhIG1lbGhvcgpkZWl4w6EtbG8gY29tbyBlc3RhdmEsCmUgcG9yIGlzc28gZWxlIGNvbnRpbnVhIGFsaSBhdMOpIGhvamUu,,W1NhY2VyZG90ZSBQYW5vXQpQb3IgZXNvIHRvZGFzIGxhcyB0YXJqZXRhcyBmdWVyb24gZGVzZWNoYWRhcywKcGVybyBzZSBjb25zaWRlcsOzIHF1ZSByZXRpcmFyIGFxdWVsIG1lY2FuaXNtbywKcXVlIGFkZW3DoXMgZXJhIHBlcmZlY3RvIHRhbWJpw6luIGRlc2RlIGVsIHB1bnRvIGRlIHZpc3RhIGVzdMOpdGljbywKcmVxdWVyaXLDrWEgZGVtYXNpYWRvIHRyYWJham8sCnkgc2UgZGVjaWRpw7MgcXVlIGVyYSBtZWpvciBkZWphcmxvIHRhbCBjdWFsLgpQb3IgZXNvIHNpZ3VlIGFow60u
QrYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpSZWNlbnRseSwgdGhlcmUgaGF2ZSBiZWVuIHJ1bW9ycyBvZiB0aGUgZG9vciBsb2NraW5nIHN5c3RlbQpvY2Nhc2lvbmFsbHkgbWFsZnVuY3Rpb25pbmcuCkkgZG91YnRlZCBpdCBjb3VsZCBiZSB0cnVlLgpFdmVuIHRoZSBjdXJyZW50IGFsY2hlbWlzdHMsIHdobyBwcmFpc2UgaXQKb24gcGFwZXIsIGhhdmUgaGVhcmQgcHJhaXNlcyBvZiBpdHMgcGVyZmVjdGlvbi4KVGhhdCdzIHdoYXQgdGhleSdyZSB0YWxraW5nIGFib3V0LCB0aGUgbG9ja2luZyBzeXN0ZW0u,,,,,W1NhY2VyZG90ZSBQYW5vXQpIw6EgYWxndW0gdGVtcG8gY29tZWNlaSBhIG91dmlyIHJ1bW9yZXMKZGUgcXVlIG8gc2lzdGVtYSBkZSB0cmFuY2FtZW50byBkYSBwb3J0YQrDoHMgdmV6ZXMgYXByZXNlbnRhdmEgZmFsaGFzLAplIHBlbnNlaTogbsOjbyBwb2RlIHNlci4KQXF1ZWxlIHNpc3RlbWEgZGUgdHJhbmNhbWVudG8sCnF1ZSBhdMOpIG1lc21vIGFscXVpbWlzdGFzIG1vZGVybm9zCmVsb2dpYW0gY29tbyBwZXJmZWl0byBlbSBzZXUgcHJvamV0by4=,,W1NhY2VyZG90ZSBQYW5vXQpEZXNkZSBoYWNlIGFsZ8O6biB0aWVtcG8gY29ycsOtYW4gcnVtb3JlcwpkZSBxdWUgZWwgc2lzdGVtYSBkZSBjaWVycmUgZGUgcHVlcnRhcwpmYWxsYWJhIGRlIHZleiBlbiBjdWFuZG8sCnkgcGVuc8OpIHF1ZSBlcmEgaW1wb3NpYmxlLgpQcmVjaXNhbWVudGUgZXNlIHNpc3RlbWEgZGUgY2llcnJlCnF1ZSBpbmNsdXNvIGxvcyBhbHF1aW1pc3RhcyBhY3R1YWxlcwplbG9naWFuIGVuIGxvcyBwbGFub3MKcG9yIHN1IHBlcmZlY2Npw7NuLg==
Q7YVAQ,,W1ByaWVzdGVzcyBGYW5vXQpXaGVuIGl0IG1hbGZ1bmN0aW9ucyBhbmQgc3RvcHMgd29ya2luZywKZXZlbiB0aG91Z2ggaXQncyBzdG9wcGVkLApyZXBlYXRpbmcgdHVybmluZyBvbiBhbmQgb2ZmLApjbGVhcmx5IHNvbWVvbmUgd2l0aCBhIG5vbi1kaXNjYXJkZWQgY2FyZAppcyBwbGF5aW5nIGEgcHJhbmssCkkgdGhvdWdodC4=,,,,,W1NhY2VyZG90ZSBQYW5vXQpRdWFuZG8gcXVlYnJhLCBvIGZ1bmNpb25hbWVudG8KZGV2ZXJpYSBzaW1wbGVzbWVudGUgcGFyYXIsCmVudMOjbyBvIGZhdG8gZGUgZmljYXIgZGVzbGlnYW5kbyBlIGxpZ2FuZG8Kc8OzIHBvZGlhIHNpZ25pZmljYXIKcXVlIGFsZ3XDqW0sIGNvbSB1bSBjYXJ0w6NvIG7Do28gZGVzY2FydGFkbywKZXN0YXZhIGZhemVuZG8gYWxndW1hIGJyaW5jYWRlaXJhLg==,,W1NhY2VyZG90ZSBQYW5vXQpTaSBsbGVnYWJhIGEgYXZlcmlhcnNlLApkZWLDrWEgZGVqYXIgZGUgZnVuY2lvbmFyIGRlbCB0b2RvLAp5IGVsIGhlY2hvIGRlIHF1ZSBzZSBhcGFnYXJhIHkgZW5jZW5kaWVyYSByZXBldGlkYW1lbnRlCm1lIGhpem8gcGVuc2FyIGNvbiBjbGFyaWRhZApxdWUgYWxndWllbiBlc3RhYmEganVnYW5kbyBjb24gdW5hIHRhcmpldGEKcXVlIG5vIGhhYsOtYSBzaWRvIGRlc2VjaGFkYS4=
RLYVAQ,,W1ByaWVzdGVzcyBGYW5vXQouLi5QZXJoYXBzIGl0IHdhcyBwcmlkZSBpbiB0aGVpciBhbmNlc3RvcnMsCm9yIG1heWJlIGl0IHdhcyBqdXN0IHByaWRlLApidXQgSSdtIG5vdCBzdXJlLi4u,,,,,W1NhY2VyZG90ZSBQYW5vXQouLi5UYWx2ZXogZm9zc2UgYXBlbmFzCnBvcnF1ZSBldSB0aW5oYSBtdWl0byBvcmd1bGhvCmRvcyBtZXVzIGFuY2VzdHJhaXMuLi4=,,W1NhY2VyZG90ZSBQYW5vXQouLi5UYWwgdmV6IG5vIGZ1ZXJhIG3DoXMgcXVlCmVsIGZ1ZXJ0ZSBvcmd1bGxvIHF1ZSBzZW50w61hCnBvciBtaXMgYW50ZXBhc2Fkb3MuLi4=
RbYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpXaGV0aGVyIGl0J3MgcmVhbGx5IGJyb2tlbiBvciBub3QsCmFuIG9wcG9ydHVuaXR5IHRvIGNvbmZpcm0gaGFzIGFycml2ZWQuCkFzIEkgd2FzIGZpbmlzaGluZyBteSB3b3JrIGFuZCBhYm91dCB0byBsZWF2ZSwKd2hpbGUgYXR0ZW5kaW5nIGEgc2VydmljZSBpbiB0aGUgc2FuY3R1YXJ5LApJIGRyb3BwZWQgc29tZSBkb2N1bWVudHMgYW5kCndoaWxlIHBpY2tpbmcgdGhlbSB1cC4uLg==,,,,,W1NhY2VyZG90ZSBQYW5vXQpFbnTDo28gc3VyZ2l1IGEgb3BvcnR1bmlkYWRlCmRlIHZlcmlmaWNhciBzZSBhcXVpbG8gZXJhIG1lc21vCnVtYSBmYWxoYSBvdSBuw6NvLgpFdSBlc3RhdmEgc2FpbmRvIGRlcG9pcyBkZSB0ZXJtaW5hciBtZXUgdHJhYmFsaG8sCm1hcywgZHVyYW50ZSBhIG9yYcOnw6NvIG5hIGNhcGVsYSwKZGVpeGVpIGNhaXIgYWxndW5zIGRvY3VtZW50b3MKZSwgZW5xdWFudG8gb3MgcmVjb2xoaWEs,,W1NhY2VyZG90ZSBQYW5vXQpQZXJvIGVudG9uY2VzIGxsZWfDswpsYSBvcG9ydHVuaWRhZCBkZSBjb25maXJtYXIKc2kgYXF1ZWxsbyBlcmEgcmVhbG1lbnRlIHVuYSBhdmVyw61hIG8gbm8uCkN1YW5kbyB0ZXJtaW7DqSBtaSB0cmFiYWpvIHkgbWUgZGlzcG9uw61hIGEgc2FsaXIsCmVzdGFiYSBlbiBsYSBjYXBpbGxhIHJlemFuZG8sCnkganVzdG8gZW4gZWwgbW9tZW50byBlbiBxdWUKc2UgbWUgY2F5w7MgdW4gZG9jdW1lbnRvCnkgbWUgYWdhY2jDqSBhIHJlY29nZXJsbyw=
RrYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpBbGwgdGhlIGxpZ2h0cyBpbnNpZGUgdGhlIHRlbXBsZQpoYXZlIGdvbmUgb3V0LgpJdCB3YXMgZGltIGVub3VnaCB0byBtYWtlIG91dCBzaGFwZXMsCnNvIEkgbGVmdCB0aGUgc2FuY3R1YXJ5IGFuZCBoZWFkZWQgdG93YXJkcyB0aGUgZG9vciwKYnV0IEkgaGVhcmQgYSBub2lzZSBmcm9tIHRoZSBzdGFpcnMuCi4uLnNvbWVvbmUgd2FzLA==,,,,,W1NhY2VyZG90ZSBQYW5vXQp0b2RhcyBhcyBsdXplcyBkbyB0ZW1wbG8Kc2UgYXBhZ2FyYW0uCkFpbmRhIGhhdmlhIGNsYXJpZGFkZSBzdWZpY2llbnRlCnBhcmEgZGlzdGluZ3VpciBvcyBjb250b3Jub3MgZG9zIG9iamV0b3MsCmVudMOjbyBzYcOtIGRhIGNhcGVsYQplIG1lIGRpcmlnaSDDoCBwb3J0YSwKbWFzIG91dmkgdW0gc29tIHZpbmRvIGRhIGVzY2FkYXJpYS4KLi4uQWxndcOpbSw=,,W1NhY2VyZG90ZSBQYW5vXQp0b2RhcyBsYXMgbHVjZXMgZGVsIGludGVyaW9yIGRlbCB0ZW1wbG8Kc2UgYXBhZ2Fyb24uClRvZGF2w61hIHNlIGRpc3Rpbmd1w61hIGVsIGNvbnRvcm5vCmRlIGxhcyBjb3NhcywKYXPDrSBxdWUgc2Fsw60gZGUgbGEgY2FwaWxsYSB5IG1lIGRpcmlnw60gYSBsYSBwdWVydGEsCmN1YW5kbyBvw60gdW4gcnVpZG8gZW4gZGlyZWNjacOzbiBhIGxhcyBlc2NhbGVyYXMuCi4uLkFsZ3VpZW4=
R7YVAQ,,W1ByaWVzdGVzcyBGYW5vXQpTb21lb25lIHdhcyBtb3Zpbmcgc29tZXRoaW5nLgpUb3dhcmQgdGhlIHNhbmN0dWFyeS4=,,,,,W1NhY2VyZG90ZSBQYW5vXQplc3RhdmEgY2FycmVnYW5kbyBhbGd1bWEgY29pc2EuCk5hIGRpcmXDp8OjbyBkbyBzYW50dcOhcmlvLg==,,W1NhY2VyZG90ZSBQYW5vXQplc3RhYmEgdHJhbnNwb3J0YW5kbyBhbGdvLgpIYWNpYSBlbCBzYW50dWFyaW8u
SLYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpXaGF0IGlzIGluIHRoZSBzYW5jdHVhcnksCkFzIEkndmUganVzdCBiZWNvbWUgdGhlIHByaWVzdCwKSSBzdGlsbCBkb24ndCBrbm93IHdlbGwsIGJ1dCw=,,,,,W1NhY2VyZG90ZSBQYW5vXQpPIHF1ZSBow6Egbm8gc2FudHXDoXJpbwphaW5kYSBuw6NvIMOpIGFsZ28KcXVlIGV1LCByZWPDqW0tdG9ybmFkbyBTYWNlcmRvdGUsCnNhaWJhIG11aXRvIGJlbSw=,,W1NhY2VyZG90ZSBQYW5vXQpRdcOpIGhheSBlbiBlbCBzYW50dWFyaW8KZXMgYWxnbyBxdWUgeW8sIHJlY2nDqW4gaGVjaG8KU2FjZXJkb3RlLCB0b2RhdsOtYSBubyBzw6kgYmllbiw=
SbYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpBZnRlciBpdCBlbnRlcmVkIHRoZSBzYW5jdHVhcnksCkJlZm9yZSBsb25nLAp0aGUgbG91ZCBjcmllcyBvZiBhbiBhbmltYWwgd2VyZSBoZWFyZCwgYW5kCnRoZXJlIHdhcyBhIGNvbW1vdGlvbi4KLi4uSSB3YXMgc2NhcmVkLg==,,,,,W1NhY2VyZG90ZSBQYW5vXQptYXMsIHBvdWNvIGRlcG9pcwpkZSBhcXVpbG8gZW50cmFyIG5vIHNhbnR1w6FyaW8sCm91dmkgbyBydWdpZG8gZGUgdW0gYW5pbWFsIGdyYW5kZQplIGhvdXZlIHVtYSBncmFuZGUgY29uZnVzw6NvLgouLi5GaXF1ZWkgY29tIG1lZG8u,,W1NhY2VyZG90ZSBQYW5vXQpwZXJvIG5vIG11Y2hvIGRlc3B1w6lzCmRlIHF1ZSBhcXVlbGxvIGVudHJhcmEgZW4gZWwgc2FudHVhcmlvLApzZSBvecOzIGVsIHJ1Z2lkbyBkZSB1biBncmFuIGFuaW1hbAp5IHNlIHByb2R1am8gdW5hIGdyYW4gY29ubW9jacOzbi4KLi4uVHV2ZSBtaWVkby4=
SrYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpJbiBzdWNoIGEgaHVycnkgdGhhdCBJIGNvdWxkbid0IGV2ZW4gcmVnYWluIG15IGNvbXBvc3VyZSwKSSBodXJyaWVkIGJhY2sgdG8gdGhlIGRvb3IsClRoZSB3b3JkcyBsZWZ0IGJ5IG91ciBhbmNlc3RvcnMKSSByZWNpdGVkIGl0Lg==,,,,,W1NhY2VyZG90ZSBQYW5vClZvbHRlaSBjb3JyZW5kbyBwYXJhIGEgcG9ydGEsCnNlbSBuZW0gY29uc2VndWlyIHBlbnNhciBkaXJlaXRvLAplIHJlY2l0ZWkgYXMgcGFsYXZyYXMKZGVpeGFkYXMgcGVsbyBtZXUgYW5jZXN0cmFsLg==,,W1NhY2VyZG90ZSBQYW5vXQpGdWVyYSBkZSBtw60gcG9yIGxhIHByaXNhLApyZWdyZXPDqSBhIHRvZGEgdmVsb2NpZGFkCmhhc3RhIGxhIHB1ZXJ0YQp5IHJlY2l0w6kgbGFzIHBhbGFicmFzCnF1ZSBkZWrDsyBtaSBhbnRlcGFzYWRvLg==
S7YVAQ,,W1ByaWVzdGVzcyBGYW5vXQouLi5UaGF0IHBlcnNvbgpJbiBhIGNpdHkgY2FsbGVkIEl6bHVkZSBieSB0aGUgc2VhCml0J3Mgc2FpZCB0aGF0IHRoZXkgd2VyZSBib3JuIGFuZCByYWlzZWQu,,,,,W1NhY2VyZG90ZSBQYW5vXQouLi5EaXplbQpxdWUgZWxlIG5hc2NldSBlIGNyZXNjZXUKbnVtYSBjaWRhZGUgY29zdGVpcmEgY2hhbWFkYSBJemx1ZGUu,,W1NhY2VyZG90ZSBQYW5vXQouLi5BbCBwYXJlY2VyLArDqWwgaGFiw61hIG5hY2lkbyB5IGNyZWNpZG8KZW4gdW5hIGNpdWRhZCBjb3N0ZXJhIGxsYW1hZGEgSXpsdWRlLg==
TLYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpKdXN0IGluIGNhc2UsCndpdGggd29yZHMgbm90IGNvbW1vbmx5IHNwb2tlbiwKYSB2b2ljZSByZWNvZ25pdGlvbiBkb29yIG9wZW5pbmcgZGV2aWNlCndhcyBzZWNyZXRseSBpbnN0YWxsZWQsCmFuZCBhcyB0aGUgY2FyZHMgd2VyZSBkaXNjYXJkZWQsCnRoZXkgdGF1Z2h0IGl0IHRvIHRoZWlyIGRlc2NlbmRhbnRzLg==,,,,,W1NhY2VyZG90ZSBQYW5vXQpQYXJhIG8gY2FzbyBkZSBhbGdvIGFjb250ZWNlciwKZWxlIGFjcmVzY2VudG91IHNlY3JldGFtZW50ZQp1bSBkaXNwb3NpdGl2byBkZSBhYmVydHVyYSBwb3IgcmVjb25oZWNpbWVudG8gZGUgdm96LAp1c2FuZG8gcGFsYXZyYXMgcXVlIG5vcm1hbG1lbnRlCm7Do28gc2UgZGl6ZW0gZW0gdm96IGFsdGEsCmUsIHF1YW5kbyBvcyBjYXJ0w7VlcyBmb3JhbSBkZXNjYXJ0YWRvcywKdHJhbnNtaXRpdSBpc3NvIGFvcyBzZXVzIGRlc2NlbmRlbnRlcy4=,,W1NhY2VyZG90ZSBQYW5vXQpQYXJhIGN1YWxxdWllciBpbXByZXZpc3RvLAphw7FhZGnDsyBlbiBzZWNyZXRvCnVuIGRpc3Bvc2l0aXZvIGRlIGFwZXJ0dXJhIHBvciByZWNvbm9jaW1pZW50byBkZSB2b3osCnVzYW5kbyBwYWxhYnJhcyBxdWUgbm9ybWFsbWVudGUKbm8gc2UgcHJvbnVuY2lhbiBlbiB2b3ogYWx0YSwKeSwgY3VhbmRvIHNlIGRlc2VjaGFyb24gbGFzIHRhcmpldGFzLAp0cmFuc21pdGnDsyBlc2FzIHBhbGFicmFzCmEgc3VzIGRlc2NlbmRpZW50ZXMu
TbYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpXZSBob3BlZCBpdCB3YXNuJ3QgYSBtYWxmdW5jdGlvbiwKYW5kIGl0IHdhc24ndC4KU29tZW9uZSBpbiB0aGUgdGVtcGxlIHNhbmN0dWFyeQp3YXMgZG9pbmcgc29tZXRoaW5nIHVucmVhc29uYWJsZSwKYW5kIHRvIGNvbmNlYWwgaXQsIHRoZXkgdXNlZCB0aGUgcmVtYWluaW5nIGNhcmRzCnRvIGRlY2VpdmUgdGhlIHBlb3BsZS4=,,,,,W1NhY2VyZG90ZSBQYW5vXQpFdSByZXplaSBwYXJhIHF1ZSBuw6NvIGZvc3NlIHVtYSBmYWxoYSwKZSBuw6NvIGVyYSB1bWEgZmFsaGEuCkFsZ3XDqW0gZXN0YXZhIGZhemVuZG8gYWxnbyBhYnN1cmRvCm5vIHNhbnR1w6FyaW8gZG8gdGVtcGxvCmUsIHBhcmEgZXNjb25kZXIgaXNzbywKdXNvdSB1bSBjYXJ0w6NvIHF1ZSBhaW5kYSByZXN0YXZhCnBhcmEgZW5nYW5hciBhcyBwZXNzb2FzLg==,,W1NhY2VyZG90ZSBQYW5vXQpSZWPDqSBwYXJhIHF1ZSBubyBmdWVyYSB1bmEgYXZlcsOtYSwKeSBubyBsbyBlcmEuCkFsZ3VpZW4gZXN0YWJhIGhhY2llbmRvIGFsZ28gYWJzdXJkbwplbiBlbCBzYW50dWFyaW8gZGVsIHRlbXBsbywKeSwgcGFyYSBvY3VsdGFybG8sCmVzdGFiYSBlbmdhw7FhbmRvIGEgbGEgZ2VudGUKdXNhbmRvIHVuYSB0YXJqZXRhIHF1ZSBoYWLDrWEgcXVlZGFkby4=
TrYVAQ,,W1ByaWVzdGVzcyBGYW5vXQouLi4KQXJlIHlvdSBkb25lPw==,,,,,W1NhY2VyZG90ZSBQYW5vXQouLi4KRXN0w6Egc2F0aXNmZWl0bz8=,,W1NhY2VyZG90ZSBQYW5vXQouLi4Kwr9MZSBiYXN0YSBjb24gZXNvPw==
T7YVAQ,,W1ByaWVzdGVzcyBGYW5vXQpUaGF0J3MgYWxsIEkndmUgaGVhcmQgYW5kIHNlZW4uCkV2ZW4gaWYgeW91IHRlbGwgc29tZW9uZSBlbHNlLApZb3UnbGwgYmUgdGhlIG9uZSBnZXR0aW5nIGtpbGxlZCB3aXRob3V0IGFueW9uZSBrbm93aW5nLApJdCdzIHlvdSB3aG8nbGwgYmUgbXVyZGVyZWQuCkknbGwgZGllIHRvbywgYnV0IHRoYXQncyBhbGwu,,,,,W1NhY2VyZG90ZSBQYW5vXQpJc3NvIMOpIHR1ZG8gbyBxdWUgb3V2aSBlIHZpLgpNZXNtbyBxdWUgY29udGUgYSBvdXRyYSBwZXNzb2EsCnF1ZW0gdmFpIHNlciBhc3Nhc3NpbmFkbwpzZW0gZGVpeGFyIHJhc3RybwpzZXLDoSB2b2PDqi4KRSBldSBwcm92YXZlbG1lbnRlIHRhbWLDqW0u,,W1NhY2VyZG90ZSBQYW5vXQpFc28gZXMgdG9kbyBsbyBxdWUgb8OtIHkgdmkuCkF1bnF1ZSB2YXlhIGEgY29udMOhcnNlbG8gYSBhbGd1aWVuLApzZXLDoSB1c3RlZCBxdWllbiBhY2FiZSBtdWVydG8Kc2luIHF1ZSBuYWRpZSBzZSBlbnRlcmUuCllvIHRhbWJpw6luIG1vcmlyw6ksIHBvciBzdXB1ZXN0by4=
ULYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpUaGVuIEkgd2lsbCByZXR1cm4gdG8gbXkgZHV0aWVzLgpJIHdpbGwgcmV0dXJuLg==,,,,,W1NhY2VyZG90ZSBQYW5vXQpFbnTDo28gZXUgdm91IHZvbHRhcgphbyB0cmFiYWxobyBxdWUgZXN0YXZhIGZhemVuZG8u,,W1NhY2VyZG90ZSBQYW5vXQpFbnRvbmNlcyB5byB2b2x2ZXLDqQphIGxhcyB0YXJlYXMgcXVlIGVzdGFiYSByZWFsaXphbmRvLg==
UbYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpBcmUgeW91IGhlcmUgdG8gZXhjaGFuZ2UgcmFmZmxlIHRpY2tldHM/,,,,,W1NhY2VyZG90ZSBQYW5vXQrDiSBwYXJhIHRyb2NhciBvcyBiaWxoZXRlcyBkZSBzb3J0ZWlvPw==,,W1NhY2VyZG90ZSBQYW5vXQrCv0NhbmplIGRlIGJvbGV0b3MgZGVsIHNvcnRlbz8=
UrYVAQ,,W1Bhbm8gTmV3IEJ1aWxkaW5nXQpObywgd2FpdC4KWW91IG11c3QgZ2l2ZSB0aGUgcmFmZmxlIHRpY2tldCBmaXJzdC4KWW91IGRvbid0IGhhdmUgb25lPwpJJ20gc29ycnku,,,,,W1NhY2VyZG90ZSBQYW5vXQpOw6NvLCBlc3BlcmUgdW0gbW9tZW50by4KVm9jw6ogcHJlY2lzYSBtZSBlbnRyZWdhciBwcmltZWlybyBvIGJpbGhldGUgZGUgc29ydGVpby4KTsOjbyB0ZW0gbmVuaHVtPwpRdWUgcGVuYS4=,,W1NhY2VyZG90ZSBQYW5vXQpObywgdW4gbW9tZW50by4KUHJpbWVybyBkZWJlIGVudHJlZ2FybWUgZWwgYm9sZXRvIGRlbCBzb3J0ZW8uCsK/UXVlIG5vIHRpZW5lPwpRdcOpIHBlbmEu
U7YVAQ,,W1Bhbm8gTmV3IEJ1aWxkaW5nXQpFdmVuIGlmIHlvdSB0cnkgdG8gYXNrIG1lIG1vcmUKSSB0b2xkIHlvdSBldmVyeXRoaW5nIEkga25vdy4=,,,,,W1NhY2VyZG90ZSBQYW5vXQpNZXNtbyBxdWUgdGVudGUgYXJyYW5jYXIgbWFpcyBhbGdvIGRlIG1pbSwKZXUgasOhIGNvbnRlaSB0dWRvIG8gcXVlIHNlaS4=,,W1NhY2VyZG90ZSBQYW5vXQpQb3IgbcOhcyBxdWUgaW50ZW50ZSBzb25zYWNhcm1lIGFsZ28gbcOhcywKeWEgbGUgaGUgY29udGFkbyB0b2RvIGxvIHF1ZSBzw6ku
VLYVAQ,,W1Bhbm8gTmV3IEJ1aWxkaW5nXQpUaGlzIG1lYW5zIHRoYXQgdGhlIHRlbXBsZSBpcyBub3QgYSB0b3VyaXN0IGF0dHJhY3Rpb24u,,,,,W1NhY2VyZG90ZSBQYW5vXQpFc3RvdSBkaXplbmRvIHF1ZSBvIHRlbXBsbyBuw6NvIMOpIHVtIHBvbnRvIHR1csOtc3RpY28u,,W1NhY2VyZG90ZSBQYW5vXQpMZSBkaWdvIHF1ZSBlbCB0ZW1wbG8gbm8gZXMgdW4gbHVnYXIgdHVyw61zdGljby4=
VbYVAQ,,d2luZG93,,,,,SmFuZWxh,,VmVudGFuYQ==
VrYVAQ,,PT0gVGhlIHdpbmRvdyBpcyBvcGVuLiA9PQ==,,,,,ID09IEEgamFuZWxhIGVzdMOhIGFiZXJ0YS4gPT0=,,ID09IExhIHZlbnRhbmEgZXN0w6EgYWJpZXJ0YS4gPT0=
V7YVAQ,,SSdtIGdvaW5nIG91dC4=,,,,,U2Fpci4=,,U2FsaXIu
WLYVAQ,,SSdtIG5vdCBnb2luZyBvdXQu,,,,,TsOjbyBzYWlyLg==,,Tm8gc2FsaXIu
WbYVAQ,,ID09IHRoZSB3aW5kb3cgaXMgb3BlbiA9PQogPT0gSXQgc2VlbXMgYXQgZmlyc3QgZ2xhbmNlLiA9PQ==,,,,,ID09IETDoSBwYXJhIHZlciBkZSByZWxhbmNlID09CiA9PSBxdWUgYSBqYW5lbGEgZXN0w6EgYWJlcnRhLiA9PQ==,,ID09IFNlIHZlIGEgc2ltcGxlIHZpc3RhID09CiA9PSBxdWUgbGEgdmVudGFuYSBlc3TDoSBhYmllcnRhLiA9PQ==
WrYVAQ,,SXQncyBwYXNzaW5nLg==,,,,,UGFzc2FyIGRpcmV0by4=,,U2VndWlyIGRlIGxhcmdvLg==
W7YVAQ,,SSdtIGdvaW5nIGluLg==,,,,,RW50cmFyLg==,,RW50cmFyLg==
XLYVAQ,,ID09IHNuZWFraW5nIGluID09CiA9PSBJdCdzIGFsc28gYSBiYWQgdGhpbmcuID09,,,,,ID09IEVudHJhciBlc2NvbmRpZG8gPT0KID09IGFpbmRhIGFzc2ltIMOpIGFsZ28gZXJyYWRvLiA9PQ==,,ID09IEVudHJhciBhIGVzY29uZGlkYXMgPT0KID09IHNpZ3VlIHNpZW5kbyB1bmEgbWFsYSBhY2Npw7NuLiA9PQ==
XbYVAQ,,ID09IExldCdzIHB1bGwgdGhlIHNsaWdodGx5IG9wZW4gd2luZG93ID09CiA9PSBXaXRob3V0IGFueSBzb3VuZCA9PQogPT0gTGFyZ2UgZW5vdWdoIGZvciBhbiBhZHVsdCA9PQogPT0gT3BlbmVkLiA9PQogPT0gS2lkcyBwbGF5aW5nIGFyb3VuZCA9PQogPT0gTG9va3MgbGlrZSBpdCB3YXMgZ3JlYXNlZC4gPT0=,,,,,ID09IEFvIHB1eGFyIGEgamFuZWxhIGVudHJlYWJlcnRhLCA9PQogPT0gZWxhIHNlIGFicml1IHNlbSBmYXplciBydcOtZG8gYWxndW0sID09CiA9PSBvIGJhc3RhbnRlIHBhcmEgdW0gYWR1bHRvIHBhc3Nhci4gPT0KID09IFBlbG8gdmlzdG8sIGFzIGNyaWFuw6dhcyBxdWUgZmF6aWFtIHRyYXZlc3N1cmFzID09CiA9PSBhIGhhdmlhbSBsdWJyaWZpY2Fkby4gPT0=,,ID09IEFsIHRpcmFyIGRlIGxhIHZlbnRhbmEgZW50cmVhYmllcnRhLCA9PQogPT0gc2luIGhhY2VyIG5pIHVuIHNvbG8gcnVpZG8sID09CiA9PSBzZSBhYnJpw7MgbG8gYmFzdGFudGUgPT0KID09IHBhcmEgcXVlIGVudHJhcmEgdW4gYWR1bHRvLiA9PQogPT0gUGFyZWNlIHF1ZSBsb3MgbmnDsW9zIHRyYXZpZXNvcyA9PQogPT0gbGEgaGFiw61hbiBhY2VpdGFkby4gPT0=
XrYVAQ,,ID09IFNoYWxsIHdlIGdvIGluIHRocm91Z2ggdGhlIHdpbmRvdz8gPT0=,,,,,ID09IEVudHJhciBwZWxhIGphbmVsYT8gPT0=,,ID09IMK/RW50cmFyIHBvciBsYSB2ZW50YW5hPyA9PQ==
X7YVAQ,,SXQgd29uJ3QgZ28gaW4u,,,,,TsOjbyBlbnRyYXIu,,Tm8gZW50cmFyLg==
