YP8vAg,,QmFyZA==,,,,,QmFyZG8=,,QmFyZA==
hv8vAg,,W05lbGxpb3JkZV0KVGhlIGV2ZW50IGFnZW5jeSBpbiBjaGFyZ2Ugb2YgZXhwZWRpdGlvbnMgdG8gdGhlIHN1bmtlbiBzaGlwIGlzIHN0aWxsIG1ha2luZyB0b25zIG9mIG1vbmV5LiBJZiB5b3UgaGF2ZSBub3RoaW5nIHRvIGRvLCB3aHkgZG9uJ3QgeW91IGh1bnQgc29tZSBtb25zdGVycyBkb3duIHRoZXJlPw==,,,,,W05lbGxpb3JkZV0KQSBhZ8OqbmNpYSBkZSBldmVudG9zIGVuY2FycmVnYWRhIGRhcyBleHBlZGnDp8O1ZXMgYW8gTmF2aW8gTmF1ZnJhZ2FkbyBhaW5kYSBlc3TDoSBnYW5oYW5kbyByaW9zIGRlIGRpbmhlaXJvLiBTZSB2b2PDqiBuw6NvIHRpdmVyIG5hZGEgcGFyYSBmYXplciwgcG9yIHF1ZSBuw6NvIHZhaSBsw6EgY2HDp2FyIG1vbnN0cm9zPw==,,W05lbGxpb3JkZV0KTGEgYWdlbmNpYSBkZSBldmVudG9zIGVuY2FyZ2FkYSBkZSBsYXMgZXhwZWRpY2lvbmVzIGFsIGJhcmNvIGh1bmRpZG8gc2lndWUgZ2FuYW5kbyBtdWNobyBkaW5lcm8uIFNpIG5vIHRpZW5lcyBuYWRhIHF1ZSBoYWNlciwgwr9wb3IgcXXDqSBubyBjYXphcyBhbGd1bm9zIG1vbnN0cnVvcyBhaMOtIGFiYWpvPw==
h/8vAg,,W05lbGxpb3JkZV0KT2gsIGhlbGwgeWVzIQpXaGVuIGlzIGl0IG5vdD8KVGhlIGRlc2VydCBpcyBob3QsIGhhcwpiZWVuIGhvdCBhbmQKYWx3YXlzIHdpbGwgYmUh,,,,,W05lbGxpb3JkZV0KT2gsIGNsYXJvIHF1ZSBzaW0hClBvciBxdWUgbsOjbyBlc3RhcmlhPwpPIGRlc2VydG8gw6kgcXVlbnRlLApzZW1wcmUgZm9pIHF1ZW50ZSwgZSBhY2hvCnF1ZSBzZW1wcmUgc2Vyw6EuLi4h,,W05lbGxpb3JkZV0KwqFDbGFybyBxdWUgc8OtIQrCv0N1w6FuZG8gbm8gbG8gZXM/CkVsIGRlc2llcnRvIGVzdMOhIGNhbGllbnRlLCBoYQpzaWRvIGNhbGllbnRlIHkKc2llbXByZSBsbyBlc3RhcsOhLg==
iP8vAg,,W05lbGxpb3JkZV0KR2lhbnQgd29ybXMgc3RpbGwganVtcCBvdXQgb2Ygbm93aGVyZSwgZnJlYWtpbmcgb3V0IGlubm9jZW50IHRyYXZlbGVycyBsaWtlIG15c2VsZiwgYW5kIHRoZSBzYW5kbWVuIHN0aWxsIGF0dGFjayBwZW9wbGUh,,,,,W05lbGxpb3JkZV0KVmVybWVzIGdpZ2FudGVzIGFpbmRhIHNhbHRhbSBkbyBuYWRhLCBhc3N1c3RhbmRvIHZpYWphbnRlcyBpbm9jZW50ZXMgY29tbyBldSwgZSBvcyBBcmVub3NvcyBjb250aW51YW0gZGFuZG8gdW1hIHN1cnJhIG5hIGdlbnRlIQ==,,W05lbGxpb3JkZV0KTG9zIGd1c2Fub3MgZ2lnYW50ZXMgc2lndWVuIHNhbHRhbmRvIGRlIGxhIG5hZGEsIGFzdXN0YW5kbyBhIHZpYWplcm9zIGlub2NlbnRlcyBjb21vIHlvLCDCoXkgbG9zIGhvbWJyZXMgZGUgYXJlbmEgc2lndWVuIGF0YWNhbmRvIGEgbGEgZ2VudGUh
if8vAg,,W05lbGxpb3JkZV0KRXZlbiBpZiB0aGUgZGVzZXJ0IGlzIGZpbGxlZCB3aXRoIGhpZGVvdXMgbW9uc3RlcnMsIHRoZSB2aWV3IG9mIHRoZSBvY2VhbiB0aGVyZSBpcyBzbyBtYWduaWZpY2VudC4gSGVoLCBpdCBtYWtlcyBtZSB3YW50IHRvIHBsYXkgYSBzb25nLg==,,,,,W05lbGxpb3JkZV0KTWVzbW8gcXVlIG8gZGVzZXJ0byBlc3RlamEgY2hlaW8gZGUgbW9uc3Ryb3MgaG9ycsOtdmVpcywgYSB2aXPDo28gZG8gbWFyIGFsaSDDqSBtYWduw61maWNhLiBQdXhhLCBmaWNvIGF0w6kgY29tIHZvbnRhZGUgZGUgY2FudGFyLg==,,W05lbGxpb3JkZV0KQXVucXVlIGVsIGRlc2llcnRvIGVzdMOpIGxsZW5vIGRlIG1vbnN0cnVvcyBob3JyaWJsZXMsIGxhIHZpc3RhIGRlbCBvY8OpYW5vIGFsbMOtIGVzIHRhbiBtYWduw61maWNhLiBNZSBkYW4gZ2FuYXMgZGUgdG9jYXIgdW5hIGNhbmNpw7NuLg==
iv8vAg,,W05lbGxpb3JkZV0KSSBtdXN0IHNheSwgdGhlcmUgaXMKb25lIHBsYWNlIHlvdSBtYXkgd2FudAp0byBzZWUgaW4gdGhlIGRlc2VydC4=,,,,,W05lbGxpb3JkZV0KRGV2byBkaXplciBxdWUgdGVtCnVtIGx1Z2FyIHF1ZSB2b2PDqiBwb2RlCnF1ZXJlciB2ZXIgbm8gZGVzZXJ0by4=,,W05lbGxpb3JkZV0KRGVibyBkZWNpciBxdWUgaGF5CnVuIGx1Z2FyIHF1ZSB0YWwgdmV6IHF1aWVyYXMKdmVyIGVuIGVsIGRlc2llcnRvLg==
i/8vAg,,SSdtIHRhbGtpbmcgYWJvdXQgdGhlIEFzc2Fzc2luJ3MgR3VpbGQuIFN1cHBvc2VkbHksIGl0J3MgaGlkZGVuIGJlaGluZCBhIHNhbmRzdG9ybSBpbiB0aGUgTW9ycm9jIERlc2VydCE=,,,,,RXN0b3UgZmFsYW5kbyBkYSBHdWlsZGEgZG9zIE1lcmNlbsOhcmlvcy4gRGl6ZW0gcXVlIGVzdMOhIGVzY29uZGlkYSBwb3IgdHLDoXMgZGUgdW1hIHRlbXBlc3RhZGUgZGUgYXJlaWEgbm8gRGVzZXJ0byBkZSBNb3Jyb2Mh,,RXN0b3kgaGFibGFuZG8gZGVsIEdyZW1pbyBkZSBBc2VzaW5vcy4gU3VwdWVzdGFtZW50ZSwgwqFlc3TDoSBvY3VsdG8gdHJhcyB1bmEgdG9ybWVudGEgZGUgYXJlbmEgZW4gZWwgZGVzaWVydG8gZGUgTW9ycm9jIQ==
jP8vAg,,QnV0IHlvdSBrbm93IHdoYXQgSSBhbSB0YWxraW5nIGFib3V0ISBTbyB3aGVuIGFyZSB5b3UgZ29ubmEgdGFrZSBtZSB0byB0aGUgZ3VpbGQ/,,,,,TWFzIHZvY8OqIGRldmUgc2FiZXIgYmVtIGRvIHF1ZSBlc3RvdSBmYWxhbmRvISBFbnTDo28sIHF1YW5kbyB2b2PDqiB2YWkgbWUgbGV2YXIgYXTDqSBhIGd1aWxkYSwgaGVpbj8=,,wqFQZXJvIHNhYmVzIGRlIGxvIHF1ZSBlc3RveSBoYWJsYW5kbyEgwr9DdcOhbmRvIG1lIGxsZXZhcsOhcyBhbCBncmVtaW8/
jf8vAg,,SGF2ZSB5b3UgZXZlciBiZWVuIHRoZXJlIGJlZm9yZT8=,,,,,Vm9jw6ogasOhIGVzdGV2ZSBsw6EgYW50ZXM/,,wr9IYSBlc3RhZG8gYWxndW5hIHZleiBhbGzDrT8=
jv8vAg,,W05lbGxpb3JkZV0KVG8gdGhlIG5vcnRoIGlzIHRoZSBTY2h3YXJ0endhbGQgUmVwdWJsaWMuIFRoZXJlLCB5b3UnbGwgZmluZCBKdW5vLCB0aGUgJ0NpdHkgb2YgU2FnZXMuJw==,,,,,W05lbGxpb3JkZV0KQmVtLCBhbyBOb3J0ZSBlc3TDoSBhIFJlcMO6YmxpY2EgZGUgU2NodWJhbHR6d2FsZC4gTMOhLCB2b2PDqiB2YWkgZW5jb250cmFyIEp1bm8sIGEgJ0NpZGFkZSBkb3MgU8OhYmlvcycu,,W05lbGxpb3JkZV0KQWwgbm9ydGUgZXN0w6EgbGEgUmVww7pibGljYSBkZSBTY2h3YXJ0endhbGQuIEFsbMOtIGVuY29udHJhcsOhcyBKdW5vLCBsYSAnJ0NpdWRhZCBkZSBsb3MgU2FiaW9zJycu
j/8vAg,,W05lbGxpb3JkZV0KVGhlIHBlb3BsZSB0aGVyZSBzYXkgdGhhdCB0aGVyZSBpcyBvbmUgbWFqb3IgbnVpc2FuY2UuIEEgbWFuIGtub3duIGFzIHRoZSAnTWFkIFNjaWVudGlzdC4nIEhlJ3MgYW50aXNvY2lhbCBhbmQgY3JlYXRlcyBhIGxvdCBvZiBwdWJsaWMgZGlzdHVyYmFuY2VzIHdpdGggaGlzIGV4cGVyaW1lbnRzLg==,,,,,W05lbGxpb3JkZV0KTyBwb3ZvIGRlIGzDoSBkaXogcXVlIGjDoSBzb21lbnRlIHVtIGdyYW5kZSBwcm9ibGVtYSwgdW0gaG9tZW0gY29uaGVjaWRvIGNvbW8gJ0NpZW50aXN0YSBNYWx1Y28nLiBFbGUgw6kgYW50aS1zb2NpYWwsIGUgY3JpYSBtdWl0YXMgcGVydHVyYmHDp8O1ZXMgcMO6YmxpY2FzIGNvbSBzZXVzIGV4cGVyaW1lbnRvcy4=,,W05lbGxpb3JkZV0KTGEgZ2VudGUgZGUgYWxsw60gZGljZSBxdWUgaGF5IHVuYSBncmFuIG1vbGVzdGlhLiBVbiBob21icmUgY29ub2NpZG8gY29tbyBlbCAnQ2llbnTDrWZpY28gTG9jbycuIEVzIGFudGlzb2NpYWwgeSBjcmVhIG11Y2hvcyBkaXN0dXJiaW9zIHDDumJsaWNvcyBjb24gc3VzIGV4cGVyaW1lbnRvcy4=
kP8vAg,,SXQgc2VlbXMgZXZlcnlvbmUgaW4gSnVubyBoYXRlcyBoaW0gd2l0aCBhIHBhc3Npb24uIEV2ZW4gb25lIG9mIHRoZSB0b29sIHNob3Agb3duZXJzIGJlZ2dlZCBhIHBhc3NpbmcgYWR2ZW50dXJlciB0byBzdG9wIHRoZSBNYWQgU2NpZW50aXN0J3MgcmVzZWFyY2gh,,,,,UGFyZWNlIHF1ZSB0b2RvcyBlbSBKdW5vIG8gb2RlaWFtIGRlIHZlcmRhZGUuIEF0w6kgbWVzbW8gdW0gZG9zIGRvbm9zIGRhIExvamEgZGUgVXRpbGlkYWRlcyBpbXBsb3JvdSBhIHVtIGF2ZW50dXJlaXJvIHF1ZSBwYXNzYXZhIHBhcmEgZGV0ZXIgYSBwZXNxdWlzYSBkZXNzZSBDaWVudGlzdGEh,,UGFyZWNlIHF1ZSB0b2RvIGVsIG11bmRvIGVuIEp1bm8gbGUgb2RpYSBjb24gcGFzacOzbi4gSW5jbHVzbyB1bm8gZGUgbG9zIGR1ZcOxb3MgZGUgbGEgdGllbmRhIGRlIGhlcnJhbWllbnRhcyByb2fDsyBhIHVuIGF2ZW50dXJlcm8gcXVlIHBhc2FiYSBwb3IgYWxsw60gcXVlIGRldHV2aWVyYSBsYSBpbnZlc3RpZ2FjacOzbiBkZWwgQ2llbnTDrWZpY28gTG9jby4=
kf8vAg,,W05lbGxpb3JkZV0KQnV0IEkgaGF2ZSBhIGRpZmZlcmVudCBvcGluaW9uIGFib3V0IGhpbS4gSSBiZWxpZXZlIGl0J3Mgbm90IGEgZ29vZCBpZGVhIHRvIGludGVycnVwdCB0aGUgd29yayBvZiBhIHNjaWVudGlzdC4gQWZ0ZXIgYWxsLCBoZSBtaWdodCBqdXN0IGRpc2NvdmVyIHNvbWV0aGluZyBpbXBvcnRhbnQuIEV2ZW4gaWYgaGlzIGV4cGVyaW1lbnRzIGFyZSBhIGxpdHRsZSBoYXphcmRvdXMu,,,,,W05lbGxpb3JkZV0KTWFzIGV1IHRlbmhvIG91dHJhIG9waW5pw6NvIHNvYnJlIGVsZS4gQWNobyBxdWUgbsOjbyDDqSB1bWEgYm9hIGlkw6lpYSBpbnRlcnJvbXBlciBvIHRyYWJhbGhvIGRlIGNpZW50aXN0YSBuZW5odW0uIEFmaW5hbCwgZWxlIHBvZGUgYWNhYmEgZGVzY29icmluZG8gYWxnbyBpbXBvcnRhbnRlLCBtZXNtbyBxdWUgc2V1cyBleHBlcmltZW50b3Mgc2VqYW0gdW0gcG91Y28gYXJyaXNjYWRvcy4=,,W05lbGxpb3JkZV0KUGVybyB5byB0ZW5nbyB1bmEgb3BpbmnDs24gZGlmZXJlbnRlIHNvYnJlIMOpbC4gQ3JlbyBxdWUgbm8gZXMgYnVlbmEgaWRlYSBpbnRlcnJ1bXBpciBlbCB0cmFiYWpvIGRlIHVuIGNpZW50w61maWNvLiBEZXNwdcOpcyBkZSB0b2RvLCBwb2Ryw61hIGRlc2N1YnJpciBhbGdvIGltcG9ydGFudGUuIEF1bnF1ZSBzdXMgZXhwZXJpbWVudG9zIHNlYW4gdW4gcG9jbyBwZWxpZ3Jvc29zLg==
kv8vAg,,U3BlYWtpbmcgb2YgZGlzY292ZXJpZXMsIHlvdSBrbm93IGhvdyBKdW5vIGZsb2F0cyBpbiB0aGUgYWlyLCByaWdodD8=,,,,,RmFsYW5kbyBkZSBkZXNjb2JlcnRhcywgdm9jw6ogc2FiZSBjb21vIEp1bm8gZmx1dHVhIG5vIGFyLCBuw6NvIHNhYmU/,,SGFibGFuZG8gZGUgZGVzY3VicmltaWVudG9zLCDCv3NhYmVzIGPDs21vIGZsb3RhIEp1bm8gZW4gZWwgYWlyZSwgdmVyZGFkPw==
k/8vAg,,W05lbGxpb3JkZV0KSXQncyBzYWlkIHRoYXQgYSBwaWVjZSBvZiBZbWlyJ3MgSGVhcnQgZ2VuZXJhdGVzIGVub3VnaCBwb3dlciB0byBrZWVwIHRoZSBlbnRpcmUgY2l0eSBhZmxvYXQuIElzbid0IHRoYXQgYW1hemluZz8=,,,,,W05lbGxpb3JkZV0KRGl6ZW0gcXVlIHVtIHBlZGHDp28gZG8gQ29yYcOnw6NvIGRlIFltaXIgZ2VyYSBlbmVyZ2lhIHN1ZmljaWVudGUgcGFyYSBtYW50ZXIgYSBjaWRhZGUgaW50ZWlyYSBubyBhci4gTsOjbyDDqSBpbmNyw612ZWw/,,W05lbGxpb3JkZV0KU2UgZGljZSBxdWUgdW4gdHJvem8gZGVsIENvcmF6w7NuIGRlIFltaXIgZ2VuZXJhIHN1ZmljaWVudGUgZW5lcmfDrWEgcGFyYSBtYW50ZW5lciBhIGZsb3RlIHRvZGEgbGEgY2l1ZGFkLiDCv05vIGVzIGFzb21icm9zbz8=
lP8vAg,,W05lbGxpb3JkZV0KRXZlbiBtb3JlIHJlY2VudCBpcyB0aGUgbmV3cyBhYm91dCB0aGUgZGlzY292ZXJ5IG9mIFltaXIncyBCb29rLiBZb3UgY2FuIHJlYWQgaXQgaW4gSnVubydzIFNhZ2UgQ2FzdGxlLiBJIGhlYXIgdGhhdCBpdCBjb250YWlucyB0aGUgc2VjcmV0IHRvIG1lZXRpbmcgVmFsa3lyaWUu,,,,,W05lbGxpb3JkZV0KQWluZGEgbWFpcyBpbmNyw612ZWwgw6kgYSBub3TDrWNpYSBkYSBkZXNjb2JlcnRhIGRvIExpdnJvIGRlIFltaXIuIFZvY8OqIHBvZGUgbMOqLWxvIG5vIENhc3RlbG8gZG9zIFPDoWJpb3MgZW0gSnVuby4gT3V2aSBkaXplciBxdWUgZWxlIGNvbnTDqW0gbyBzZWdyZWRvIHBhcmEgZW5jb250cmFyIHVtYSBWYWxxdcOtcmlhLi4u,,W05lbGxpb3JkZV0KQcO6biBtw6FzIHJlY2llbnRlIGVzIGxhIG5vdGljaWEgc29icmUgZWwgZGVzY3VicmltaWVudG8gZGVsIExpYnJvIGRlIFltaXIuIFB1ZWRlcyBsZWVybG8gZW4gZWwgQ2FzdGlsbG8gZGUgbG9zIFNhYmlvcyBkZSBKdW5vLiBIZSBvw61kbyBxdWUgY29udGllbmUgZWwgc2VjcmV0byBwYXJhIGNvbm9jZXIgYSBWYWxxdWlyaWEu
lf8vAg,,W05lbGxpb3JkZV0KSHVoPyBPa2F5IHRoZW4sIHRhbGsgdG8geW91IGxhdGVyLiBNYXkgQnJhZ2kgYmxlc3MgeW91IG9uIHlvdXIgdHJhdmVscy4=,,,,,W05lbGxpb3JkZV0KSMOjPyBUw6EgYmVtLCBlbnTDo28sIGZhbG8gY29tIHZvY8OqIGRlcG9pcy4gUXVlIEJyYWdpIG8gYWJlbsOnb2UgZW0gc3VhIGpvcm5hZGEu,,W05lbGxpb3JkZV0Kwr9FaD8gRGUgYWN1ZXJkbyBlbnRvbmNlcywgaGFibGFtb3MgbcOhcyB0YXJkZS4gUXVlIEJyYWdpIHRlIGJlbmRpZ2EgZW4gdHVzIHZpYWplcy4=
lv8vAg,,W05lbGxpb3JkZV0KU28sIGhhdmUgeW91IG1ldCBNci4gS2FpbGk/IFBsZWFzZSBkbyB5b3VyIGJlc3QuIEFmdGVyIGFsbCwgSSByZWNvbW1lbmRlZCB5b3Uu,,,,,W05lbGxpb3JkZV0KRW50w6NvLCB2b2PDqiBqw6EgZW5jb250cm91IG8gU3IuIEthaWxpPyBQb3IgZmF2b3IsIGZhw6dhIG8gZXNmb3LDp28uIEFmaW5hbCwgZXUgcmVjb21lbmRlaSB2b2PDqiBhIGVsZS4uLg==,,W05lbGxpb3JkZV0Kwr9IYXMgY29ub2NpZG8gYWwgU3IuIEthaWxpPyBQb3IgZmF2b3IsIGhhemxvIGxvIG1lam9yIHF1ZSBwdWVkYXMuIERlc3B1w6lzIGRlIHRvZG8sIHlvIHRlIHJlY29tZW5kw6ku
l/8vAg,,VGVsbCBtZSBhIHN0b3J5Lg==,,,,,Q29udGUgdW1hIGhpc3TDs3JpYS4=,,Q3XDqW50YW1lIHVuYSBoaXN0b3JpYS4=
mP8vAg,,U2luZyBhIHNvbmcgZm9yIG1lLg==,,,,,Q2FudGUgdW1hIGNhbsOnw6NvIHBhcmEgbWltLg==,,Q8OhbnRhbWUgdW5hIGNhbmNpw7NuLg==
mf8vAg,,W05lbGxpb3JkZV0KSG1tLi4uIFdoYXQgd291bGQgYmUgYSBnb29kIHN0b3J5IGZvciB5b3UgdGhpcyB0aW1lPyBBaCB5ZXMsIEkndmUgZ290IGl0LiBMZXQgbWUgdGVsbCB5b3UgYWJvdXQgb25lIG9mIG15IG93biBhZHZlbnR1cmVzLiBJdCB3YXMgYSBwcmV0dHkgYW1hemluZyBleHBlcmllbmNlLg==,,,,,W05lbGxpb3JkZV0KSG1tLiBRdWFsIHNlcmlhIHVtYSBib2EgaGlzdMOzcmlhIHByYSB2b2PDqiBkZXN0YSB2ZXouLi4/IEFoLCBqw6Egc2VpLiBEZWl4ZS1tZSBjb250YXIgc29icmUgdW1hIGRlIG1pbmhhcyBwcsOzcHJpYXMgYXZlbnR1cmFzLiBGb2kgdW1hIGV4cGVyacOqbmNpYSBpbmNyw612ZWwu,,W05lbGxpb3JkZV0KSG1tLi4uIMK/Q3XDoWwgc2Vyw61hIHVuYSBidWVuYSBoaXN0b3JpYSBwYXJhIHRpIGVzdGEgdmV6PyBBaCBzw60sIHlhIGxhIHRlbmdvLiBEw6lqYW1lIGNvbnRhcnRlIHVuYSBkZSBtaXMgcHJvcGlhcyBhdmVudHVyYXMuIEZ1ZSB1bmEgZXhwZXJpZW5jaWEgYmFzdGFudGUgYXNvbWJyb3NhLg==
mv8vAg,,W05lbGxpb3JkZV0KSSB3ZW50IHRvIE1vcnJvYywgdGhlIGNpdHkgaW4gdGhlIGRlc2VydC4gT24gbXkgd2F5IHRoZXJlLCBJIHN1ZmZlcmVkIGV4aGF1c3Rpb24gZnJvbSB0aGUgaGVhdC4gTHVja2lseSwgSSBmb3VuZCBhIGNhdmUgaW4gdGhlIHNhbmQgYW5kIGNsaW1iZWQgaW4gdG8gcmVzdC4=,,,,,W05lbGxpb3JkZV0KRXUgZnVpIGEgTW9ycm9jLCBhIGNpZGFkZSBkbyBkZXNlcnRvLiBObyBjYW1pbmhvIGF0w6kgbMOhLCBmaXF1ZWkgZXh0cmVtYW1lbnRlIGV4YXVzdG8gY29tIG8gY2Fsb3IuIFBvciBzb3J0ZSwgZW5jb250cmVpIHVtIGJ1cmFjbyBlbnRyZSBhcyBzb21icmFzIGUgZGVzY2kgYXTDqSBlbGUgcGFyYSBkZXNjYW5zYXIu,,W05lbGxpb3JkZV0KRnVpIGEgTW9ycm9jLCBsYSBjaXVkYWQgZGVsIGRlc2llcnRvLiBEZSBjYW1pbm8sIG1lIGFnb3TDqSBwb3IgZWwgY2Fsb3IuIFBvciBzdWVydGUsIGVuY29udHLDqSB1bmEgY3VldmEgZW4gbGEgYXJlbmEgeSBtZSBtZXTDrSBkZW50cm8gcGFyYSBkZXNjYW5zYXIu
m/8vAg,,W05lbGxpb3JkZV0KT2ggbXkgR29kIQpJZiBJIHdvdWxkIGhhdmUga25vd24KYmV0dGVyLCBJIG5ldmVyCndvdWxkIGhhdmUgZ29uZQppbnNpZGUgdGhhdCBwbGFjZSE=,,,,,W05lbGxpb3JkZV0KT2gsIG1ldSBEZXVzLi4uClNlIGV1IHNvdWJlc3NlCmFudGVzLCBudW5jYQp0ZXJpYSBpZG8gcGFyYXIKZGVudHJvIGRhcXVlbGUgbHVnYXIuLi4=,,W05lbGxpb3JkZV0KwqFEaW9zIG3DrW8hClNpIGh1YmllcmEgc2FiaWRvCm1lam9yLCBudW5jYQpoYWJyw61hIGVudHJhZG8KwqFkZW50cm8gZGUgZXNlIGx1Z2FyIQ==
nP8vAg,,W05lbGxpb3JkZV0KSSBhY2NpZGVudGFsbHkgY3Jhd2xlZCBpbnRvIHRoZSBub3RvcmlvdXMgXkZGMDAwMEFudCBIZWxsXjAwMDAwMCEgSSBkb24ndCBzb3VuZCBsaWtlIGEgY293YXJkIHRvIHlvdSwgZG8gST8=,,,,,W05lbGxpb3JkZV0KRXUgZW50cmVpLCBuYSB2ZXJkYWRlLCBubyBhYm9taW7DoXZlbCBeRkYwMDAwRm9ybWlndWVpcm8gSW5mZXJuYWxeMDAwMDAwISBOw6NvIHBhcmXDp28gdW0gY292YXJkZSBwcmEgdm9jw6osIG7Do28gw6k/,,W05lbGxpb3JkZV0KwqFBY2NpZGVudGFsbWVudGUgbWUgYXJyYXN0csOpIGhhc3RhIGVsIGZhbW9zbyBeRkYwMDAwSW5maWVybm8gQW50XjAwMDAwMCEgTm8gdGUgcGFyZXpjbyB1biBjb2JhcmRlLCDCv3ZlcmRhZD8=
nf8vAg,,W05lbGxpb3JkZV0KV2VsbCwgdGhlIGFudHMgd2VyZW4ndCB0aGUgb25seSBvbmVzIGxpdmluZyB0aGVyZS4gSSB3YXNuJ3QgYWZyYWlkIG9mIHRoZW0gYXQgYWxsLiBFeGNlcHQgd2hlbiB0aGV5IGF0dGFja2VkIGluIGdyb3Vwcy4=,,,,,W05lbGxpb3JkZV0KQmVtLCBuw6NvIHPDo28gc8OzIGFzIGZvcm1pZ2FzIHF1ZSB2aXZlbSBsw6EuIERlIGplaXRvIG5lbmh1bSBldSB0aW5oYSBtZWRvIGRlbGFzLiBFeGNldG8sIMOpIGNsYXJvLCBxdWFuZG8gYXRhY2F2YW0gZW0gZ3J1cG9zLg==,,W05lbGxpb3JkZV0KQnVlbm8sIGxhcyBob3JtaWdhcyBubyBlcmFuIGxhcyDDum5pY2FzIHF1ZSB2aXbDrWFuIGFsbMOtLiBObyBsZXMgdGVuw61hIG5pbmfDum4gbWllZG8uIEV4Y2VwdG8gY3VhbmRvIGF0YWNhYmFuIGVuIGdydXBvLg==
nv8vAg,,W05lbGxpb3JkZV0KV2hhdCBJIHdhcyByZWFsbHkgYWZyYWlkIG9mIHdhcyB0aGlzIHNvcnQgb2Ygc3RyYXdiZXJyeSBjb2xvcmVkIHRoaW5nLi4uIFBocmVlb25pIQ==,,,,,W05lbGxpb3JkZV0KTyBxdWUgcmVhbG1lbnRlIG1lIGRhdmEgbWVkbyBlcmEgYXF1ZWxlIHRpcG8gZGUuLi4gbMOtbmd1YS4uLiB2ZXJtZWxoYSBjb21vIG1vcmFuZ28uIEZyZWVvbmkh,,W05lbGxpb3JkZV0KTG8gcXVlIHJlYWxtZW50ZSB0ZW3DrWEgZXJhIGVzYSBlc3BlY2llIGRlIGNvc2EgZGUgY29sb3IgZnJlc2EuLi4gwqFQaHJlZW9uaSE=
n/8vAg,,W05lbGxpb3JkZV0KRm9ydHVuYXRlbHkgSSBzdXJ2aXZlZC4gSSBzdGlsbCBoYXZlIG5pZ2h0bWFyZXMgb2YgdGhhdCBodWdlIHRvbmd1ZS4=,,,,,W05lbGxpb3JkZV0KRmVsaXptZW50ZSwgZXUgc29icmV2aXZpIGludGVpcm8sIGVtYm9yYSBhaW5kYSB0ZW5oYSBwZXNhZGVsb3MgY29tIGFxdWVsYSBsw61uZ3VhIGVub3JtZS4=,,W05lbGxpb3JkZV0KQWZvcnR1bmFkYW1lbnRlIHNvYnJldml2w60uIFRvZGF2w61hIHRlbmdvIHBlc2FkaWxsYXMgZGUgZXNhIGVub3JtZSBsZW5ndWEu
oP8vAg,,W05lbGxpb3JkZV0KT25jZSBJIGdvdCBvdXQgb2YgdGhlcmUsIEkgY3JhdmVkIGh1bWFuIGNvbXBhbmlvbnNoaXAgYW5kIHRvIHJlc3RvcmUgbXkgc2Vuc2Ugb2Ygbm9ybWFsY3kuIFRoZSBjbG9zZXN0IHBsYWNlIHRoYXQgSSBrbmV3IHdhcyB0aGUgUGhhcm9zIExpZ2h0aG91c2Uu,,,,,W05lbGxpb3JkZV0KUXVhbmRvIGV1IHNhw60gZGUgbMOhLCBmaXF1ZWkgY29tIHZvbnRhZGUgZGUgZW50cmFyIGVtIGNvbnRhdG8gY29tIGdlbnRlIGUgcmVjdXBlcmFyIG8gbWV1IHNlbnNvIGRlIG5vcm1hbGlkYWRlLiBPIGx1Z2FyIG1haXMgcHLDs3hpbW8gcXVlIGV1IGNvbmhlY2lhIGVyYSBvIEZhcm9sIGRlIFBhcm9zLg==,,W05lbGxpb3JkZV0KVW5hIHZleiBxdWUgc2Fsw60gZGUgYWxsw60sIGFuc2lhYmEgY29tcGHDscOtYSBodW1hbmEgeSByZWN1cGVyYXIgbWkgc2VudGlkbyBkZSBsYSBub3JtYWxpZGFkLiBFbCBsdWdhciBtw6FzIGNlcmNhbm8gcXVlIGNvbm9jw61hIGVyYSBlbCBGYXJvIGRlIFBoYXJvcy4=
of8vAg,,W05lbGxpb3JkZV0KT25jZSBhZ2FpbiwgSSBkZWNpZGVkIHRvIHRyYXZlcnNlIHRoZSBkZXNlcnQsIGRlc3BpdGUgdGhlIGZhY3QgdGhhdCB0aGUgS2FmcmEgTGFkaWVzIHByb3ZpZGUgYSB2ZXJ5IGNvbnZlbmllbnQgdGVsZXBvcnQgc2VydmljZSB0aGVyZS4=,,,,,W05lbGxpb3JkZV0KTWFpcyB1bWEgdmV6LCBkZWNpZGkgYXRyYXZlc3NhciBvIGRlc2VydG8sIGFwZXNhciBkZSBhcyBNdWxoZXJlcyBkZSBLYWZyYSBvZmVyZWNlcmVtIHVtIHNlcnZpw6dvIGRlIHRlbGV0cmFuc3BvcnRlIG11aXRvIGNvbnZlbmllbnRlIGFsaS4=,,W05lbGxpb3JkZV0KVW5hIHZleiBtw6FzLCBkZWNpZMOtIGF0cmF2ZXNhciBlbCBkZXNpZXJ0bywgYSBwZXNhciBkZSBxdWUgbGFzIERhbWFzIGRlIEthZnJhIG9mcmVjZW4gYWxsw60gdW4gc2VydmljaW8gZGUgdGVsZXRyYW5zcG9ydGUgbXV5IGPDs21vZG8u
