QNAbAQ,,S2lk,,,,,Q3JpYW7Dp2E=,,S2lk
wNAbAQ,,W3swfV0KV2hhdCBkaWQgc2hlIHNlZSBiZWhpbmQKdGhlIHN0ZWVsIGRvb3IgaW4gdGhpcyBvbGQKdm9sY2Fubz8gSXQgbXVzdCBoYXZlIGJlZW4KZGFuZ2Vyb3VzLi4uIFNvbWV0aGluZwpyZWxhdGVkIHRvIHRoZSBSYWNoZWwgQXJteS4uLg==,,,,,W3swfV0KTyBxdWUgZWxhIHZpdSBhdHLDoXMKZGEgcG9ydGEgZGUgYcOnbyBkZXNzZSBhbnRpZ28KdnVsY8Ojbz8gRGV2ZSB0ZXIgc2lkbyBhbGdvCnBlcmlnb3NvLi4uIEFsZ3VtYSBjb2lzYQpyZWxhY2lvbmFkYSBhbyBFeMOpcmNpdG8gZGUgUmFjaGVsLi4u,,W3swfV0Kwr9RdcOpIGhhYnLDoSB2aXN0byBkZXRyw6FzIGRlCmxhIHB1ZXJ0YSBkZSBhY2VybyBlbiBlc3RlIHZpZWpvCnZvbGPDoW4/IERlYmUgaGFiZXIgc2lkbwphbGdvIHBlbGlncm9zby4uLiBBbGdvCnZpbmN1bGFkbyBhbCBlasOpcmNpdG8gZGUgUmFjaGVsLi4u
wdAbAQ,,W0xpdHRsZSBDdXJkaWVdCiAuLi5AQEAuLi4u,,,,,W0xpdHRsZSBDdXJkaWVdCi4uLkBAQC4uLi4=,,W1BlcXVlw7FhIEN1cmRpZV0KIC4uLkBAQC4uLg==
wtAbAQ,,TG9ja2VubG9jaw==,,,,,TG9ja2VubG9jaw==,,Uml6YXI=
w9AbAQ,,W3swfV0KRXhjdXNlIG1lLi4uPw==,,,,,W3swfV0KQ29tIGxpY2Vuw6dhLi4uPw==,,W3swfV0Kwr9EaXNjdWxwYS4uLj8=
xNAbAQ,,W0xvY2tzbWl0aCBMb2NrZW5sb2NrXQpIdWg/IEFycnJnaC4uLgpNeSBoZWFkLi4uIFdoYXQKZG8geW91IHdhbnQ/,,,,,W0NoYXZlaXJvIExvY2tlbmxvY2tdCkjDoz8gQXJycmdoLi4uCk1pbmhhIGNhYmXDp2EuLi4gTyBxdWUgdm9jw6ogcXVlcj8K,,W0NlcnJhamVybyBMb2NrZW5sb2NrXQrCv0VoPyDCoUF5eXkhCk1pIGNhYmV6YS4uLiDCv1F1w6kgCnF1aWVyZXM/
xdAbAQ,,W3swfV0KT2gsIEknZCBsaWtlCnRvIG1ha2UgYSBrZXku,,,,,W3swfV0KQWgsIGV1IGdvc3RhcmlhCmRlIGZhemVyIHVtYSBjaGF2ZS4=,,W3swfV0KRWgsIHF1aXNpZXJhCmhhY2VyIHVuYSBsbGF2ZS4=
xtAbAQ,,W0xvY2tzbWl0aCBMb2NrZW5sb2NrXQpLZXlzPyBZZWFoLCB5ZWFoLi4uClRoYXQncyB3aGF0IEkgZG8uCklmIHlvdSd2ZSBnb3QgdGhlIGxvY2ssCml0J2xsIGJlIGEgcGllY2Ugb2YgY2FrZS4=,,,,,W0NoYXZlaXJvIExvY2tlbmxvY2tdCkNoYXZlcz8gU2ltLCBzaW0uLi4Kw4kgaXNzbyBxdWUgZXUgZmHDp28uClNlIHZvY8OqIHRpdmVyIGEgZmVjaGFkdXJhLAp2YWkgc2VyIG1vbGV6YS4=,,W0NlcnJhamVybyBMb2NrZW5sb2NrXQrCv0xsYXZlcz8gU8OtLCBzw60uLi4KRXNlIGVzIG1pIHRyYWJham8uClNpIHRpZW5lcyBsYSBjZXJyYWR1cmEsCnNlcsOhIHBhbiBjb21pZG8u
x9AbAQ,,W0xvY2tzbWl0aCBMb2NrZW5sb2NrXQpVZ2gsIGJ1dCBJJ20gc28gdGhpcnN0eQphbmQgdGhpcyBoZWFkYWNoZSBpcwpraWxsaW5nIG1lLiBZb3UgbWluZApicmluZ2luZyBtZSBhIFllbGxvdwpQb3Rpb24gZmlyc3Q/,,,,,W0NoYXZlaXJvIExvY2tlbmxvY2tdClVnaCwgbWFzIGVzdG91IGNvbSB0YW50YSBzZWRlCmUgZXNzYSBkb3IgZGUgY2FiZcOnYSBlc3TDoQptZSBtYXRhbmRvLiBWb2PDqiBzZSBpbXBvcnRhIGRlCmRlIG1lIHRyYXplciB1bWEKUG/Dp8OjbyBBbWFyZWxhIHByaW1laXJvPw==,,W0NlcnJhamVybyBMb2NrZW5sb2NrXQpVZmYsIHBlcm8gdGVuZ28gbXVjaGEgc2VkCnkgc2UgbWUgcGFydGUKbGEgY2FiZXphLiDCv1RlIGltcG9ydGFyw61hCnRyYWVybWUgdW5hIFBvY2nDs24KYW1hcmlsbGEgcHJpbWVybz8=
yNAbAQ,,W3swfV0KU3VyZSwgSSBndWVzcy4KSSBjYW4gcGFydCB3aXRoIGp1c3QKMSBZZWxsb3cgUG90aW9uLgpIZXJlIHlvdSBnby4=,,,,,W3swfV0KQ2xhcm8sIHNlbSBwcm9ibGVtYS4KUG9zc28gbWUgZGVzZmF6ZXIgZGUgYXBlbmFzCjEgUG/Dp8OjbyBBbWFyZWxhLgpBcXVpIGVzdMOhLg==,,W3swfV0KU8OtLCBjcmVvIHF1ZSBwdWVkbyBoYWNlcmxvLgpQdWVkbyBkZXNoYWNlcm1lIGRlCjEgUG9jacOzbiBhbWFyaWxsYS4KQXF1w60gdGllbmVzLg==
ydAbAQ,,W0xvY2tzbWl0aCBMb2NrZW5sb2NrXQpBaCwgdGhhdCBoaXQgdGhlIHNwb3QhCldhaXQsIHdhaXQuLi4gTm93IEkgZmVlbApkaXp6eS4uLiBXaGF0J3MgZ29pbmcuLi4KV2hhdCdzIGdvaW5nIG9uLi4uPw==,,,,,W1NlcnJhbGhlaXJvIExvY2tlbmxvY2tdCkFoLCBlc3NhIGFjZXJ0b3UgZW0gY2hlaW8hCkVzcGVyZSwgZXNwZXJlLi4uIEFnb3JhIGVzdG91IG1lIHNlbnRpbmRvCnRvbnRvLi4uIE8gcXVlIGVzdMOhIGFjb250ZWNlbmRvLi4uCk8gcXVlIGVzdMOhIGFjb250ZWNlbmRvLi4uPw==,,W0NlcnJhamVybyBMb2NrZW5sb2NrXQpBaCwgwqFwZXJmZWN0byEKVW4gbW9tZW50by4uLiBBaG9yYSBlc3RveQptYXJlYWRvLi4uIMK/UGVybyBxdcOpLi4uCsK/UXXDqSBwYXNhLi4uPw==
ytAbAQ,,W0xvY2tzbWl0aCBMb2NrZW5sb2NrXQpPa2F5LCBva2F5Li4uCkknbSBhbHJpZ2h0IG5vdy4KU28gd2hhdCdkIHlvdSBzYXkgeW91Cm5lZWRlZD8gQSBrZXk/IERpZCB5b3UKYnJpbmcgdGhlIGxvY2sgd2l0aCB5b3U/,,,,,W0xvY2tzbWl0aCBMb2NrZW5sb2NrXQpDZXJ0bywgY2VydG8uLi4KRXN0b3UgYmVtIGFnb3JhLgpFbnTDo28sIG8gcXVlIHZvY8OqIGRpc3NlIHF1ZQpwcmVjaXNhdmE/IERlIHVtYSBjaGF2ZT8gVm9jw6oKdHJvdXhlIGEgZmVjaGFkdXJhPw==,,W0NlcnJhamVybyBMb2NrZW5sb2NrXQpCdWVubywgYnVlbm8uLi4KWWEgZXN0b3kgYmllbi4KRW50b25jZXMsIMK/cXXDqSBkaWppc3RlIHF1ZQpuZWNlc2l0YWJhcz8gwr9VbmEgbGxhdmU/IMK/VHJhamlzdGUKbGEgY2VycmFkdXJhIGNvbnRpZ28/
y9AbAQ,,W0xvY2tzbWl0aCBMb2NrZW5sb2NrXQpJJ20gYW4gZXhwZXJ0IGluIGNyYWZ0aW5nCmtleXMgYW5kIGxvY2tzLiBIZWxsLCBteSBsb2NrcwphcmUgc3Ryb25nIGVub3VnaCB0byBob2xkIGRvd24KYSBkcmFnb24sIHlvdSBrbm93IHRoYXQ/IEknbGwKaGF2ZSB5b3Uga25vdyB0aGF0IHRoZSBSYWNoZWwKQXJteSdzIGEgcmVndWxhciBjdXN0b21lcn4=,,,,,W0NoYXZlaXJvIExvY2tlbmxvY2tdClNvdSBlc3BlY2lhbGlzdGEgZW0gY3JpYXIKY2hhdmVzIGUgZmVjaGFkdXJhcy4gRGlhYm9zLCBtaW5oYXMgZmVjaGFkdXJhcwpzw6NvIGZvcnRlcyBvIHN1ZmljaWVudGUgcGFyYSBzZWd1cmFyCnVtIGRyYWfDo28sIHNhYmlhIGRpc3NvPyBBdMOpIG8gRXjDqXJjaXRvIGRlIFJhY2hlbArDqSB1bSBjbGllbnRlIHJlZ3VsYXIh,,W0NlcnJhamVybyBMb2NrZW5sb2NrXQpTb3kgZXhwZXJ0byBlbiBmYWJyaWNhcgpsbGF2ZXMgeSBjZXJyYWR1cmFzLiBNaXMgY2VycmFkdXJhcwpzb24gdGFuIGZ1ZXJ0ZXMgcXVlIHB1ZWRlbiByZXRlbmVyCmhhc3RhIHVuIGRyYWfDs24sIMK/c2Fiw61hcz8gVGUKY3VlbnRvIHF1ZSBlbCBlasOpcmNpdG8gZGUgUmFjaGVsCmVzIHVuIGNsaWVudGUgaGFiaXR1YWwu
zNAbAQ,,W3swfV0KKF4zMzMzMzNUaGlzIGd1eSBtYWRlIGxvY2tzIGZvcgp0aGUgUmFjaGVsIGFybXk/ISBJdCBtaWdodApub3QgYmUgYSBnb29kIGlkZWEgdG8gbGV0IGhpbQprbm93IHRoYXQgSSdtIHRyeWluZyB0byBmcmVlCm9uZSBvZiB0aGVpciBwcmlzb25lcnMuIFdobwprbm93cyBpZiBoZSdzIGxveWFsIHRvIHRoZW0/XjAwMDAwMCk=,,,,,W3swfV0KKF4zMzMzMzNFc3NlIGNhcmEgZmV6IGZlY2hhZHVyYXMgcGFyYSBvCkV4w6lyY2l0byBkZSBSYWNoZWw/ISBUYWx2ZXoKbsOjbyBzZWphIHVtYSBib2EgaWRlaWEgZGVpeMOhLWxvCnNhYmVyIHF1ZSBlc3RvdSB0ZW50YW5kbyBsaWJlcnRhcgp1bWEgcHJpc2lvbmVpcmEgZGVsZXMuIApWYWkgc2FiZXIgc2UgZWxlIMOpIGxlYWwgYSBlbGVzP14wMDAwMDAp,,W3swfV0KKF4zMzMzMzPCocK/RXN0ZSB0aXBvIGhpem8gY2VycmFkdXJhcwpwYXJhIGVsIGVqw6lyY2l0byBkZSBSYWNoZWw/ISBFcyBwb3NpYmxlIHF1ZQpubyBzZWEgYnVlbmEgaWRlYSBkZWNpcmxlCnF1ZSBlc3RveSB0cmF0YW5kbyBkZSBsaWJlcmFyCmEgdW5hIGRlIHN1cyBwcmlzaW9uZXJhcy4gwr9RdWnDqW4Kc2FiZSBzaSBubyBsZXMgZXMgbGVhbD9eMDAwMDAwKS4=
zdAbAQ,,W3swfV0KU28gd2hhdCBoYXBwZW5lZCB3YXMuLi4KSSBsb3N0IG15IGtleSwgYnV0IEkgY2FuJ3QKYnJpbmcgdGhlIGxvY2sgaGVyZSB3aXRoIG1lLgpJIHRoaW5rIEknZCBlbmQgdXAgYnJlYWtpbmcKaXQgaWYgSSBicm91Z2h0IGl0IHdpdGggbWUu,,,,,W3swfV0KRW50w6NvLCBvIHF1ZSBhY29udGVjZXUgZm9pLi4uCkV1IHBlcmRpIG1pbmhhIGNoYXZlLCBtYXMgbsOjbyBwb3Nzbwp0cmF6ZXIgYSBmZWNoYWR1cmEgY29taWdvLgpBY2hvIHF1ZSBhY2FiYXJpYSBxdWVicmFuZG8Kc2UgYSB0cm91eGVzc2UgY29taWdvLg==,,W3swfV0KQnVlbm8sIGxvIHF1ZSBwYXPDsyBmdWUuLi4KcXVlIHBlcmTDrSBtaSBsbGF2ZSwgcGVybyBubyBwdWVkbwp0cmFlciBsYSBjZXJyYWR1cmEgYXF1w60uCkNyZW8gcXVlIGFjYWJhcsOtYSBwb3Igcm9tcGVybGEKc2kgbGEgdHJhaWdvLg==
ztAbAQ,,W0xvY2tzbWl0aCBMb2NrZW5sb2NrXQpPaCwgeWVhaD8gTm8gcHJvYmxlbS4KSnVzdCB0YWtlIG1lIHRvIHRoZSBsb2NrLgpJJ2xsIGNoYXJnZSB5b3UgZXh0cmEsIHRob3VnaCwKZXNwZWNpYWxseSBzaW5jZSBteSBrbmVlcwphcmUgZ29pbmcgYmFkLiBTbyB3aGVyZQphcmUgd2UgZ29pbmcgZXhhY3RseT8=,,,,,W0NoYXZlaXJvIExvY2tlbmxvY2tdCkFoLCDDqT8gTsOjbyB0ZW0gcHJvYmxlbWEuCkJhc3RhIG1lIGxldmFyIGF0w6kgYSBmZWNoYWR1cmEuCk1hcyB2b3UgY29icmFyIG1haXMsCmVzcGVjaWFsbWVudGUgcG9ycXVlIG1ldXMgam9lbGhvcwplc3TDo28gZmljYW5kbyBydWlucy4gRW50w6NvLCBwYXJhIG9uZGUKbsOzcyB2YW1vcyBleGF0YW1lbnRlPw==,,W0NlcnJhamVybyBMb2NrZW5sb2NrXQpBaCwgwr9zw60/IE5vIGhheSBwcm9ibGVtYS4KTGzDqXZhbWUgaGFzdGEgbGEgY2VycmFkdXJhLgpBdW5xdWUgdGUgY29icmFyw6kgdW4gZXh0cmEsCmVuIGVzcGVjaWFsIHBvcnF1ZSBtZSBkdWVsZW4KbGFzIHJvZGlsbGFzLiBEaW1lLCDCv2TDs25kZQp2YW1vcyBleGFjdGFtZW50ZT8=
z9AbAQ,,W3swfV0KV2FpdCEKV2UgY2FuJ3QgZG8gdGhhdCE=,,,,,W3swfV0KRXNwZXJlIQpOw6NvIHBvZGVtb3MgZmF6ZXIgaXNzbyE=,,W3swfV0KwqFFc3BlcmEhCsKhTm8gcG9kZW1vcyBoYWNlciBlc28h
0NAbAQ,,W0xvY2tzbWl0aCBMb2NrZW5sb2NrXQpXaGF0IGRvIHlvdSBtZWFuPwpZb3UncmUgbm90IHRyeWluZyB0bwpvcGVuIHVwIGEgYmFuayBzYWZlCm9yIHNvbWV0aGluZywgYXJlIHlvdT8=,,,,,W0NoYXZlaXJvIExvY2tlbmxvY2tdCk8gcXVlIHZvY8OqIHF1ZXIgZGl6ZXIgY29tIGlzc28/ClZvY8OqIG7Do28gZXN0w6EgdGVudGFuZG8KYWJyaXIgbyBjb2ZyZSBkZSB1bSBiYW5jbwpvdSBhbGdvIGFzc2ltLCBlc3TDoT8=,,W0NlcnJhamVybyBMb2NrZW5sb2NrXQrCv1F1w6kgcXVpZXJlcyBkZWNpcj8KTm8gaW50ZW50YXLDoXMKYWJyaXIgbGEgY2FqYSBmdWVydGUgZGUgdW4gYmFuY28KbyBhbGdvIGFzw60sIMK/bm8/
0dAbAQ,,W3swfV0KTm8sIGl0J3Mgbm90aGluZyBsaWtlCnRoYXQhIEl0J3MganVzdCB0aGF0IHRoZSBsb2NrCmlzIGluIGEgZGFuZ2Vyb3VzIHBsYWNlLgpUaGlzIGlzIHJlYWxseSBpbXBvcnRhbnQuLi4KUGxlYXNlLCB5b3UgaGF2ZSB0byBoZWxwIG1lIQ==,,,,,W3swfV0KTsOjbywgbsOjbyDDqSBuYWRhIGRpc3NvIQrDiSBxdWUgYSBmZWNoYWR1cmEKZXN0w6EgZW0gdW0gbG9jYWwgcGVyaWdvc28uCklzc28gw6kgbXVpdG8gaW1wb3J0YW50ZS4uLgpQb3IgZmF2b3IsIHZvY8OqIHByZWNpc2EgbWUgYWp1ZGFyIQ==,,W3swfV0KTm8sIMKhbm8gZXMgbmFkYSBkZQplc28hIEVzIHNvbG8gcXVlIGxhIGNlcnJhZHVyYQplc3TDoSBlbiB1biBsdWdhciBwZWxpZ3Jvc28uCkVzIG11eSBpbXBvcnRhbnRlLi4uCsKhUG9yIGZhdm9yLCBhecO6ZGFtZSE=
0tAbAQ,,W0xvY2tzbWl0aCBMb2NrZW5sb2NrXQpIdWguIFdlbGwsIGJvdHRvbSBsaW5lLApJIGNhbid0IG1ha2UgYSBrZXkgd2l0aG91dApsb29raW5nIGF0IHRoZSBsb2NrLiBMZXQgbWUKdGhpbmsgb2YgYSB3YXkgSSBjYW4gaGVscCB5b3UuCkdpdmUgbWUgYSBzZWNvbmQsIHdpbGwgeW91Pw==,,,,,W0NoYXZlaXJvIExvY2tlbmxvY2tdCkh1bS4gQm9tLCByZXN1bWluZG8sCmV1IG7Do28gcG9zc28gZmF6ZXIgdW1hIGNoYXZlIHNlbQpvbGhhciBwYXJhIGEgZmVjaGFkdXJhLiBEZWl4ZS1tZQpwZW5zYXIgZW0gdW1hIG1hbmVpcmEgZGUgYWp1ZMOhLWxvLgpTw7MgdW0gc2VndW5kbywgZXN0w6EgYmVtPw==,,W0NlcnJhamVybyBMb2NrZW5sb2NrXQpNbW0uIEJ1ZW5vLCBlbiByZXN1bWVuLApubyBwdWVkbyBoYWNlciB1bmEgbGxhdmUgc2luCm1pcmFyIGxhIGNlcnJhZHVyYS4gRMOpamFtZQpwZW5zYXIgY8OzbW8gcHVlZG8gYXl1ZGFydGUuCkRhbWUgdW4gbWludXRvLCDCv3PDrT8=
09AbAQ,,W0xvY2tzbWl0aCBMb2NrZW5sb2NrXQouLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uCldlbGwsIEkgZ3Vlc3MgeW91IGNhbiB0cnkKdG8gbWFrZSBhIG1vbGQgb2YgdGhlIGxvY2suCkl0J2xsIGhhdmUgdG8gYmUgcGVyZmVjdCwgc28KdGhpcydsbCBnZXQgcHJldHR5IGV4cGVuc2l2ZS4=,,,,,W0NoYXZlaXJvIExvY2tlbmxvY2tdCi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4KQ2VydG8sIGFjaG8gcXVlIHZvY8OqIHBvZGUgdGVudGFyCmZhemVyIHVtIG1vbGRlIGRhIGZlY2hhZHVyYS4KVmFpIHRlciBxdWUgc2VyIHBlcmZlaXRvLCBlbnTDo28KaXNzbyB2YWkgZmljYXIgYmVtIGNhcm8u,,W0NlcnJhamVybyBMb2NrZW5sb2NrXQouLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uLi4uCkJ1ZW5vLCBwb2Ryw61hcyBpbnRlbnRhcgpoYWNlciB1biBtb2xkZSBkZSBsYSBjZXJyYWR1cmEuClRpZW5lIHF1ZSBlc3RhciBwZXJmZWN0bywKYXPDrSBxdWUgc2UgZW5jYXJlY2Vyw6Eu
1NAbAQ,,W0xvY2tzbWl0aCBMb2NrZW5sb2NrXQpHbyB0byB0aGUgbWFya2V0IGFuZApmaW5kIGEgbGFkeSBzZWxsaW5nIG9yZ2FuaWMKc29hcCBhbmQgZ2V0IGEgYm90dGxlIG9mCkNoYW1lbGVwdSBTb2FwLiBZb3Ugd2lsbApuZWVkIHRoYXQgZXhhY3QgdHlwZSBvZiBzb2FwOgpub3RoaW5nIGVsc2Ugd2lsbCBkby4=,,,,,W0NoYXZlaXJvIExvY2tlbmxvY2tdClbDoSBhdMOpIG8gbWVyY2FkbyBlCmVuY29udHJlIHVtYSBzZW5ob3JhIHZlbmRlbmRvIHNhYsOjbyBvcmfDom5pY28KZSBwZWd1ZSB1bWEgZ2FycmFmYSBkZQpTYWLDo28gQ2hhbWVsZXB1LiAKVm9jw6ogcHJlY2lzYSBleGF0YW1lbnRlIGRlc3NlIHRpcG8gZGUgc2Fiw6NvOgpuYWRhIG1haXMgdmFpIHNlcnZpci4=,,W0NlcnJhamVybyBMb2NrZW5sb2NrXQpWZSBhbCBtZXJjYWRvLCBidXNjYQphIHVuYSBkYW1hIHF1ZSB2ZW5kZQpqYWLDs24gb3Jnw6FuaWNvIHkgY8OzbXByYWxlIHVuYSBib3RlbGxhIGRlCmphYsOzbiBkZSBjaGFtZWxlcHUuIE5lY2VzaXRhcsOhcwplc2UgdGlwbyBleGFjdG8gZGUgamFiw7NuOgpuYWRhIG3DoXMgc2Vydmlyw6Eu
1dAbAQ,,W3swfV0KQ2hhbWVscHUgU29hcD8KV2hhdCBpcyB0aC0t,,,,,W3swfV0KU2Fiw6NvIENoYW1lbGVwdSA/Ck8gcXVlIMOpIGlzc28/,,W3swfV0Kwr9KYWLDs24gZGUgY2hhbWVsZXB1PwrCv1F1w6kgZXMgZWwgamEuLi4=
1tAbAQ,,W0xvY2tzbWl0aCBMb2NrZW5sb2NrXQpObyB0aW1lIHRvIGV4cGxhaW4uCllvdSdkIGJldHRlciBodXJyeSBhbmQKZmluZCBoZXIgYmVmb3JlIHNoZSBjbG9zZXMKc2hvcCBmb3IgdGhlIGRheS4gVGhlIHNob3AKb3duZXIncyBhIGJlYXV0eSwgc28gaXQnbGwKYmUgdG91Z2ggZm9yIHlvdSB0byBtaXNzIGhlci4=,,,,,W0NoYXZlaXJvIExvY2tlbmxvY2tdCk7Do28gaMOhIHRlbXBvIHBhcmEgZXhwbGljYXIuCsOJIG1lbGhvciB2b2PDqiBzZSBhcHJlc3NhciBlCmVuY29udHLDoS1sYSBhbnRlcyBxdWUgZWxhIGZlY2hlCmEgbG9qYSBwb3IgaG9qZS4gCkEgZG9uYSBkYSBsb2phIMOpIHVtYSBiZWxlemEsIGVudMOjbwp2YWkgc2VyIGbDoWNpbCBlbmNvbnRyw6EtbGEu,,W0NlcnJhamVybyBMb2NrZW5sb2NrXQpObyBoYXkgdGllbXBvIHBhcmEgZXhwbGljYXJsby4KTWVqb3IgYXByZXPDunJhdGUgeQplbmN1w6ludHJhbGEgYW50ZXMgZGUgcXVlIGNpZXJyZQpzdSB0aWVuZGEgcG9yIGhveS4gTGEgZHVlw7FhCmRlIGxhIHRpZW5kYSBlcyBiZWxsw61zaW1hLCBhc8OtIHF1ZQpsYSBlbmNvbnRyYXLDoXMgZsOhY2lsLg==
19AbAQ,,W3swfV0KLi4uLi4uLi4uLi4=,,,,,W3swfV0KLi4uLi4uLi4uLi4=,,W3swfV0KLi4uLi4uLi4uLi4=
2NAbAQ,,XjMzNTVGRkl0J3MgYSBkcnVua2FyZC4uLgpUaGlzIG1hbiBtdXN0IGJlIHRoZQpNci4gTG9ja2VubG9jayB0aGF0IHlvdSBzZWVrLgpZb3UnZCBiZXR0ZXIgZm9sbG93IFRvYnkncwphZHZpY2UgYW5kIGJyaW5nIHRoaXMgbWFuCmEgWWVsbG93IFBvdGlvbiBmaXJzdC5eMDAwMDAw,,,,,XjMzNTVGRsOJIHVtIGJlYnVtLi4uCkVzdGUgaG9tZW0gZGV2ZSBzZXIgbwpTci4gTG9ja2VubG9jayBxdWUgdm9jw6ogcHJvY3VyYS4Kw4kgbWVsaG9yIHZvY8OqIHNlZ3VpciBvIGNvbnNlbGhvIGRvIFRvYnkKZSBsZXZhciBwYXJhIGVzc2UgaG9tZW0KdW1hIFBvw6fDo28gQW1hcmVsYSBwcmltZWlyby5eMDAwMDAw,,XjMzNTVGRkVzIHVuIGJvcnJhY2hvLi4uCkVzdGUgaG9tYnJlIGRlYmUgZGUgc2VyIGVsCnNlw7FvciBMb2NrZW5sb2NrIHF1ZSBidXNjYXMuCk1lam9yIHNpZ3VlIGVsIGNvbnNlam8gZGUKVG9ieSB5IHRyw6FlbGUgYSBlc3RlIGhvbWJyZQp1bmEgUG9jacOzbiBhbWFyaWxsYSBwcmltZXJvLl4wMDAwMDA=
2dAbAQ,,XjMzNTVGRkl0J3MgYSBkcnVua2FyZC4uLgpUaGUgc2NlbnQgb2YgcHVyZQphbGNvaG9sIHdhZnRzIGFyb3VuZCBoaW0uClRoZXJlJ3MgYSBjZXJ0YWluIGJlYXV0eQp0byBoaXMgZGlzaGV2ZWxlZCBtaXNlcnkuXjAwMDAwMA==,,,,,XjMzNTVGRsOJIHVtIGJlYnVtLi4uCk8gY2hlaXJvIGRlIMOhbGNvb2wgcHVybwpwYWlyYSBhbyBzZXUgcmVkb3IuCkjDoSB1bWEgY2VydGEgYmVsZXphCmVtIHN1YSBtaXPDqXJpYSBkZXNvcmRlbmFkYS5eMDAwMDAw,,XjMzNTVGRkVzIHVuIGJvcnJhY2hvLi4uCkxvIHJvZGVhIHVuIGFyb21hCmRlIGFsY29ob2wgcHVyby4KSGF5IHVuYSBjaWVydGEgYmVsbGV6YQplbiBzdSBkZXNncmXDsWFkYSBtaXNlcmlhLl4wMDAwMDA=
2tAbAQ,,W0xvY2tzbWl0aCBMb2NrZW5sb2NrXQpHbyB0byB0aGUgbWFya2V0IGFuZApmaW5kIGEgbGFkeSBzZWxsaW5nIG9yZ2FuaWMKc29hcC4gWW91IG5lZWQgdG8gZ2V0IGEgYm90dGxlCm9mIENoYW1lbGVwdSBTb2FwLiBZb3Ugd2lsbApuZWVkIHRoYXQgZXhhY3QgdHlwZSBvZiBzb2FwOgpub3RoaW5nIGVsc2Ugd2lsbCBkby4=,,,,,W0NoYXZlaXJvIExvY2tlbmxvY2tdClbDoSBhdMOpIG8gbWVyY2FkbyBlCmVuY29udHJlIHVtYSBzZW5ob3JhIHZlbmRlbmRvIHNhYsOjbyBvcmfDom5pY28Kc2Fiw6NvIG9yZ8Oibmljby4gVm9jw6ogcHJlY2lzYSBwZWdhciB1bWEgZ2FycmFmYQpkZSBTYWLDo28gQ2hhbWVsZXB1LgpWb2PDqiBwcmVjaXNhIGV4YXRhbWVudGUgZGVzc2UgdGlwbyBkZSBzYWLDo286Cm5hZGEgbWFpcyB2YWkgc2VydmlyLg==,,W0NlcnJhamVybyBMb2NrZW5sb2NrXQpWZSBhbCBtZXJjYWRvLCBidXNjYQphIHVuYSBkYW1hIHF1ZSB2ZW5kZQpqYWLDs24uIFRpZW5lcyBxdWUgY29uc2VndWlyIHVuYSBib3RlbGxhCmRlIGphYsOzbiBkZSBjaGFtZWxlcHUuIE5lY2VzaXRhcsOhcwplc2UgdGlwbyBleGFjdG8gZGUgamFiw7NuOgpuYWRhIG3DoXMgc2Vydmlyw6Eu
29AbAQ,,W0xvY2tzbWl0aCBMb2NrZW5sb2NrXQpPaCwgc28geW91J3JlIGZpbmFsbHkKYmFjayB3aXRoIHRoZSBDaGFtZWxwdQpTb2FwLiBXaGF0IHRvb2sgc28gbG9uZz8KQWxsIHlvdSBoYWQgdG8gZG8gd2FzIGdvCnRvIHRoZSBtYXJrZXQgYW5kIGJ1eSBpdC4=,,,,,W0NoYXZlaXJvIExvY2tlbmxvY2tdCkFoLCBlbnTDo28gdm9jw6ogZmluYWxtZW50ZQp2b2x0b3UgY29tIG8gU2Fiw6NvIENoYW1lbGVwdQpQb3IgcXVlIGRlbW9yb3UgdGFudG8/ClR1ZG8gbyBxdWUgdm9jw6ogdGluaGEgcXVlIGZhemVyIGVyYSBpcgphbyBtZXJjYWRvIGUgY29tcHLDoS1sby4=,,W0NlcnJhamVybyBMb2NrZW5sb2NrXQpBaCwgYWwgZmluIHJlZ3Jlc2FzdGUKY29uIGVsIGphYsOzbiBkZQpjaGFtZWxlcHUuIMK/UG9yIHF1w6kgdGFyZGFzdGUgdGFudG8/ClNvbG8gdGVuw61hcyBxdWUgaXIKYWwgbWVyY2FkbyB5IGNvbXByYXJsby4=
