YOXaAg,,Q2hhaW5oYXJ0,,,,,THVjIFRvbXdh,,Q29yYXrDs24gZGUgY2FkZW5h
zuXaAg,,Wz9dCldoZW4gSSBzdGVwcGVkIG9uCnRoZSBwbGF0Zm9ybSBpbiBmcm9udCBvZiB0aGF0Li4uCmh1bWFuIHN0YXR1ZS4uLiBpdCBhYnNvcmJlZCBteSBlbmVyZ3kKdGhyb3VnaCB0aGUgcGxhdGZvcm0uLi4KT3Igc28gaXQgYXBwZWFyZWQuLi4=,,,,,Wz9dClF1YW5kbyBwaXNlaSBuYSBiYXNlIGRlc3NhIGVzdMOhdHVhLCBhIGVuZXJnaWEgcXVlIGV1IHRpbmhhIHJldW5pZG8gZSBhcHJlbmRpZG8gZm9pIGFic29ydmlkYS4=,,W8K/P10KQ3VhbmRvIHN1YsOtIGEKbGEgcGxhdGFmb3JtYSBmcmVudGUgYSBlc2EuLi4KZXN0YXR1YSBodW1hbmEuLi4gYWJzb3JiacOzIG1pIGVuZXJnw61hCmEgdHJhdsOpcyBkZSBsYSBwbGF0YWZvcm1hLi4uCk8gZXNvIHBhcmVjw61hLi4u
z+XaAg,,Wz9dCkFuZC4uLiB0aGUgbW9yZSBlbmVyZ3kgSSBsb3N0LAp0aGUgbW9yZSBwaWVjZXMgb2Yga25vd2xlZGdlCmVudGVyZWQgbXkgYnJhaW4sIHB1c2hpbmcgYXdheQp0aGUgZGFyayBjbG91ZHMgaW4gdGhlcmUuLi4gQXMgYSBzY2hvbGFyLApJJ2QgbmV2ZXIgZmVsdCBzbyBleGNpdGVkLi4u,,,,,Wz9dCk1hcywgY29tIGEgZW5lcmdpYSBzZW5kbyBhYnNvcnZpZGEsIGNvbWVjZWkgYSBvYnRlciBjb25oZWNpbWVudG9zIHF1ZSBldSBuw6NvIHRpbmhhIGFudGVzLg==,,W8K/P10KWS4uLiBjdWFudGEgbcOhcyBlbmVyZ8OtYSBwZXJkw61hLAptw6FzIGNvbm9jaW1pZW50b3MKZW50cmFiYW4gZW4gbWkgY2VyZWJybywgZGlzcGVyc2FuZG8KbGFzIG51YmVzIG9zY3VyYXMgcXVlIGxvIGN1YnLDrWFuLi4uIENvbW8gRXJ1ZGl0bywKbnVuY2EgaGFiw61hIHNlbnRpZG8gdGFudG8gZW50dXNpYXNtby4uLg==
0OXaAg,,Wz9dCkJ1dC4uLiB0aGUgbW9yZSBJIGV4Y2l0ZWQKYXMgYSBzY2hvbGFyLCB0aGUgd2Vha2VyIEkgYmVjYW1lCmFzIGEgaHVtYW4uLi4gSW4gdGhlIGVuZCwKSSBsb3N0IG15IGJvZHkuIFdvcnNlIHN0aWxsLApteSBtaW5kIHNoYXR0ZXJlZAphbmQgc2NhdHRlcmVkLi4u,,,,,Wz9dCk1hcyB0ZXZlIHVtIHByZcOnby4gQ29tIG8gY29uaGVjaW1lbnRvLCBjb21lY2VpIGEgcGVyZGVyIG1pbmhhIGh1bWFuaWRhZGUuClBlcmRpIG1ldSBjb3JwbyBlIGEgw7puaWNhIGNvaXNhIHF1ZSBldSB0aW5oYSBlcmEgbWV1IGVzcMOtcml0by4=,,W8K/P10KUGVyby4uLiBjdWFudG8gbcOhcyBtZSBlbnR1c2lhc21hYmEKY29tbyBFcnVkaXRvLCBtw6FzIG1lIGRlYmlsaXRhYmEKY29tbyBzZXIgaHVtYW5vLi4uIEFsIGZpbmFsLApwZXJkw60gbWkgY3VlcnBvLiBZIGxvIHBlb3IgZXMgcXVlCm1pIG1lbnRlIHNlIGZyYWdtZW50w7MKeSBzZSBkaXNwZXJzw7MuLi4=
0eXaAg,,Wz9dCkkgaGF2ZSBubyByZWdyZXRzIGZvcgpnaXZpbmcgdXAgbXkgYm9keSwgYnV0IEknbQphbmdyeSB0aGF0IEkgaGF2ZSBubyBtb3JlIGJvZGllcwp0byB1c2UgdG8gZ2FpbiBtb3JlIGtub3dsZWRnZS4uLg==,,,,,Wz9dCk7Do28gbWUgYXJyZXBlbmRvIGRlIHRlciBvYnRpZG8gbyBjb25oZWNpbWVudG8uIEV1IHPDsyBxdWVyaWEgcG9kZXIgdGVyIG1ldSBjb3JwbyBkZSB2b2x0YS4=,,W8K/P10KTm8gbWUgYXJyZXBpZW50byBkZQpoYWJlciByZW51bmNpYWRvIGEgbWkgY3VlcnBvLCBwZXJvIG1lCmVuZnVyZWNlIG5vIHRlbmVyIG3DoXMgY3VlcnBvcwpxdWUgcHVlZGEgdXNhciBwYXJhIGFkcXVpcmlyIG3DoXMgY29ub2NpbWllbnRvcy4uLg==
0uXaAg,,Wz9dCkFmdGVyIEkgZmlsbGVkIHRoYXQgaHVtYW4gc3RhdHVlCndpdGggbXkgZW5lcmd5Li4uIEkgd2FudGVkIHRvCmdvIHRvIHRoZSBvdGhlciBodW1hbiBzdGF0dWUuLi4=,,,,,Wz9dCkRlcG9pcyBkZSBwYXNzYXIgbWluaGEgZW5lcmdpYSBwYXJhIGEgZXN0w6F0dWEsIHBlcmNlYmkgcXVlIHBvZGlhIG1vdmVyIGVzc2EgZW5lcmdpYSBwYXJhIGVzdMOhdHVhcyBkaWZlcmVudGVzLg==,,W8K/P10KRGVzcHXDqXMgZGUgbGxlbmFyIGVzYSBlc3RhdHVhIGh1bWFuYQpjb24gbWkgZW5lcmfDrWEuLi4gcXVpc2UKaXIgYSBsYSBvdHJhIGVzdGF0dWEgaHVtYW5hLi4u
0+XaAg,,LSBJIHN0aWxsIGNhbiBmZWVsIG15IGVuZXJneSAtCi0gbGVhdmluZyBteSBib2R5LiAtCi0gVGhpcyBlbmVyZ3kgdGhhdCBJJ20gbG9zaW5nIC0KLSBtdXN0IGJlIHdoYXQgcGVvcGxlIGNhbGwgLQotIG1hbmEuIC0=,,,,,LSBEZSByZXBlbnRlLCBzaW50byBxdWUgYSBlbmVyZ2lhIGVzdMOhIC0KLSBlc2NhcGFuZG8gZGUgdG9kbyBvIG1ldSBjb3Jwby4gLQotIE8gcXVlIGVzdMOhIGFjb250ZWNlbmRvPyAt,,KFRvZGF2w61hIHB1ZWRvIHNlbnRpciBjw7NtbyBtaSBlbmVyZ8OtYQphYmFuZG9uYSBtaSBjdWVycG8uCkVzdGEgZW5lcmfDrWEgcXVlIGVzdG95IHBlcmRpZW5kbwpkZWJlIHNlciBsbyBxdWUgbGEgZ2VudGUgbGxhbWEKbWFuw6EpLg==
1OXaAg,,LSBXaGF0IG1hdHRlcnMuLi4gaXMgLQotIGZpbmRpbmcgdGhlIGdhdGUgb2YgdHJ1dGguIC0KLSBUaGlzIHVyZ2UgLQotIGlzIGNvbnN1bWluZyBtZS4gLQ==,,,,,LSBFbmNvbnRyZSBhIHBvcnRhIGRhIHZlcmRhZGUuIC0KLSDDiSBhIGZvbnRlIGRvIC0KLSBkcmVubyBkZSBlbmVyZ2lhLiAt,,KExvIHF1ZSBpbXBvcnRhLi4uCmVzIGVuY29udHJhciBsYSBwdWVydGEgZGUgbGEgdmVyZGFkLgpFc3RlIGltcHVsc28KbWUgZXN0w6EgY29uc3VtaWVuZG8pLg==
1eXaAg,,LSBTdWRkZW5seSwgSSBmZWVsIHdlYWsgLQotIGFzIG15IGVuZXJneSBpcyBkcmFpbmVkIG91dCBvZiBtZS4gLQotIFdoYXQncyBoYXBwZW5pbmcgdG8gbWU/IC0=,,,,,LSBEZSByZXBlbnRlLCBzaW50byBxdWUgYSBlbmVyZ2lhIGVzdMOhIC0KLSBlc2NhcGFuZG8gZG8gbWV1IGNvcnBvLiAtCi0gTyBxdWUgZXN0w6EgYWNvbnRlY2VuZG8/IC0=,,KERlIHJlcGVudGUsIG1lIHNpZW50byBkw6liaWwsCmNvbW8gc2kgbWUgZXN0dXZpZXJhbiBkcmVuYW5kbyBsYSBlbmVyZ8OtYS4Kwr9RdcOpIG1lIGVzdMOhIHN1Y2VkaWVuZG8/KS4=
1uXaAg,,LSBBIG15c3RlcmlvdXMgdm9pY2UgLQotIHN0YXJ0cyBlY2hvaW5nIC0KLSBpbiBteSBoZWFkLiBXaGF0IGlzIGl0PyAt,,,,,LSBEZSByZXBlbnRlLCB1bWEgdm96IC0KLSBkZXNjb25oZWNpZGEgZWNvYSBlbSBtaW5oYSBjYWJlw6dhLiAtCi0gTyBxdWUgw6kgaXNzbz8gLQ==,,KFVuYSB2b3ogbWlzdGVyaW9zYQplbXBpZXphIGEgcmVzb25hcgplbiBtaSBjYWJlemEuIMK/UXXDqSBzdWNlZGU/KS4=
1+XaAg,,LSBIb3cgdG8gbWFpbnRhaW4gbWVjaGFuaWNhbCBkZXZpY2VzLiAtCi0gSG93IHRvIGFic29yYiBtYW5hLiAtCi0gSG93IHRvIGFjdGl2YXRlIHRoZSBodW1hbiBzdGF0dWVzIC0KLSBieSBzYWNyaWZpY2luZyB0aGUgbWFzc2VzIG9mIGVuZXJneSBjYWxsZWQgaHVtYW5zLi4uIC0=,,,,,LSBVc28gZGUgbcOhcXVpbmFzLCAtCi0gYWJzb3LDp8OjbyBkZSBwb2RlciBtw6FnaWNvLCAtCi0gdW1hIG9mZXJlbmRhIGRlIHNhY3JpZsOtY2lvcywgLQotIGEgZXN0w6F0dWEgZGUgdW0gaHVtYW5vLiAt,,KEPDs21vIHB1ZWRvIG1hbnRlbmVyIGxvcyBkaXNwb3NpdGl2b3MgbWVjw6FuaWNvcy4KQ8OzbW8gcHVlZG8gYWJzb3JiZXIgbWFuw6EuCkPDs21vIHB1ZWRvIGFjdGl2YXIgbGFzIGVzdGF0dWFzIGh1bWFuYXMKc2FjcmlmaWNhbmRvIGVzb3MgY8O6bXVsb3MgZGUgZW5lcmfDrWEgbGxhbWFkb3MgaHVtYW5vcy4uLiku
2OXaAg,,LSBCdXQgbW9zdCBvZiBhbGwsIC0KLSBJIHN0YXJ0IGhhdmluZyB0aGlzIHN0cmFuZ2UgdXJnZSAtCi0gdG8gZmluZCB0aGUgZ2F0ZSBvZiB0cnV0aCAtCi0gYWZ0ZXIgYWxsIHRoaXMuIC0=,,,,,LSBPIG1haXMgY2VydG8gZGUgdHVkbyDDqSBxdWUgLQotIGNvbWVjZWkgYSBzZW50aXIgbyBkZXNlam8gLQotIGRlIGlyIGF0w6kgYSBwb3J0YSBkYSB2ZXJkYWRlLiAt,,KFBlcm8sIHNvYnJlIHRvZG8sCmVtcGllem8gYSBzZW50aXIgdW4gZXh0cmHDsW8gaW1wdWxzbwpwYXJhIGVuY29udHJhciBsYSBwdWVydGEgZGUgbGEgdmVyZGFkCmRlc3B1w6lzIGRlIHRvZG8gZXN0byku
2eXaAg,,LSBFYXJsaWVyLCBJIGZlbHQgLQotIG15IGVuZXJneSBsZWF2aW5nLCAtCi0gYnV0IG5vdywgSSBkb24ndCBmZWVsIC0KLSBhbnl0aGluZy4gLQ==,,,,,LSBFdSBzZW50aWEgcXVlIGEgZW5lcmdpYSAtCi0gZXN0YXZhIHNlbmRvIHN1Z2FkYSwgLQotIG1hcyBhZ29yYSBldSBuw6NvIC0KLSBzaW50byBuYWRhLiAt,,KEFudGVzIHNlbnTDrWEKY8OzbW8gbWkgZW5lcmfDrWEgbWUgYWJhbmRvbmFiYSwKcGVybyBhaG9yYSBubyBzaWVudG8KbmFkYSku
2uXaAg,,LSBJIGhhdmUgbm8gbW9yZSBidXNpbmVzcyBoZXJlLiAtCi0gSSBzaG91bGQgZ28gY2hlY2sgdGhlIHBsYXRmb3JtIGluIHRoZSBzb3V0aC4gLQ==,,,,,LSBWw6EgYXTDqSBhIHBhcnRlIHN1bCAtCi0gZGEgYmFzZSByYXBpZGFtZW50ZS4gLQ==,,KFlhIG5vIG1lIHF1ZWRhIG5hZGEgcG9yIGhhY2VyIGFxdcOtLgpEZWJlcsOtYSBpciBhIGJ1c2NhciBsYSBwbGF0YWZvcm1hIGRlbCBzdXIpLg==
2+XaAg,,LSBBdCB0aGUgc2FtZSB0aW1lLCAtCi0gdGhlIHN0cm9uZyB1cmdlIHRoYXQgLQotIGhhcyBwcm9wZWxsZWQgbWUgLQotIHRvIGNvbWUgaGVyZSBkaXNhcHBlYXJzLCAtCi0gbGVhdmluZyBtZSBmZWVsaW5nIG1vcmUgbGlrZSBteXNlbGYgbm93LiAt,,,,,LSBTaW50byBxdWUgYSByYXrDo28gLQotIGVzdMOhIHZvbHRhbmRvIGEgbWltLiAt,,KEFsIG1pc21vIHRpZW1wbywKbGEgZnVlcnRlIGFuc2lhIHF1ZQptZSBpbXB1bHPDswphIHZlbmlyIGFxdcOtIGRlc2FwYXJlY2UsCnkgdnVlbHZvIGEgc2VudGlybWUgZW4gY29udHJvbCBkZSBtaSBjdWVycG8pLg==
3OXaAg,,LSBJIHJlYWxpemUgSSB3YXMga2lsbGluZyBteXNlbGYgLQotIG92ZXIgdGhlIGVjc3Rhc3kgb2Yga25vd2xlZGdlIC0KLSBhbmQgdHJ5IHRvIHJlbGVhc2UgbXlzZWxmIC0KLSBmcm9tIHRoZSBwbGF0Zm9ybS4gLQotIFN1ZGRlbmx5IGEgbGlnaHQgc2hpbmVzIGluIGZyb250IG9mIG1lLCBhbmQgaXQncy4uLiAt,,,,,LSBBY2hvIHF1ZSBlc3RvdSBtZSB0b3JuYW5kbyAtCi0gYSBvZmVyZW5kYSBkbyBzYWNyaWbDrWNpby4gLQ==,,KE1lIGRveSBjdWVudGEgZGUgcXVlIG1lIGVzdG95IGRlamFuZG8gbW9yaXIKcG9yIGVsIMOpeHRhc2lzIGRlbCBjb25vY2ltaWVudG8KeSB0cmF0byBkZSBsaWJlcmFybWUKZGUgbGEgcGxhdGFmb3JtYS4KRGUgcmVwZW50ZSwgdW5hIGx1eiBicmlsbGEgZGVsYW50ZSBkZSBtw60sIHkgZXMuLi4pLg==
3eXaAg,,LSBPbmNlIGFnYWluLCBhIHZvaWNlIC0KLSBlY2hvZXMgdGhyb3VnaCBteSBtaW5kLiAtCi0gVGhpcyBvbmUncyBkaWZmZXJlbnQgLQotIGZyb20gdGhlIGxhc3Qgb25lLCAtCi0gYW5kIG11Y2ggc3Ryb25nZXIuIC0=,,,,,LSBNYWlzIHVtYSB2ZXosIHVtYSB2b3ogZWNvYSAtCi0gZW0gbWluaGEgY2FiZcOnYS4gLSBEZXN0YSB2ZXosIMOpLQotIGRpZmVyZW50ZSwgw6kgYSAtCi0gdm96IGRlIHVtYSBwZXNzb2EgbWFyYXZpbGhvc2EuIC0=,,KFVuYSB2ZXogbcOhcywgdW5hIHZvegpyZXN1ZW5hIGVuIG1pIG1lbnRlLgpFc3RhIGVzIGRpZmVyZW50ZQpkZSBsYSDDumx0aW1hCnkgbXVjaG8gbcOhcyBmdWVydGUpLg==
3uXaAg,,SSBrbm93IHlvdSBjYW1lIGFsbCB0aGUgd2F5IGhlcmUsCmZvbGxvd2luZyB0aGUga25vd2xlZGdlCnlvdSB3YW50ZWQuIFlvdSBodW1hbnMgYXJlCnN1Y2ggd2VhayBjcmVhdHVyZXMgdGhhdCB5b3UgYWJob3IKaWdub3JhbmNlLiBZb3Ugd2FudCB0byBkbyBldmVyeXRoaW5nCnlvdSBjYW4gdG8gZ2V0IHJpZCBvZiB0aGF0IHVuY2VydGFpbnR5CnRoYXQgeW91IGNhbGwgaWdub3JhbmNlIGZyb20geW91ciBtaW5kcy4=,,,,,U2VpIHF1ZSB2b2PDqiB2ZWlvIGF0w6kgYXF1aSBwb3JxdWUgcXVlciBvIGNvbmhlY2ltZW50by4KSHVtYW5vcyBzw6NvIGFuaW1haXMgZnJhY29zCnF1ZSBuw6NvIHN1cG9ydGFtIGEgaWdub3LDom5jaWEKZSBzYWNyaWZpY2FtIHR1ZG8KcGFyYSBzZSBsaXZyYXIgZG8gbWVkby4=,,U8OpIHF1ZSBsbGVnYXN0ZSBoYXN0YSBhcXXDrQpwZXJzaWd1aWVuZG8gbG9zIGNvbm9jaW1pZW50b3MKcXVlIHF1ZXLDrWFzLiBMb3MgaHVtYW5vcyBzb2lzCmNyaWF0dXJhcyB0YW4gZMOpYmlsZXMgcXVlIGFib3JyZWPDqWlzCmxhIGlnbm9yYW5jaWEuIFF1ZXLDqWlzIGhhY2VyIHRvZG8KbG8gcG9zaWJsZSBwYXJhIGVsaW1pbmFyIGRlIHZ1ZXN0cmFzIG1lbnRlcwplc2EgaW5jZXJ0aWR1bWJyZSBxdWUgbGxhbcOhaXMgaWdub3JhbmNpYQ==
3+XaAg,,QnV0IHlvdSdyZSBub3QgcmVhZHkKdG8gcGFzcyB0aHJvdWdoIHRoaXMgZ2F0ZSBvZiB0cnV0aC4KVGhlIHNwYWNlIGJleW9uZCBpdCBpcyBvdmVyZmxvd2luZwp3aXRoIGtub3dsZWRnZSB0aGF0IHlvdSBjYW4gbmV2ZXIgZnVsbHkgY29tcHJlaGVuZC4KSSBjYW5ub3QgbGV0IGp1c3QgYW55b25lCmdldCBhaG9sZCBvZiBpdCwgZWl0aGVyLg==,,,,,TWFzIGZhbHRhIGFsZ3VtYSBjb2lzYSBwYXJhIHZvY8OqIHBhc3NhciBwZWxhIHBvcnRhIGRhIHZlcmRhZGUuCkRlcG9pcyBkZXNzYSBwb3J0YSBlc3TDoSBvIGNvbmhlY2ltZW50byBzdXBlcmlvciBhIHRvZG8gbyBwZW5zYW1lbnRvIGh1bWFuby4=,,UGVybyBhw7puIG5vIHB1ZWRlcwphdHJhdmVzYXIgZXN0YSBwdWVydGEgZGUgbGEgdmVyZGFkLgpFbCBlc3BhY2lvIGFsIHF1ZSBzZSBhYnJlIHNlIGRlc2JvcmRhCmRlIGNvbm9jaW1pZW50b3MgcXVlIG51bmNhIHBvZHLDoXMgY29tcHJlbmRlciBkZWwgdG9kby4KTm8gcHVlZG8gZGVqYXIgcXVlIGN1YWxxdWllcmEKbG8gb2J0ZW5nYSwgdGFtcG9jby4=
4OXaAg,,SSdtLCBob3dldmVyLCB3aWxsaW5nIHRvCmdpdmUgeW91IHRoZSB0YXN0ZSBvZiB0aGUga25vd2xlZGdlCndpdGhpbiB5b3VyIGh1bWFubHkgbGltaXRzLgpGb3IgdGhhdCwgeW91IGRvbid0IGhhdmUgdG8KY3Jvc3MgdGhlIGdhdGUgb2YgdHJ1dGgsCmVpdGhlci4=,,,,,RWxlIG7Do28gdmFpIGRhbmlmaWNhciBhIG1lbnRlIGRlIHVtIGh1bWFubyBzZSBuw6NvIHVsdHJhcGFzc2FyIGEgY2FwYWNpZGFkZSBkbyBjw6lyZWJyby4=,,TG8gcXVlIHPDrSBwdWVkbyBoYWNlcgplcyBkYXJ0ZSB1bmEgbXVlc3RyYSBkZWwgY29ub2NpbWllbnRvCnF1ZSByZXNwZXRlIHR1cyBsw61taXRlcyBodW1hbm9zLgpQYXJhIGVzbywgbm8gdGllbmVzIHF1ZQpjcnV6YXIgbGEgcHVlcnRhIGRlIGxhIHZlcmRhZAp0YW1wb2NvLg==
4eXaAg,,SSBjYW4gZ2l2ZSB5b3UgdGhlIGtub3dsZWRnZQpvZiBzb21lb25lIHdobyBleGlzdHMtLWV4Y3VzZSBtZSwKZXhpc3RlZC4gR28gc3RlcCBvbgp0aGUgcGxhdGZvcm0gb2Yga25vd2xlZGdlCmluIHRoZSBzb3V0aC4=,,,,,VGVudGUgY29sb2NhciBzZXUgY29ycG8gbmEgYmFzZSBkYSBzYWJlZG9yaWEsIGFvIHN1bC4=,,UHVlZG8gZGFydGUgbG9zIGNvbm9jaW1pZW50b3MKZGUgYWxndWllbiBxdWUgZXhpc3RlLi4uIHBlcmTDs24sCnF1ZSBleGlzdMOtYS4gVmUgYSBwYXJhcnRlCnNvYnJlIGxhIHBsYXRhZm9ybWEgZGVsIGNvbm9jaW1pZW50bwpxdWUgZXN0w6EgYWwgc3VyLg==
4uXaAg,,WW91IHNob3VsZCBiZSBhYmxlIHRvCmFjY2VwdCB0aGUga25vd2xlZGdlIHRoYXQgbWF0Y2hlcyB5b3VyIGxldmVsCndpdGhvdXQgc2FjcmlmaWNpbmcgeW91cnNlbGYuCklmIHlvdSBjb3ZldCB0aGUga25vd2xlZGdlIHRoYXQgeW91IGRvbid0IGRlc2VydmUsCmluIG90aGVyIHdvcmRzLCBpZiB5b3UgYmVjb21lIGdyZWVkeSwKeW91J2xsIGxvc2UgeW91ciBib2R5CmFuZCB5b3VyIG1pbmQgd2lsbCBiZSBmb3JldmVyIGltcHJpc29uZWQgaW4gaGVyZS4=,,,,,U2UgbyBjb25oZWNpbWVudG8gbGhlIGZvciBhcHJvcHJpYWRvLCB2b2PDqiBwb2RlcsOhIG9idMOqLWxvIHNlbSBzZSB0b3JuYXIgdW1hIG9mZXJlbmRhIGRlIHNhY3JpZsOtY2lvcy4KU2UgbsOjbyBmb3IgcXVhbGlmaWNhZG8sIHBlcmRlcsOhIHNldSBjb3JwbywgY29tbyBlbSB1bSBzYWNyaWbDrWNpby4=,,VGVuZHLDrWFzIHF1ZSBwb2RlcgphY2VwdGFyIGxvcyBjb25vY2ltaWVudG9zIHF1ZSBjb3JyZXNwb25kYW4gYSB0dSBuaXZlbApzaW4gc2FjcmlmaWNhciB0dSB2aWRhLgpTaSBjb2RpY2lhcyBlbCBjb25vY2ltaWVudG8gcXVlIG5vIG1lcmVjZXMsCmVuIG90cmFzIHBhbGFicmFzLCBzaSBkZWphcyBxdWUgbGEgYW1iaWNpw7NuIHRlIGNvbnRyb2xlLApwZXJkZXLDoXMgdHUgY3VlcnBvLAp5IHR1IG1lbnRlIHF1ZWRhcsOhIGFwcmlzaW9uYWRhIGFxdcOtIHBhcmEgc2llbXByZS4=
4+XaAg,,VGhhdCdzIGFsbC4gTWF5YmUgb25lIGRheSwKeW91J2xsIGdyb3cgZW5vdWdoIHRvIGNyb3NzCnRoaXMgZ2F0ZSBvZiB0cnV0aC4KVW50aWwgdGhlbiwgZ3VhcmQgeW91ciBtaW5kIGFuZCBib2R5CndpdGggeW91ciBsaWZlLg==,,,,,UXVhbmRvIHZvY8OqIGZpbmFsbWVudGUgZm9yIHF1YWxpZmljYWRvLCBwb2RlcsOhIHBhc3NhciBwZWxhIHBvcnRhIGRhIHZlcmRhZGUuCkF0w6kgZXNzZSBkaWEgY2hlZ2FyLCBuw6NvIHNlIHBlcmNhLg==,,RXNvIGVzIHRvZG8uIFF1aXrDoXMgYWxnw7puIGTDrWEKY3JlY2Vyw6FzIGxvIHN1ZmljaWVudGUgcGFyYSBwb2RlciBjcnV6YXIKZXN0YSBwdWVydGEgZGUgbGEgdmVyZGFkLgpIYXN0YSBlbnRvbmNlcywgcHJvdGVnZSB0dSBtZW50ZSB5IHR1IGN1ZXJwbwpjb24gdHUgdmlkYS4=
5OXaAg,,Li4u,,,,,Li4uLi4uLi4uLi4u,,Li4u
5eXaAg,,LSBJIGRvbid0IGhlYXIgdGhlIHZvaWNlIC0KLSBvciBmZWVsIGFueXRoaW5nIGhlcmUgLQotIGFueSBtb3JlLiAt,,,,,LSBFdSBuw6NvIGNvbnNpZ28gb3V2aXIgbWFpcyBuZW5odW1hIHZveiAtCi0gZSBuw6NvIGNvbnNpZ28gc2VudGlyIC0KLSBuYWRhIG5lc3RlIGx1Z2FyLiAt,,KFlhIG5vIG9pZ28gbcOhcyBsYSB2b3oKbmkgc2llbnRvIG5hZGEKYXF1w60pLg==
5uXaAg,,LSBJIHNob3VsZCBnbyB0byAtCi0gdGhlIHBsYXRmb3JtIGluIHRoZSBzb3V0aCwgLQotIGp1c3QgbGlrZSB0aGUgdm9pY2Ugc2FpZC4gLQ==,,,,,LSBDb21vIGEgdm96IGVjb2FuZG8gZW0gbWluaGEgLQotIGNhYmXDp2EgbWFuZG91LCB2YW1vcyBhdMOpLQotIGEgYmFzZSBzdWwuIC0=,,KERlYmVyw61hIGlyIGEKbGEgcGxhdGFmb3JtYSBkZWwgc3VyLAp0YWwgY29tbyBkaWpvIGxhIHZveiku
5+XaAg,,LSBBcyBJIHN0ZXAgb24gdGhlIHBsYXRmb3JtLCAtCi0gSSBleHBlY3QgdG8gaGVhciB0aGUgdm9pY2UgYWdhaW4sIC0KLSBidXQgaW5zdGVhZCwgbmV3IHBpZWNlcyBvZiBrbm93bGVkZ2UgLQotIHN0YXJ0cyBlbnRlcmluZyBteSBtaW5kIHJhdGhlciBwZWFjZWZ1bGx5LiAt,,,,,LSBObyBtb21lbnRvIGVtIHF1ZSBldSBwaXNlaSBuYSAtCi0gYmFzZSwgYSB2b3ogLQotIG7Do28gc3VyZ2l1IGVtIG1ldSBjw6lyZWJybywgLQotIG1hcywgbm8gbHVnYXIgZGVsYSwgbm92b3MgY29uaGVjaW1lbnRvcyAtCi0gZW50cmFyYW0gbmF0dXJhbG1lbnRlLiAt,,KEFsIHN1YmlyIGEgbGEgcGxhdGFmb3JtYSwKZXNwZXJvIG/DrXIgbGEgdm96IGRlIG51ZXZvLApwZXJvLCBlbiBsdWdhciBkZSBlc28sIG51ZXZvcyBjb25vY2ltaWVudG9zCmludmFkZW4gbWkgbWVudGUgZGUgbWFuZXJhIHBhY8OtZmljYSku
6OXaAg,,LSBOb3QgYWxsIG9mIHRoZW0gYXJlIHVzZWZ1bCwgLQotIGluIG15IG9waW5pb24sIGJ1dCAtCi0gYXQgbGVhc3Qgbm93LCAtCi0gSSBoYXZlIGEgY2xlYXIgaWRlYSAtCi0gYWJvdXQgdGhlIE1lY2hhbmljIC0KLSBhbmQgdGhlIG1hbmEgZW5naW5lLiAt,,,,,LSBIb3V2ZSBhbGd1bnMgY29uaGVjaW1lbnRvcyBpbsO6dGVpcywgLQotIG1hcyBldSBwdWRlIC0KLSBzYWJlciBjbGFyYW1lbnRlIHF1YWlzIGVyYW0gb3MgLQotIGNvbmhlY2ltZW50b3MgbWFpcyBpbXBvcnRhbnRlcyAtCi0gc29icmUgbWVjw6JuaWNhIC0KLSBlIGEgbcOhcXVpbmEgbcOhZ2ljYS4gLQ==,,KE5vIHRvZG9zIHNvbiDDunRpbGVzLAplbiBtaSBvcGluacOzbiwgcGVybywKYWwgbWVub3MgYWhvcmEKdGVuZ28gdW5hIGlkZWEgY2xhcmEKc29icmUgbG9zIE1lY8Ohbmljb3MKeSBlbCBtb3RvciBkZSBtYW7DoSku
6eXaAg,,LSBJIHRoaW5rIEkndmUgbGVhcm5lZCAtCi0gZXZlcnl0aGluZyBJIHdhbnRlZC4gSSdkIGJldHRlciAtCi0gZmluZCBvdXQgYSB3YXkgdG8gZmluaXNoIHRoaW5ncyBoZXJlIGFuZCBnZXQgb3V0LiAt,,,,,LSBFc3NhIHF1YW50aWRhZGUgZGUgY29uaGVjaW1lbnRvIC0KLSDDqSBvIHN1ZmljaWVudGUuIFZhbW9zIHRlcm1pbmFyIHR1ZG8gLQotIGUgZW5jb250cmFyIHVtYSBzYcOtZGEuIC0=,,KENyZW8gcXVlIHlhIGFwcmVuZMOtCnRvZG8gbG8gcXVlIHF1ZXLDrWEuIFNlcsOhIG1lam9yIHF1ZQplbmN1ZW50cmUgbGEgbWFuZXJhIGRlIHRlcm1pbmFyIGFxdcOtIHkgc2FsaXIpLg==
