ALoQDQ,,QWhpcg==,,,,,QWhpcg==,,QWhpcg==
droQDQ,,W1NoYW5pbmFdCllvdSBzYWlkIHlvdSB3ZXJlIHJ1bm5pbmcgYW4gZXJyYW5kIGZvciBHdWRyYSwgeWVzPyBHbyB0byBHdWRyYSBhbmQgZmV0Y2ggc29tZXRoaW5nIHRvIHdyaXRlIHdpdGgu,,,,,W1NoYW5pbmFdCkRpc3NlIHF1ZSB2ZWlvIGEgcGVkaWRvIGRlIEd1ZHJhLCBuw6NvIGZvaT8gVsOhIGF0w6kgR3VkcmEgZSB0cmFnYSBhbGdvIHBhcmEgZXNjcmV2ZXIu,,W1NoYW5pbmFdCsK/RGlqaXN0ZSBxdWUgdmVuw61hcyBhIGhhY2VybGUgdW4gcmVjYWRvIGEgR3VkcmE/IFZlIGEgdmVyIGEgR3VkcmEgeSBxdWUgdGUgZMOpIGFsZ28gcGFyYSBlc2NyaWJpci4=
d7oQDQ,,W1NoYW5pbmFdCkFoLCB5b3UgYXJlIGhlcmUgb24gYW4gZXJyYW5kIGZvciBHdWRyYT8gWW91IGNhbWUgdG8gaGVhciBhbiBvbGQgc3RvcnksIGRpZCB5b3Ugbm90PwpJIHNoYWxsIHRlbGwgeW91IG9uZS4gQSB2ZXJ5IG9sZCBzdG9yeSwgb25lIG15IGdyYW5kbW90aGVyIHVzZWQgdG8gdGVsbCBtZSwgdGhvdWdoIGl0IG1heSBub3Qgc3VpdCB5b3VyIHRhc3Rlcy4=,,,,,W1NoYW5pbmFdCkFoLCBlbnTDo28gdm9jw6ogdmVpbyBhIHBlZGlkbyBkZSBHdWRyYT8gRGlzc2UgcXVlIHZpbmhhIG91dmlyIHVtYSBoaXN0w7NyaWEgYW50aWdhLCBuw6NvIMOpPwpWb3UgY29udGFyLiDDiSB1bWEgaGlzdMOzcmlhIG11aXRvIGFudGlnYSwgcXVlIG1pbmhhIGF2w7MgY29zdHVtYXZhIG1lIGNvbnRhciwgZW50w6NvIHRhbHZleiBuw6NvIHNlamEgZG8gc2V1IGdvc3RvLg==,,W1NoYW5pbmFdCkFoLCDCv3ZpZW5lcyBkZSBwYXJ0ZSBkZSBHdWRyYT8gRGlqaXN0ZSBxdWUgaGFiw61hcyB2ZW5pZG8gYSBlc2N1Y2hhciB1bmEgaGlzdG9yaWEgYW50aWd1YSwgwr92ZXJkYWQ/ClRlIGNvbnRhcsOpIHVuYS4gRXMgdW5hIGhpc3RvcmlhIG11eSB2aWVqYSwgdW5hIGRlIGxhcyBxdWUgbWUgY29udGFiYSBtaSBhYnVlbGEsIGFzw60gcXVlIHF1aXrDoSBubyBzZWEgZGUgdHUgZ3VzdG8u
eLoQDQ,,W1NoYW5pbmFdCllvdSBhc2sgd2hldGhlciBpdCBpcyBhIGJvdGhlcj8gRG8gbm90IHdvcnJ5LiBJdCBnaXZlcyBtZSBzb21ldGhpbmcgdG8gZG8sIGFuZCB0aGF0IG1ha2VzIG1lIGhhcHB5Lg==,,,,,W1NoYW5pbmFdCkVzdMOhIHByZW9jdXBhZG8gZW0gaW5jb21vZGFyPyBOw6NvIHNlIHByZW9jdXBlLiBJc3NvIG1lIGRpdmVydGUgY29tbyBwYXNzYXRlbXBvLg==,,W1NoYW5pbmFdCsK/UXVlIHNpIG1lIG1vbGVzdGE/IE5vIHRlIHByZW9jdXBlcy4gTWUgZW50cmV0aWVuZSwgYXPDrSBxdWUgbWUgYWxlZ3JhLg==
eboQDQ,,W1NoYW5pbmFdClRoZW4sIGxvbmcgYWdvLCBpbiBhIHZlcnkgZGlzdGFudCBhZ2UuIFRoZXJlIGxpdmVkIGEgYmxhY2tzbWl0aC4uLi4uLg==,,,,,W1NoYW5pbmFdCkVudMOjbywgYW50aWdhbWVudGUsIGjDoSBtdWl0bywgbXVpdG8gdGVtcG8uIEhhdmlhIHVtIGZlcnJlaXJvIHF1ZSB2aXZpYS4uLi4uLg==,,W1NoYW5pbmFdCkJ1ZW5vLCBwdWVzIGhhY2UgbXVjaG8sIG11Y2jDrXNpbW8gdGllbXBvLCB2aXbDrWEgdW4gaGVycmVyby4uLi4uLg==
eroQDQ,,W1NoYW5pbmFdClNvIHlvdSBoYXZlIGNvbWUgYWdhaW4gb24gYW4gZXJyYW5kIGZvciBHdWRyYSB0b2RheS4gSG93IGRpbGlnZW50IG9mIHlvdS4KRGlkIHNoZSBzYXkgdGhlIHN0b3J5IEkgdG9sZCB3YXMgYW55IGdvb2Q/,,,,,W1NoYW5pbmFdCkhvamUgdGFtYsOpbSB2ZWlvIGEgcGVkaWRvIGRlIEd1ZHJhLiBDb21vIHZvY8OqIMOpIGRpbGlnZW50ZS4KRWxhIGRpc3NlIHF1ZSBnb3N0b3UgZGEgaGlzdMOzcmlhIHF1ZSBldSBjb250ZWk/,,W1NoYW5pbmFdCkhveSB0YW1iacOpbiB2aWVuZXMgYSBoYWNlcmxlIHVuIHJlY2FkbyBhIEd1ZHJhLiBRdcOpIGRpbGlnZW50ZSBlcmVzLgrCv0Rpam8gcXVlIGxhIGhpc3RvcmlhIHF1ZSB0ZSBjb250w6kgbGUgcGFyZWNpw7MgYmllbj8=
e7oQDQ,,W1NoYW5pbmFdCklmIGl0IGhlbHBzIEd1ZHJhLCB0aGVuIEkgYW0gZ2xhZC4KTm93LCB3aGVyZSBkaWQgSSBsZWF2ZSBvZmY/IFdhcyBpdCB0aW1lIHRvIHRlbGwgYSBuZXcgc3RvcnkgdG9kYXk/,,,,,W1NoYW5pbmFdCkZpY28gZmVsaXogc2UgaXNzbyBhanVkYXIgR3VkcmEuCkF0w6kgb25kZSBldSB0aW5oYSBjb250YWRvPyBIb2plIGVyYSBhIHZleiBkZSBjb250YXIgdW1hIGhpc3TDs3JpYSBub3ZhPw==,,W1NoYW5pbmFdClNpIGxlIHNpcnZlIGRlIGF5dWRhIGEgR3VkcmEsIG1lIGFsZWdyby4Kwr9IYXN0YSBkw7NuZGUgbWUgaGFiw61hIHF1ZWRhZG8/IMK/SG95IHRvY2FiYSBjb250YXJ0ZSB1bmEgaGlzdG9yaWEgbnVldmE/
fLoQDQ,,W1NoYW5pbmFdCkFoLCBoYWQgdGhlIGxhc3Qgc3Rvcnkgc3RpbGwgbm90IGVuZGVkPyBNeSBtZW1vcnkgaXMgYSBiaXQgaGF6eS4KWW91IHNheSBJIGhhZCB0b2xkIHlvdSB1cCB0byB0aGUgcGFydCB3aGVyZSB0aGUgYmxhY2tzbWl0aCByb2RlIGFuIG93bCB0aGF0IGRlc2NlbmRlZCBmcm9tIHRoZSBza3kgYW5kIHJvc2UgaW50byB0aGUgaGVhdmVucz8=,,,,,W1NoYW5pbmFdCkFoLCBhIGhpc3TDs3JpYSBkYSDDumx0aW1hIHZleiBhaW5kYSBuw6NvIHRpbmhhIGFjYWJhZG8sIG7Do28gw6k/IE1pbmhhIG1lbcOzcmlhIGrDoSBmYWxoYSB1bSBwb3Vjby4KVm9jw6ogb3V2aXUgYXTDqSBhIHBhcnRlIGVtIHF1ZSBvIGZlcnJlaXJvIHN1YmlhIGFvIGPDqXUgbW9udGFkbyBudW1hIGNvcnVqYSB2aW5kYSBkbyBjw6l1Pw==,,W1NoYW5pbmFdCkFoLCDCv2xhIGhpc3RvcmlhIGFudGVyaW9yIGHDum4gbm8gaGFiw61hIHRlcm1pbmFkbz8gVGVuZ28gbGEgbWVtb3JpYSBhbGdvIGJvcnJvc2EuCsK/RGlqaXN0ZSBxdWUgbGEgZGVqw6kgZW4gbGEgcGFydGUgZW4gcXVlIGVsIGhlcnJlcm8gc3Viw61hIGFsIGNpZWxvIG1vbnRhZG8gZW4gdW4gYsO6aG8gcXVlIGhhYsOtYSBkZXNjZW5kaWRvIGRlbCBjaWVsbz8=
fboQDQ,,W1NoYW5pbmFdCk15LCB3aGF0IGEgZmluZSBtZW1vcnkgeW91IGhhdmUuClRoZW4gSSBzaGFsbCB0ZWxsIHlvdSB0aGUgbmV4dCBwYXJ0LiBUaGUgcG9vciBoZWF2ZW5seSBtYWlkZW4sIGF0IGxhc3QuLi4uLi4=,,,,,W1NoYW5pbmFdCk9yYSwgY29tbyBzdWEgbWVtw7NyaWEgw6kgYm9hLgpFbnTDo28gdm91IGNvbnRhciBhIHByw7N4aW1hIHBhcnRlLiBBIHBvYnJlIGRvbnplbGEgY2VsZXN0aWFsIGFjYWJvdS4uLi4uLg==,,W1NoYW5pbmFdClZheWEsIHPDrSBxdWUgdGllbmVzIGJ1ZW5hIG1lbW9yaWEuClB1ZXMgdGUgY29udGFyw6kgbGEgcGFydGUgc2lndWllbnRlLiBBIGxhIHBvYnJlIGRvbmNlbGxhIGNlbGVzdGlhbCBsZSBvY3VycmnDsy4uLi4uLg==
froQDQ,,W1NoYW5pbmFdCkFuIG9sZCB3b21hbiBsaWtlIG1lIGRvZXMgbm90IGhhdmUgbWFueSBlbnRlcnRhaW5pbmcgdGhpbmdzIGxlZnQgaW4gbGlmZSwgYnV0IHRlbGxpbmcgb2xkIHN0b3JpZXMgdG8gY2hpbGRyZW4gaXMgZ3JlYXQgZnVuLg==,,,,,W1NoYW5pbmFdClBhcmEgZXN0YSBhdsOzLCBqw6EgbsOjbyBow6EgbXVpdGFzIGNvaXNhcyBkaXZlcnRpZGFzIG5hIHZpZGEsIG1hcyBjb250YXIgaGlzdMOzcmlhcyBhbnRpZ2FzIHBhcmEgYXMgY3JpYW7Dp2FzIMOpIGRpdmVydGlkby4=,,W1NoYW5pbmFdCkEgbGEgYWJ1ZWxhIHlhIG5vIGxlIHF1ZWRhbiBkZW1hc2lhZGFzIGNvc2FzIGRpdmVydGlkYXMgZW4gbGEgdmlkYSwgcGVybyBjb250YXIgaGlzdG9yaWFzIGFudGlndWFzIGEgbG9zIG5pw7FvcyBzw60gcXVlIGxvIGVzLg==
f7oQDQ,,W1NoYW5pbmFdCkkgYW0gdmVyeSBncmF0ZWZ1bCB0aGF0IHRoZXJlIGlzIGEgY2hpbGQgd2hvIGNvbWVzIHRvIGxpc3Rlbi4gWW91IHdpbGwgYmUgYmxlc3NlZC4=,,,,,W1NoYW5pbmFdClNvdSBtdWl0byBncmF0YSBwb3IgaGF2ZXIgdW1hIGNyaWFuw6dhIHF1ZSB2ZW0gb3V2aXIuIEV1IHRlIGRvdSBhIG1pbmhhIGLDqm7Dp8Ojby4=,,W1NoYW5pbmFdClRlIGFncmFkZXpjbyBtdWNobyBxdWUgdmVuZ2FzIGEgZXNjdWNoYXJtZS4gUmVjaWJpcsOhcyBiZW5kaWNpb25lcy4=
gLoQDQ,,SnVsYW4=,,,,,SnVsYW4=,,SnVsYW4=
gboQDQ,,W0p1bGFuXQpXaGF0IGlzIHRoaXMsIHdoeSBhcmUgeW91IGVhdmVzZHJvcHBpbmcgb24gb3RoZXIgcGVvcGxlJ3MgY29udmVyc2F0aW9uPw==,,,,,W0p1bGFuXQpPIHF1w6o/IFBvciBxdWUgZXN0w6Egb3V2aW5kbyBlc2NvbmRpZG8gYSBjb252ZXJzYSBkb3Mgb3V0cm9zPw==,,W0p1bGFuXQrCv1F1w6kgcGFzYT8gwr9Qb3IgcXXDqSBlc3TDoXMgZXNjdWNoYW5kbyBhIGVzY29uZGlkYXMgY29udmVyc2FjaW9uZXMgYWplbmFzPw==
groQDQ,,W0p1bGFuXQpVZ2gsIHRoYXQgbWFuIGNhbWUgdG8gdGhlIHZpbGxhZ2UgbWVldGluZyBhZ2FpbiB0b2RheSBhbmQgc3BvdXRlZCBub3RoaW5nIGJ1dCBzdHJhbmdlIG5vbnNlbnNlLg==,,,,,W0p1bGFuXQpVZ2gsIGhvamUgdGFtYsOpbSBhcXVlbGUgc2VuaG9yIHZlaW8gw6AgcmV1bmnDo28gZGEgdmlsYSBlIHPDsyBmYWxvdSBjb2lzYXMgc2VtIHNlbnRpZG8u,,W0p1bGFuXQpVZiwgaG95IG90cmEgdmV6IGVzZSBzZcOxb3IgZnVlIGEgbGEgcmV1bmnDs24gZGVsIHB1ZWJsbyB5IG5vIGhpem8gbcOhcyBxdWUgc29sdGFyIHRvbnRlcsOtYXMu
g7oQDQ,,W1JlZHNlbF0KVGhhdCBtYW4/IEFoLCB5b3UgbWVhbiB0aGF0IG1hbiB3aG9zZSBuYW1lIG11c3Qgbm90IGJlIHNwb2tlbj8=,,,,,W1JlZHNlbF0KQXF1ZWxlIHNlbmhvcj8gQWgsIGFxdWVsZSBzZW5ob3IgY3VqbyBub21lIG7Do28gcG9kZSBzZXIgZGl0bz8=,,W1JlZHNlbF0Kwr9Fc2Ugc2XDsW9yPyBBaCwgwr9lc2Ugc2XDsW9yIGN1eW8gbm9tYnJlIG5vIHNlIHB1ZWRlIGRlY2lyPw==
hLoQDQ,,W0p1bGFuXQpXaGF0IGRvIHlvdSBtZWFuIGNhbm5vdCBiZSBzcG9rZW4/IE9mIGNvdXJzZSBpdCBjYW4gYmUgc3Bva2VuLgpJIGhlYXJkIGhlIHVzZWQgdG8gYmUgc29tZWJvZHkgaW1wb3J0YW50IGluIFJhY2hlbCwgYnV0IHdoYXQgcG93ZXIgZG9lcyB0aGF0IGhhdmUgaW4gR3JheSBXb2xmIEZvcmVzdD8=,,,,,W0p1bGFuXQpDb21vIGFzc2ltIG7Do28gcG9kZSBzZXIgZGl0bz8gQ2xhcm8gcXVlIHBvZGUuCkRpc3NlcmFtIHF1ZSBlbGUgZXJhIGFsZ3XDqW0gaW1wb3J0YW50ZSBlbSBSYWNoZWwsIG1hcyBxdWUgZm9yw6dhIGlzc28gdGVyaWEgYXF1aSBuYSBGbG9yZXN0YSBkbyBMb2JvIENpbnplbnRvPw==,,W0p1bGFuXQrCv0PDs21vIHF1ZSBubyBzZSBwdWVkZSBkZWNpcj8gQ2xhcm8gcXVlIHNlIHB1ZWRlIGRlY2lyLgpEaWNlbiBxdWUgZW4gUmFjaGVsIGVyYSBhbGd1aWVuIGltcG9ydGFudGUsIHBlcm8gwr9xdcOpIHBvZGVyIHRpZW5lIGVzbyBlbiBlbCBCb3NxdWUgZGVsIExvYm8gR3Jpcz8=
hboQDQ,,W0p1bGFuXQpUaGF0IG1hbiwgQWhhYiBvciBEYWhhYiBvciB3aGF0ZXZlciBoaXMgbmFtZSBpcyEKQWx3YXlzIHNheWluZyB0aGluZ3MgbGlrZSwgJ1RoZXkgZG8gbm90IGRvIGl0IHRoYXQgd2F5IGluIFJhY2hlbH4gVGhhdCBpcyBxdWl0ZSB3cm9uZ34n,,,,,W0p1bGFuXQpBcXVlbGUgc2VuaG9yIGRlIEFoYWIgb3UgRGFoYWIsIHNlamEgbMOhIG8gcXVlIGZvciEKU2VtcHJlIGZpY2EgY29tIGVzc2UgcGFwbyBkZSAiZW0gUmFjaGVsIG7Do28gw6kgYXNzaW0iLCAiYWgsIGlzc28gYcOtIGVzdMOhIGVycmFkbyI=,,W0p1bGFuXQrCoUVzZSBzZcOxb3IsIEFoYWIgbyBEYWhhYiBvIGNvbW8gc2UgbGxhbWUhClNpZW1wcmUgc2FsZSBjb24gcXVlICJlbiBSYWNoZWwgbm8gc2UgaGFjw61hIGFzw60iLCBxdWUgImVzbyBlc3RhYmEgbWFsIGhlY2hvIg==
hroQDQ,,W0p1bGFuXQpJZiB0aGF0IGlzIHRoZSBjYXNlLCB3aHkgZGlkIGhlIG5vdCBzdGF5IGJlaGluZCBpbiBSYWNoZWw/IFdoeSBjb21lIGFsbCB0aGUgd2F5IGhlcmUgc28gcGF0aGV0aWNhbGx5PwpJIHRydWx5IGRvIG5vdCB1bmRlcnN0YW5kIQ==,,,,,W0p1bGFuXQpTZSBlcmEgYXNzaW0sIGVudMOjbyBwb3IgcXVlIG7Do28gZmljb3UgZW0gUmFjaGVsLCBlbSB2ZXogZGUgdmlyIGF0w6kgYXF1aSBkZSBmb3JtYSB0w6NvIG1pc2Vyw6F2ZWw/ClNpbmNlcmFtZW50ZSwgZXUgbsOjbyBlbnRlbmRvIQ==,,W0p1bGFuXQpQdWVzIHNpIHRhbnRvIGxlIGd1c3RhYmEsIMK/cG9yIHF1w6kgbm8gc2UgcXVlZMOzIGVuIFJhY2hlbCBlbiB2ZXogZGUgdmVuaXIgYXJyYXN0csOhbmRvc2UgaGFzdGEgYXF1w60/CkRlIHZlcmRhZCwgwqFubyBsbyBlbnRpZW5kbyE=
h7oQDQ,,W0theWFyXQpQZXJoYXBzIGhlIHN0aWxsIHRoaW5rcyBoZSBpcyBpbiBSYWNoZWwuCkV2ZW4gdGhvdWdoIGhlIHNsZWVwcyBpbiBhIHRlbnQgd2l0aCB0aGUgd2luZCBibG93aW5nIHRocm91Z2gsIG1heWJlIGhlIHN0aWxsIGhhcyBub3Qgd29rZW4gdXAgZnJvbSB0aGUgZHJlYW0u,,,,,W0theWFyXQpQYXJlY2UgcXVlIGVsZSBhaW5kYSBhY2hhIHF1ZSBlc3TDoSBlbSBSYWNoZWwuClNlcsOhIHF1ZSwgbWVzbW8gZG9ybWluZG8gbnVtYSB0ZW5kYSBwb3Igb25kZSBlbnRyYSB2ZW50bywgYWluZGEgbsOjbyBjb25zZWd1aXUgYWNvcmRhciBkbyBzb25obz8=,,W0theWFyXQpTdXBvbmdvIHF1ZSB0b2RhdsOtYSBjcmVlIHF1ZSBzaWd1ZSBlbiBSYWNoZWwuCsK/U2Vyw6EgcXVlIGR1ZXJtZSBlbiB1bmEgdGllbmRhIGRvbmRlIGVudHJhIGVsIHZpZW50byB5IGF1biBhc8OtIG5vIHNlIGhhIGRlc3BlcnRhZG8gZGVsIHN1ZcOxbz8=
iLoQDQ,,W0p1bGFuXQpJZiBoZSBpcyBnb2luZyB0byBkcmVhbSwgaGUgc2hvdWxkIGRyZWFtIGFsb25lLgpXaHkgYmUgYSBudWlzYW5jZSB0byBvdGhlcnMgdG9vPw==,,,,,W0p1bGFuXQpTZSB2YWkgc29uaGFyLCBxdWUgc29uaGUgc296aW5oby4KUG9yIHF1ZSBwcmVjaXNhIGluY29tb2RhciBvcyBvdXRyb3MgdGFtYsOpbT8=,,W0p1bGFuXQpTaSB2YSBhIHNvw7FhciwgcXVlIHN1ZcOxZSDDqWwgc29sby4Kwr9Qb3IgcXXDqSB0aWVuZSBxdWUgY2F1c2FyIG1vbGVzdGlhcyBhIGxvcyBkZW3DoXM/
iboQDQ,,W1JlZHNlbF0KLi4uLi4uQW5kIHdobyBhcmUgeW91LCBlYXZlc2Ryb3BwaW5nIG9uIHVzPwpBcmUgeW91IG9uZSBvZiBEYWhhYiBvbGQgbWFuJ3MgbGFja2V5cyE=,,,,,W1JlZHNlbF0KLi4uLi4uRSB2b2PDqiwgbyBxdWUgw6k/IFBvciBxdWUgZXN0w6Egb3V2aW5kbyBub3NzYSBjb252ZXJzYT8Kw4kgY2FwYW5nYSBkYXF1ZWxlIHNlbmhvciBEYWhhYj8h,,W1JlZHNlbF0KLi4uLi4uwr9ZIHTDuiBxdWnDqW4gZXJlcyBwYXJhIGVzdGFyIGVzY3VjaGFuZG8gbnVlc3RyYSBjb252ZXJzYWNpw7NuPwrCocK/RXJlcyB1biBlc2JpcnJvIGRlIGVzZSBzZcOxb3IgZGUgRGFoYWI/IQ==
iroQDQ,,W0theWFyXQpIZSBpcyBub3QgZXZlbiBzb21lb25lIGNsZXZlciBlbm91Z2ggdG8ga2VlcCBsYWNrZXlzLgpTbyB0aGVuLCB3aG8gYXJlIHlvdT8gRWF2ZXNkcm9wcGluZyBvbiBvdGhlciBwZW9wbGUncyBnb3NzaXAuIEhvdyBlbWJhcnJhc3Npbmcu,,,,,W0theWFyXQpFbGUgbmVtIMOpIHVtYSBmaWd1cmEgaW50ZWxpZ2VudGUgbyBiYXN0YW50ZSBwYXJhIG1hbnRlciBjYXBhbmdhcy4KRW50w6NvLCBxdWVtIMOpIHZvY8OqPyBPdXZpciBlc2NvbmRpZG8gYSBjb252ZXJzYSBhbGhlaWEsIHF1ZSB2ZXJnb25oYS4=,,W0theWFyXQpOaSBzaXF1aWVyYSBlcyB1biBwZXJzb25hamUgbG8gYmFzdGFudGUgbGlzdG8gY29tbyBwYXJhIGNyaWFyIGVzYmlycm9zLgpFbnRvbmNlcywgwr9xdWnDqW4gZXJlcz8gUXXDqSB2ZXJnw7xlbnphLCBlc2N1Y2hhbmRvIGEgZXNjb25kaWRhcyBsYXMgaGFibGFkdXLDrWFzIGFqZW5hcy4=
i7oQDQ,,SSBhbSBqdXN0IGEgdHJhdmVsZXIgcGFzc2luZyBieS4=,,,,,U291IHPDsyB1bSB2aWFqYW50ZSBkZSBwYXNzYWdlbS4=,,U29sbyBzb3kgdW4gdHJvdGFtdW5kb3MgcXVlIHBhc2FiYSBwb3IgYXF1w60u
jLoQDQ,,W0p1bGFuXQpMaWFyLiBXaGF0IHRyYXZlbGVyIGp1c3QgaGFwcGVucyB0byBwYXNzIHRocm91Z2ggR3JheSBXb2xmIEZvcmVzdD8KWW91IG11c3QgYmUgY29ubmVjdGVkIHRvIHVzIHNvbWVob3cu,,,,,W0p1bGFuXQpNZW50aXJvc28uIFF1ZSB2aWFqYW50ZSBkZSBwYXNzYWdlbSBhcGFyZWNlcmlhIG5lc3RhIEZsb3Jlc3RhIGRvIExvYm8gQ2luemVudG8/CkRlIGFsZ3VtIGplaXRvLCB2b2PDqiBkZXZlIHRlciByZWxhw6fDo28gY29ub3Njby4=,,W0p1bGFuXQpNZW50aXJvc28uIMK/UXXDqSB0cm90YW11bmRvcyB2YSBhIHBhc2FyIHBvciBlbCBCb3NxdWUgZGVsIExvYm8gR3Jpcz8KRGUgdW4gbW9kbyB1IG90cm8sIHRpZW5lcyBxdWUgc2VyIGFsZ3VpZW4gcmVsYWNpb25hZG8gY29uIG5vc290cm9zLg==
jboQDQ,,W1JlZHNlbF0KSWYgeW91IHdpbGwgbm90IHNheSBpdCwgdGhlbiBJIHN1cHBvc2Ugd2Ugd2lsbCBoYXZlIHRvIGhlYXIgaXQgYnkgZm9yY2V+CkFyZSB5b3UgcmVhbGx5IGdvaW5nIHRvIGtlZXAgc3BvdXRpbmcgbGllcz8=,,,,,W1JlZHNlbF0KU2UgbsOjbyBxdWVyIGZhbGFyLCBlbnTDo28gc8OzIHZhbW9zIHBvZGVyIGRlc2NvYnJpciDDoCBmb3LDp2EhClZhaSBjb250aW51YXIgZGl6ZW5kbyBzw7MgbWVudGlyYXMgbWVzbW8/,,W1JlZHNlbF0KU2kgbm8gcXVpZXJlcyBoYWJsYXIsIG5vIG5vcyBxdWVkYXLDoSBtw6FzIHJlbWVkaW8gcXVlIHNhY8OhcnRlbG8gcG9yIGxhIGZ1ZXJ6YSEKwr9EZSB2ZXJkYWQgdmFzIGEgc2VndWlyIGRpY2llbmRvIG1lbnRpcmFzPw==
jroQDQ,,W0theWFyXQpDYWxtIGRvd24sIFJlZHNlbC4gQXMgSnVsYW4gc2FpZCwgeW91IGNhbm5vdCBwb3NzaWJseSBiZSBzb21lIHRyYXZlbGVyIG1lcmVseSBwYXNzaW5nIHRocm91Z2gsIGJ1dC4gVGhlcmUgaXMgc29tZW9uZSB3aG8gbWlnaHQgYmUgaGVyZSBldmVuIGlmIHdlIGRvIG5vdCBrbm93IHRoZW0sIGlzIHRoZXJlIG5vdD8=,,,,,W0theWFyXQpDYWxtYSwgUmVkc2VsLiBDb21vIEp1bGFuIGRpc3NlLCBuw6NvIHBvZGUgbWVzbW8gc2VyIHVtIHZpYWphbnRlIGRlIHBhc3NhZ2VtLiBNYXMgZXhpc3RlIGFsZ3XDqW0gcXVlIG7Ds3MgdGFsdmV6IG7Do28gY29uaGXDp2Ftb3MgZSBxdWUgbsOjbyBzZXJpYSBlc3RyYW5obyBlc3RhciBhcXVpLCBuw6NvIGV4aXN0ZT8=,,W0theWFyXQpDw6FsbWF0ZSwgUmVkc2VsLiBDb21vIGRpY2UgSnVsYW4sIG5vIHB1ZWRlIHNlciB1biB2aWFqZXJvIGRlIHBhc28sIHBlcm8gaGF5IGFsZ3VpZW4gY3V5YSBwcmVzZW5jaWEgYXF1w60gbm8gc2Vyw61hIHJhcmEgYXVucXVlIG5vc290cm9zIG5vIGxvIGNvbm96Y2Ftb3MsIMK/bm8/
j7oQDQ,,W0p1bGFuXQpBbmQgd2hvIHdvdWxkIHRoYXQgYmU/,,,,,W0p1bGFuXQpFIHF1ZW0gc2VyaWE/,,W0p1bGFuXQrCv1kgcXVpw6luIHNlcsOtYSBlc2U/
kLoQDQ,,W0p1bGFuXQpJZiB5b3UgaGF2ZSBubyBpbnRlbnRpb24gb2YgZm9sbG93aW5nIHRoZSBydWxlcyBvZiB0aGlzIGZvcmVzdCwgdGhlbiBJIHdvdWxkIGxpa2UgeW91IHRvIGxlYXZlLgpUaGUgc2FtZSBnb2VzIGZvciB5b3UuIFJ1bGVzIGV4aXN0IHRvIGJlIGZvbGxvd2VkLg==,,,,,W0p1bGFuXQpTZSB2b2PDqiBuw6NvIHByZXRlbmRlIHNlZ3VpciBhcyByZWdyYXMgZGVzdGEgZmxvcmVzdGEsIGVudMOjbyBldSBnb3N0YXJpYSBxdWUgZm9zc2UgZW1ib3JhLgpJc3NvIHZhbGUgcGFyYSB2b2PDqiB0YW1iw6ltLiBBcyByZWdyYXMgZXhpc3RlbSBwYXJhIHNlcmVtIHNlZ3VpZGFzLg==,,W0p1bGFuXQpTaSBubyBwaWVuc2FzIHJlc3BldGFyIGxhcyBub3JtYXMgZGUgZXN0ZSBib3NxdWUsIG1lIGd1c3RhcsOtYSBxdWUgdGUgZnVlcmFzLgpZIGVzbyB0YW1iacOpbiB2YSBwb3IgdGkuIExhcyBub3JtYXMgZXhpc3RlbiBwYXJhIGN1bXBsaXJsYXMu
kboQDQ,,W0p1bGFuXQpUaGUgc2FtZSBnb2VzIGZvciBtYW5uZXJzLiBJcyBhIHBsYWNlIHdpdGhvdXQgbWFubmVycyBhbmQgcnVsZXMgYSBzb2NpZXR5PyBObywgaXQgaXMgc2F2YWdlcnkuCkkgZG8gbm90IHdhbnQgdG8gbGl2ZSBpbiBhIHdpbGQgc3RhdGUh,,,,,W0p1bGFuXQpPIG1lc21vIHZhbGUgcGFyYSBhIGVkdWNhw6fDo28uIFVtIGx1Z2FyIHNlbSBlZHVjYcOnw6NvIGUgc2VtIHJlZ3JhcyDDqSB1bWEgc29jaWVkYWRlPyBOw6NvLCDDqSBzZWx2YWdlcmlhLgpFdSBuw6NvIHF1ZXJvIHZpdmVyIGVtIGVzdGFkbyBzZWx2YWdlbSE=,,W0p1bGFuXQpDb24gbGEgZWR1Y2FjacOzbiBwYXNhIGxvIG1pc21vLiDCv1VuIGx1Z2FyIHNpbiBlZHVjYWNpw7NuIG5pIG5vcm1hcyBwdWVkZSBsbGFtYXJzZSBzb2NpZWRhZD8gRXNvIHNlcsOtYSBiYXJiYXJpZS4KwqFZbyBubyBxdWllcm8gdml2aXIgZW4gZXN0YWRvIHNhbHZhamUh
kroQDQ,,W0p1bGFuXQpZb3UgYXJlIGJhY2s/IFdoYXQgZGlkIE1yLiBEYWhhYiBzYXk/CldoYXQ/IFRoYXQgaGUgc2FpZCBoZSB3aWxsIGxpc3RlbiBiZXR0ZXIgdG8gb3RoZXIgcGVvcGxlIGZyb20gbm93IG9uPw==,,,,,W0p1bGFuXQpFbnTDo28gdm9sdG91PyBPIHF1ZSBvIHNlbmhvciBEYWhhYiBkaXNzZT8KTyBxdcOqPyBFbGUgZGlzc2UgcXVlIGFnb3JhIHZhaSBvdXZpciBtZWxob3Igb3Mgb3V0cm9zPw==,,W0p1bGFuXQrCv1lhIGhhcyB2dWVsdG8/IMK/UXXDqSBkaWpvIGVsIHNlw7FvciBEYWhhYj8Kwr9RdcOpPyDCv1F1ZSBhIHBhcnRpciBkZSBhaG9yYSBlc2N1Y2hhcsOhIG1lam9yIGEgbG9zIGRlbcOhcz8=
