YCMkAw,,S2VsbGFzdXM=,,,,,S2VsbGFzdXM=,,S2VsbGFzdXM=
0CMkAw,,W0tlbGxhc3VzXQpZb3UncmUgYmFjaz8gVGhlbiBJIHdpbGwgdGVhY2ggeW91LgpGaXJzdCwgSSB3aWxsIGV4cGxhaW4gdGhlIG1vc3QgYmFzaWMgb2YgYmFzaWNzIGZvciBoYW5kbGluZyBob211bmN1bGksIF5GRjAwMDBCaW9ldGhpY3NeMDAwMDAwLg==,,,,,W0tlbGxhc3VzXQpWb2PDqiB2b2x0b3U/IEVudMOjbyBldSBsaGUgZW5zaW5hcmVpLgpQcmltZWlybywgZXhwbGljYXJlaSBvIG1haXMgYsOhc2ljbyBkb3MgYsOhc2ljb3MgcGFyYSBsaWRhciBjb20gaG9tw7puY3Vsb3MsIGEgXkZGMDAwMEJpb8OpdGljYV4wMDAwMDAu,,W0tlbGxhc3VzXQrCv0hhcyB2dWVsdG8/IEVudG9uY2VzIHRlIGVuc2XDsWFyw6kuClByaW1lcm8sIGV4cGxpY2Fyw6kgbG8gbcOhcyBiw6FzaWNvIGRlIGxvIGLDoXNpY28gcGFyYSBtYW5lamFyIGhvbcO6bmN1bG9zLCBsYSBeRkYwMDAwQmlvw6l0aWNhXjAwMDAwMC4=
0SMkAw,,W0tlbGxhc3VzXQpCaW9ldGhpY3MuLi4gaXQgY2FuIGJlIGNhbGxlZCBsb3ZlIGZvciBsaWZlLgpJZiB0aGVyZSBpcyBsb3ZlLCB5b3UgY2Fubm90IGVhc2lseSBraWxsIG9yIG1pc3RyZWF0IGl0LCByaWdodD8KVGhlIGZvdW5kYXRpb24gaXMga25vd2luZyB0aGUgXkZGMDAwMHByZWNpb3VzbmVzcyBvZiBsaWZlXjAwMDAwMC4=,,,,,W0tlbGxhc3VzXQpCaW/DqXRpY2EuLi4gcG9kZSBzZXIgY2hhbWFkYSBkZSBhbW9yIHBlbGEgdmlkYS4KU2UgaMOhIGFtb3IsIHZvY8OqIG7Do28gcG9kZSBmYWNpbG1lbnRlIG1hdGFyIG91IG1hbHRyYXRhciwgY2VydG8/CkEgYmFzZSDDqSBjb25oZWNlciBhIF5GRjAwMDBwcmVjaW9zaWRhZGUgZGEgdmlkYV4wMDAwMDAu,,W0tlbGxhc3VzXQpCaW/DqXRpY2EuLi4gc2UgcHVlZGUgbGxhbWFyIGFtb3IgcG9yIGxhIHZpZGEuClNpIGhheSBhbW9yLCBubyBwdWVkZXMgbWF0YXIgbyBtYWx0cmF0YXIgZsOhY2lsbWVudGUsIMK/dmVyZGFkPwpMYSBiYXNlIGVzIGNvbm9jZXIgZWwgXkZGMDAwMHZhbG9yIGRlIGxhIHZpZGFeMDAwMDAwLg==
0iMkAw,,W0tlbGxhc3VzXQpUYWtlIGhvbXVuY3VsaSBmb3IgZXhhbXBsZS4gSXMgaXQgaHVuZ3J5LCBpcyBpdCB1bmNvbWZvcnRhYmxlIGFyb3VuZCBtZSwKaGFzIGl0IGJlZW4gaHVydCBieSBzb21lb25lLCBpcyBpdCBzdHJ1Z2dsaW5nLi4uIGFuZCBzbyBvbi4=,,,,,W0tlbGxhc3VzXQpUb21lIG9zIGhvbcO6bmN1bG9zIGNvbW8gZXhlbXBsby4gRXN0w6EgY29tIGZvbWUsIGVzdMOhIGRlc2NvbmZvcnTDoXZlbCBwZXJ0byBkZSBtaW0sCmZvaSBmZXJpZG8gcG9yIGFsZ3XDqW0sIGVzdMOhIGNvbSBkaWZpY3VsZGFkZXMuLi4gZSBhc3NpbSBwb3IgZGlhbnRlLg==,,W0tlbGxhc3VzXQpUb21hIGEgbG9zIGhvbcO6bmN1bG9zIGNvbW8gZWplbXBsby4gVGllbmUgaGFtYnJlLCBlc3TDoSBpbmPDs21vZG8gY2VyY2EgZGUgbcOtLApmdWUgaGVyaWRvIHBvciBhbGd1aWVuLCBlc3TDoSBsdWNoYW5kby4uLiB5IGFzw60gc3VjZXNpdmFtZW50ZS4=
0yMkAw,,W0tlbGxhc3VzXQpJZiB5b3UgY29uc3RhbnRseSBwYXkgYXR0ZW50aW9uIHRvIGFsbCBvZiB0aGF0IGFuZCBmZWVsIGl0cyBwcmVjaW91c25lc3MsCnRoZW4gdGhhdCwgd2l0aG91dCBkaWZmaWN1bHR5LCBpcyB3aGF0IHdlIGNhbGwgYmlvZXRoaWNzLg==,,,,,W0tlbGxhc3VzXQpTZSB2b2PDqiBwcmVzdGFyIGF0ZW7Dp8OjbyBjb25zdGFudGUgYSB0dWRvIGlzc28gZSBzZW50aXIgc3VhIHByZWNpb3NpZGFkZSwKZW50w6NvIGlzc28sIHNlbSBkaWZpY3VsZGFkZSwgw6kgbyBxdWUgY2hhbWFtb3MgZGUgYmlvw6l0aWNhLg==,,W0tlbGxhc3VzXQpTaSBwcmVzdGFzIGF0ZW5jacOzbiBjb25zdGFudGUgYSB0b2RvIGVzbyB5IHNpZW50ZXMgc3UgdmFsb3IsCmVudG9uY2VzIGVzbywgc2luIGRpZmljdWx0YWQsIGVzIGxvIHF1ZSBsbGFtYW1vcyBiaW/DqXRpY2Eu
1CMkAw,,W0tlbGxhc3VzXQpHaXZpbmcgaXQgYSBuYW1lLCBmaW5kaW5nIG91dCBpdHMgZmF2b3JpdGUgZm9vZCBhbmQgZmVlZGluZyBpdCByZWd1bGFybHkgc28gaXQgZG9lc24ndCBnbyBodW5ncnksCnNhdmluZyBpdCBmcm9tIG1hbnkgZGFuZ2Vycy4uLiBhbGwgb2YgdGhlc2UgZnVydGhlciBsZXQgeW91IGtub3cgdGhlIHByZWNpb3VzbmVzcyBvZiB0aGUgaG9tdW5jdWx1cy4=,,,,,W0tlbGxhc3VzXQpEYXItbGhlIHVtIG5vbWUsIGRlc2NvYnJpciBzdWEgY29taWRhIGZhdm9yaXRhIGUgYWxpbWVudMOhLWxvIHJlZ3VsYXJtZW50ZSBwYXJhIHF1ZSBuw6NvIHBhc3NlIGZvbWUsCnNhbHbDoS1sbyBkZSBtdWl0b3MgcGVyaWdvcy4uLiB0dWRvIGlzc28gcGVybWl0ZSBxdWUgdm9jw6ogY29uaGXDp2EgYWluZGEgbWFpcyBhIHByZWNpb3NpZGFkZSBkbyBob23Dum5jdWxvLg==,,W0tlbGxhc3VzXQpEYXJsZSB1biBub21icmUsIGRlc2N1YnJpciBzdSBjb21pZGEgZmF2b3JpdGEgeSBhbGltZW50YXJsbyByZWd1bGFybWVudGUgcGFyYSBxdWUgbm8gcGFzZSBoYW1icmUsCnNhbHZhcmxvIGRlIG11Y2hvcyBwZWxpZ3Jvcy4uLiB0b2RvIGVzdG8gdGUgcGVybWl0ZSBjb25vY2VyIGHDum4gbcOhcyBlbCB2YWxvciBkZWwgaG9tw7puY3Vsby4=
1SMkAw,,W0tlbGxhc3VzXQpTaW1wbGUsIGlzbid0IGl0PyBUaGUgdGhlb3J5IGlzIHRoaXMgc2ltcGxlLCBidXQgdXBvbiBjbG9zZXIgaW5zcGVjdGlvbiwKaXQgaGFzIGEgZGVwdGggYmV5b25kIGltYWdpbmF0aW9uLiBZb3Ugd2lsbCByZWFsaXplIHRoYXQgeW91cnNlbGYKYXMgeW91IGNyZWF0ZSBhbmQgcmFpc2UgaG9tdW5jdWxpIGdvaW5nIGZvcndhcmQu,,,,,W0tlbGxhc3VzXQpTaW1wbGVzLCBuw6NvIMOpPyBBIHRlb3JpYSDDqSBzaW1wbGVzLCBtYXMgZXhhbWluYW5kbyBtYWlzIGRlIHBlcnRvLAp0ZW0gdW1hIHByb2Z1bmRpZGFkZSBhbMOpbSBkYSBpbWFnaW5hw6fDo28uIFZvY8OqIHBlcmNlYmVyw6EgaXNzbyBwb3Igc2kgbWVzbW8KY29uZm9ybWUgY3JpYSBlIGNyaWEgaG9tw7puY3Vsb3MgZGFxdWkgcGFyYSBmcmVudGUu,,W0tlbGxhc3VzXQpTaW1wbGUsIMK/bm8gZXMgYXPDrT8gTGEgdGVvcsOtYSBlcyBzaW1wbGUsIHBlcm8gZXhhbWluw6FuZG9sYSBtw6FzIGRlIGNlcmNhLAp0aWVuZSB1bmEgcHJvZnVuZGlkYWQgbcOhcyBhbGzDoSBkZSBsYSBpbWFnaW5hY2nDs24uIFRlIGRhcsOhcyBjdWVudGEgcG9yIHRpIG1pc21vCmNvbmZvcm1lIGNyZWVzIHkgY3LDrWVzIGhvbcO6bmN1bG9zIGVuIGVsIGZ1dHVyby4=
1iMkAw,,W0tlbGxhc3VzXQpUbyByYWlzZSBhIGhvbXVuY3VsdXMuLi4gRWVrLCBNci4gS2VzaGliaWFuIGhhcyBhbHJlYWR5IHRhdWdodCB5b3UgdGhpcywgcmlnaHQ/CllvdSBwcm9iYWJseSBhbHJlYWR5IGtub3cgYWJvdXQgdGhpcywgc28gSSdsbCByZWZyYWluIGZyb20gbWVudGlvbmluZyBpdC4=,,,,,W0tlbGxhc3VzXQpQYXJhIGNyaWFyIHVtIGhvbcO6bmN1bG8uLi4gRWVrLCBvIFNyLiBLZXNoaWJpYW4gasOhIGxoZSBlbnNpbm91IGlzc28sIGNlcnRvPwpWb2PDqiBwcm92YXZlbG1lbnRlIGrDoSBzYWJlIHNvYnJlIGlzc28sIGVudMOjbyB2b3UgbWUgYWJzdGVyIGRlIG1lbmNpb25hci4=,,W0tlbGxhc3VzXQpQYXJhIGNyZWFyIHVuIGhvbcO6bmN1bG8uLi4gRWVrLCBlbCBTci4gS2VzaGliaWFuIHlhIHRlIGVuc2XDscOzIGVzdG8sIMK/dmVyZGFkPwpQcm9iYWJsZW1lbnRlIHlhIHNlcGFzIHNvYnJlIGVzdG8sIGFzw60gcXVlIG1lIGFic3RlbmRyw6kgZGUgbWVuY2lvbmFybG8u
1yMkAw,,W0tlbGxhc3VzXQpJJ2xsIGVuZCB0aGUgdGhlb3J5IGhlcmUuIENyZWF0ZSBhIGhvbXVuY3VsdXMsIHJhaXNlIGl0IHdlbGwsCmdhemUgYXQgdGhlIHRydXRoIHdpdGggeW91ciBvd24gZXllcywgYW5kIGRvIHlvdXIgYmVzdCB1bnRpbCB5b3UgY2FuIHJlYWNoIHRoZSB0cnV0aC4=,,,,,W0tlbGxhc3VzXQpUZXJtaW5hcmVpIGEgdGVvcmlhIGFxdWkuIENyaWUgdW0gaG9tw7puY3VsbywgY3JpZS1vIGJlbSwKY29udGVtcGxlIGEgdmVyZGFkZSBjb20gc2V1cyBwcsOzcHJpb3Mgb2xob3MgZSBmYcOnYSBvIHNldSBtZWxob3IgYXTDqSBxdWUgcG9zc2EgYWxjYW7Dp2FyIGEgdmVyZGFkZS4=,,W0tlbGxhc3VzXQpUZXJtaW5hcsOpIGxhIHRlb3LDrWEgYXF1w60uIENyZWEgdW4gaG9tw7puY3VsbywgY3LDrWFsbyBiaWVuLApjb250ZW1wbGEgbGEgdmVyZGFkIGNvbiB0dXMgcHJvcGlvcyBvam9zIHkgaGF6bG8gbG8gbWVqb3IgcXVlIHB1ZWRhcyBoYXN0YSBxdWUgcHVlZGFzIGFsY2FuemFyIGxhIHZlcmRhZC4=
2CMkAw,,W0tlbGxhc3VzXQpUaGVuLi4uIGZhcmV3ZWxsLiBTaW5jZSBJJ3ZlIGRlY2lkZWQgdG8gdHJ1c3QgeW91LCBJJ2xsIHRydXN0IHlvdSB0byB0aGUgZW5kLgpPaCwgSSBkb24ndCBldmVuIGtub3cgeW91ciBuYW1lIHlldC4gV2hhdCBpcyB5b3VyIG5hbWU/,,,,,W0tlbGxhc3VzXQpFbnTDo28uLi4gYWRldXMuIErDoSBxdWUgZGVjaWRpIGNvbmZpYXIgZW0gdm9jw6osIGNvbmZpYXJlaSBlbSB2b2PDqiBhdMOpIG8gZmltLgpPaCwgbmVtIHNlaSBzZXUgbm9tZSBhaW5kYS4gUXVhbCDDqSBvIHNldSBub21lPw==,,W0tlbGxhc3VzXQpFbnRvbmNlcy4uLiBhZGnDs3MuIFlhIHF1ZSBkZWNpZMOtIGNvbmZpYXIgZW4gdGksIGNvbmZpYXLDqSBlbiB0aSBoYXN0YSBlbCBmaW5hbC4KT2gsIG5pIHNpcXVpZXJhIHPDqSB0dSBub21icmUgYcO6bi4gwr9DdcOhbCBlcyB0dSBub21icmU/
2SMkAw,,W3swfV0KTXkgbmFtZSBpcy4uLgogezB9Ci4=,,,,,W3swfV0KTWV1IG5vbWUgw6kuLi4KIHswfQou,,W3swfV0KTWkgbm9tYnJlIGVzLi4uCiB7MH0KLg==
2iMkAw,,W0tlbGxhc3VzXQpJIHNlZS4uLiB7MH0uLi4KVGhhdCdzIGEgZ29vZCBuYW1lLiBJJ3ZlIG1lbW9yaXplZCBpdCB3ZWxsLgpGYXJld2VsbC4gRnV0dXJlIGdyZWF0IGFsY2hlbWlzdCB7MH0hIQ==,,,,,W0tlbGxhc3VzXQpFbnRlbmRvLi4uIHswfS4uLgrDiSB1bSBib20gbm9tZS4gTWVtb3JpemVpLW8gYmVtLgpBZGV1cy4gRnV0dXJvIGdyYW5kZSBhbHF1aW1pc3RhIHswfSEh,,W0tlbGxhc3VzXQpZYSB2ZW8uLi4gezB9Li4uCkVzIHVuIGJ1ZW4gbm9tYnJlLiBMbyBoZSBtZW1vcml6YWRvIGJpZW4uCkFkacOzcy4gwqHCoUZ1dHVybyBncmFuIGFscXVpbWlzdGEgezB9ISE=
2yMkAw,,W0tlbGxhc3VzXQpZb3U/IExvbmcgdGltZSBubyBzZWUuIEp1ZGdpbmcgYnkgeW91ciBhcHBlYXJhbmNlLCB5b3Ugc2VlbSB0byBoYXZlIGFkdmFuY2VkIGluIGFsY2hlbXkuClNvLCB3aGF0IGtpbmQgb2YgcmVzZWFyY2ggaGF2ZSB5b3UgYmVlbiBkb2luZyBhbGwgdGhpcyB0aW1lPw==,,,,,W0tlbGxhc3VzXQpWb2PDqj8gSMOhIHF1YW50byB0ZW1wby4gQSBqdWxnYXIgcGVsYSBzdWEgYXBhcsOqbmNpYSwgdm9jw6ogcGFyZWNlIHRlciBhdmFuw6dhZG8gbmEgYWxxdWltaWEuCkVudMOjbywgcXVlIHRpcG8gZGUgcGVzcXVpc2Egdm9jw6ogdGVtIGZlaXRvIHRvZG8gZXNzZSB0ZW1wbz8=,,W0tlbGxhc3VzXQrCv1TDuj8gQ3XDoW50byB0aWVtcG8gc2luIHZlcnRlLiBBIGp1emdhciBwb3IgdHUgYXBhcmllbmNpYSwgcGFyZWNlIHF1ZSBoYXMgYXZhbnphZG8gZW4gbGEgYWxxdWltaWEuCkVudG9uY2VzLCDCv3F1w6kgdGlwbyBkZSBpbnZlc3RpZ2FjacOzbiBoYXMgZXN0YWRvIGhhY2llbmRvIHRvZG8gZXN0ZSB0aWVtcG8/
3CMkAw,,W3swfV0KLi4uLi4uLg==,,,,,W3swfV0KLi4uLi4uLg==,,W3swfV0KLi4uLi4uLg==
3SMkAw,,W0tlbGxhc3VzXQpIb3cgY291bGQgaXQgYmUgZGlmZmljdWx0IGZvciBtZSB0byByZW1pbmQgc29tZW9uZSBhcyBoYXJkd29ya2luZyBhcyB5b3UgYWJvdXQgYmlvZXRoaWNzPwpGYXJld2VsbC4gRnV0dXJlIGdyZWF0IGFsY2hlbWlzdCB7MH0hIQ==,,,,,W0tlbGxhc3VzXQpDb21vIHBvZGVyaWEgc2VyIGRpZsOtY2lsIHBhcmEgbWltIGxlbWJyYXIgYWxndcOpbSB0w6NvIHRyYWJhbGhhZG9yIHF1YW50byB2b2PDqiBzb2JyZSBiaW/DqXRpY2E/CkFkZXVzLiBGdXR1cm8gZ3JhbmRlIGFscXVpbWlzdGEgezB9ISE=,,W0tlbGxhc3VzXQrCv0PDs21vIHBvZHLDrWEgc2VyIGRpZsOtY2lsIHBhcmEgbcOtIHJlY29yZGFybGUgYSBhbGd1aWVuIHRhbiB0cmFiYWphZG9yIGNvbW8gdMO6IHNvYnJlIGJpb8OpdGljYT8KQWRpw7NzLiDCocKhRnV0dXJvIGdyYW4gYWxxdWltaXN0YSB7MH0hIQ==
3iMkAw,,W0tlbGxhc3VzXQpEbyB5b3VyIGJlc3QuIFBlcmhhcHMgdGhlIGZ1dHVyZSBvZiB1cyBhbGNoZW1pc3RzIGRlcGVuZHMgb24geW91Li4u,,,,,W0tlbGxhc3VzXQpGYcOnYSBvIHNldSBtZWxob3IuIFRhbHZleiBvIGZ1dHVybyBkZSBuw7NzLCBhbHF1aW1pc3RhcywgZGVwZW5kYSBkZSB2b2PDqi4uLg==,,W0tlbGxhc3VzXQpIYXpsbyBsbyBtZWpvciBxdWUgcHVlZGFzLiBRdWl6w6FzIGVsIGZ1dHVybyBkZSBub3NvdHJvcywgbG9zIGFscXVpbWlzdGFzLCBkZXBlbmRhIGRlIHRpLi4u
3yMkAw,,W0tlbGxhc3VzXQouLi4uLi4uLi4uCldoZXRoZXIgY2hhbGxlbmdpbmcgZGl2aW5lIGF1dGhvcml0eSBpcyB0cnVseSByaWdodC4uLiBvciB3cm9uZy4uLg==,,,,,W0tlbGxhc3VzXQouLi4uLi4uLi4uClNlIGRlc2FmaWFyIGEgYXV0b3JpZGFkZSBkaXZpbmEgw6kgdmVyZGFkZWlyYW1lbnRlIGNlcnRvLi4uIG91IGVycmFkby4uLg==,,W0tlbGxhc3VzXQouLi4uLi4uLi4uClNpIGRlc2FmaWFyIGxhIGF1dG9yaWRhZCBkaXZpbmEgZXMgdmVyZGFkZXJhbWVudGUgY29ycmVjdG8uLi4gbyBpbmNvcnJlY3RvLi4u
4CMkAw,,W0tlbGxhc3VzXQpSaWdodCBvciB3cm9uZyBhc2lkZSwgdGhlIHdvcmxkIGNhbGxzIHRob3NlIHdobyBjaGFsbGVuZ2UgZGl2aW5lIGF1dGhvcml0eSBeRkYwMDAwYWxjaGVtaXN0c14wMDAwMDAuCkRvIHlvdSB1bmRlcnN0YW5kLCB5b3VuZyBvbmU/,,,,,W0tlbGxhc3VzXQpDZXJ0byBvdSBlcnJhZG8gw6AgcGFydGUsIG8gbXVuZG8gY2hhbWEgYXF1ZWxlcyBxdWUgZGVzYWZpYW0gYSBhdXRvcmlkYWRlIGRpdmluYSBkZSBeRkYwMDAwYWxxdWltaXN0YXNeMDAwMDAwLgpWb2PDqiBlbnRlbmRlLCBqb3ZlbT8=,,W0tlbGxhc3VzXQpDb3JyZWN0byBvIGluY29ycmVjdG8gYXBhcnRlLCBlbCBtdW5kbyBsbGFtYSBhIGFxdWVsbG9zIHF1ZSBkZXNhZsOtYW4gbGEgYXV0b3JpZGFkIGRpdmluYSBeRkYwMDAwYWxxdWltaXN0YXNeMDAwMDAwLgrCv0xvIGVudGllbmRlcywgam92ZW5jaXRvPw==
4SMkAw,,U2tyYWpqYWQ=,,,,,U2tyYWpqYWQ=,,U2tyYWpqYWQ=
4iMkAw,,W1NrcmFqamFkXQpJIHNlZS4uLiBzbyB5b3UgaGVhcmQgdGhhdCBmcm9tIE1yLiBLZWxsYXN1cy4KSSByb3VnaGx5IHVuZGVyc3RhbmQgdGhlIHNpdHVhdGlvbi4gSSBoYXZlIG5vIGludGVudGlvbiBvZiBkYW1wZW5pbmcgdGhlIGVudGh1c2lhc20Kb2YgYSBwYXNzaW9uYXRlIHJvb2tpZSBhbGNoZW1pc3QsIHNvIEkgd2lsbCB0ZWFjaCB5b3UgYXMgc2luY2VyZWx5IGFzIHBvc3NpYmxlLg==,,,,,W1NrcmFqamFkXQpFbnRlbmRvLi4uIGVudMOjbyB2b2PDqiBvdXZpdSBpc3NvIGRvIFNyLiBLZWxsYXN1cy4KRW50ZW5kbyBhcHJveGltYWRhbWVudGUgYSBzaXR1YcOnw6NvLiBOw6NvIHRlbmhvIGludGVuw6fDo28gZGUgZGltaW51aXIgbyBlbnR1c2lhc21vCmRlIHVtIGFscXVpbWlzdGEgbm92YXRvIGFwYWl4b25hZG8sIGVudMOjbyB2b3UgZW5zaW7DoS1sbyBkYSBmb3JtYSBtYWlzIHNpbmNlcmEgcG9zc8OtdmVsLg==,,W1NrcmFqamFkXQpZYSB2ZW8uLi4gYXPDrSBxdWUgZXNjdWNoYXN0ZSBlc28gZGVsIFNyLiBLZWxsYXN1cy4KRW50aWVuZG8gbcOhcyBvIG1lbm9zIGxhIHNpdHVhY2nDs24uIE5vIHRlbmdvIGludGVuY2nDs24gZGUgYXBhZ2FyIGVsIGVudHVzaWFzbW8KZGUgdW4gYWxxdWltaXN0YSBub3ZhdG8geSBhcGFzaW9uYWRvLCBhc8OtIHF1ZSB0ZSBlbnNlw7FhcsOpIGRlIGxhIG1hbmVyYSBtw6FzIHNpbmNlcmEgcG9zaWJsZS4=
4yMkAw,,W1NrcmFqamFkXQpPZiBjb3Vyc2UuLi4gd2hhdCBJIHRlYWNoIHlvdSBjYW4gb25seSBiZSB1c2VkIGFmdGVyIGxlYXJuaW5nIHRoZSBmdW5kYW1lbnRhbApob211bmN1bHVzIHRlY2huaXF1ZSBmcm9tIE1yLiBLZWxsYXN1cy4uLiBidXQgc3RpbGwsIGxpc3RlbiBjYXJlZnVsbHku,,,,,W1NrcmFqamFkXQpDbGFyby4uLiBvIHF1ZSBldSBsaGUgZW5zaW5vIHPDsyBwb2RlIHNlciB1c2FkbyBkZXBvaXMgZGUgYXByZW5kZXIgYSB0w6ljbmljYQpmdW5kYW1lbnRhbCBkbyBob23Dum5jdWxvIGNvbSBvIFNyLiBLZWxsYXN1cy4uLiBtYXMgYWluZGEgYXNzaW0sIG91w6dhIGNvbSBhdGVuw6fDo28u,,W1NrcmFqamFkXQpDbGFyby4uLiBsbyBxdWUgdGUgZW5zZcOxZSBzb2xvIHNlIHB1ZWRlIHVzYXIgZGVzcHXDqXMgZGUgYXByZW5kZXIgbGEgdMOpY25pY2EKZnVuZGFtZW50YWwgZGVsIGhvbcO6bmN1bG8gZGVsIFNyLiBLZWxsYXN1cy4uLiBwZXJvIGHDum4gYXPDrSwgZXNjdWNoYSBjb24gYXRlbmNpw7NuLg==
5CMkAw,,W1NrcmFqamFkXQpUaGVyZSBpcyBhIHNraWxsIGNhbGxlZCBeRkYwMDAwUmVzdF4wMDAwMDAuClRoaXMgc2tpbGwgaXMgdGhlIGZpcnN0IG9uZSB5b3UgbGVhcm4gYWZ0ZXIgcmVjZWl2aW5nIE1yLiBLZWxsYXN1cydzIHRlYWNoaW5ncywKZXhjbHVkaW5nIHRoZSBza2lsbHMgeW91IGRpcmVjdGx5IGluaGVyaXQgZnJvbSBoaW0u,,,,,W1NrcmFqamFkXQpFeGlzdGUgdW1hIGhhYmlsaWRhZGUgY2hhbWFkYSBeRkYwMDAwVmFwb3JpemFyXjAwMDAwMC4KRXN0YSBoYWJpbGlkYWRlIMOpIGEgcHJpbWVpcmEgcXVlIHZvY8OqIGFwcmVuZGUgYXDDs3MgcmVjZWJlciBvcyBlbnNpbmFtZW50b3MgZG8gU3IuIEtlbGxhc3VzLApleGNsdWluZG8gYXMgaGFiaWxpZGFkZXMgcXVlIHZvY8OqIGhlcmRhIGRpcmV0YW1lbnRlIGRlbGUu,,W1NrcmFqamFkXQpFeGlzdGUgdW5hIGhhYmlsaWRhZCBsbGFtYWRhIF5GRjAwMDBEZXNjYW5zYXJeMDAwMDAwLgpFc3RhIGhhYmlsaWRhZCBlcyBsYSBwcmltZXJhIHF1ZSBhcHJlbmRlcyB0cmFzIHJlY2liaXIgbGFzIGVuc2XDsWFuemFzIGRlbCBTci4gS2VsbGFzdXMsCmV4Y2x1eWVuZG8gbGFzIGhhYmlsaWRhZGVzIHF1ZSBoZXJlZGFzIGRpcmVjdGFtZW50ZSBkZSDDqWwu
5SMkAw,,W1NrcmFqamFkXQpJdCBpcyBhIHNraWxsIHRoYXQgbGV0cyB5b3VyIGNyZWF0ZWQgaG9tdW5jdWx1cyByZXN0IGluIHBlYWNlLgpXaGVuIHlvdSB1c2UgdGhpcyBza2lsbCwgdGhlIGhvbXVuY3VsdXMgeW91IHdlcmUgdHJhdmVsaW5nIHdpdGggZmFsbHMgaW50byBldGVybmFsIHJlc3Qu,,,,,W1NrcmFqamFkXQrDiSB1bWEgaGFiaWxpZGFkZSBxdWUgcGVybWl0ZSBxdWUgc2V1IGhvbcO6bmN1bG8gY3JpYWRvIGRlc2NhbnNlIGVtIHBhei4KUXVhbmRvIHZvY8OqIHVzYSBlc3RhIGhhYmlsaWRhZGUsIG8gaG9tw7puY3VsbyBxdWUgZXN0YXZhIHZpYWphbmRvIGNvbSB2b2PDqiBjYWkgZW0gZGVzY2Fuc28gZXRlcm5vLg==,,W1NrcmFqamFkXQpFcyB1bmEgaGFiaWxpZGFkIHF1ZSBwZXJtaXRlIHF1ZSB0dSBob23Dum5jdWxvIGNyZWFkbyBkZXNjYW5zZSBlbiBwYXouCkN1YW5kbyB1c2FzIGVzdGEgaGFiaWxpZGFkLCBlbCBob23Dum5jdWxvIHF1ZSBlc3RhYmEgdmlhamFuZG8gY29udGlnbyBjYWUgZW4gdW4gZGVzY2Fuc28gZXRlcm5vLg==
5iMkAw,,W1NrcmFqamFkXQpPZiBjb3Vyc2UsIHlvdSBjYW4gY2FsbCBiYWNrIGEgaG9tdW5jdWx1cyB0aGF0IGhhcyBmYWxsZW4gaW50byByZXN0IHVzaW5nIHRoZSBeRkYwMDAwQ2FsbCBIb211bmN1bHVzXjAwMDAwMCBza2lsbC4uLgpidXQgSSBkb24ndCB0aGluayBpdCdzIGdvb2QgdG8gcmVwZWF0ZWRseSByZXN0IGFuZCByZWNhbGwgdGhlbS4=,,,,,W1NrcmFqamFkXQpDbGFybywgdm9jw6ogcG9kZSBjaGFtYXIgZGUgdm9sdGEgdW0gaG9tw7puY3VsbyBxdWUgY2FpdSBlbSBkZXNjYW5zbyB1c2FuZG8gYSBoYWJpbGlkYWRlIF5GRjAwMDBDaGFtYXIgSG9tw7puY3Vsb14wMDAwMDAuLi4KbWFzIG7Do28gYWNobyBib20gZmljYXIgY29sb2NhbmRvLW9zIHBhcmEgZGVzY2Fuc2FyIGUgY2hhbWFuZG8gZGUgdm9sdGEgcmVwZXRpZGFtZW50ZS4=,,W1NrcmFqamFkXQpDbGFybywgcHVlZGVzIGxsYW1hciBkZSB2dWVsdGEgYSB1biBob23Dum5jdWxvIHF1ZSBoYSBjYcOtZG8gZW4gZGVzY2Fuc28gdXNhbmRvIGxhIGhhYmlsaWRhZCBeRkYwMDAwTGxhbWFyIEhvbcO6bmN1bG9eMDAwMDAwLi4uCnBlcm8gbm8gY3JlbyBxdWUgc2VhIGJ1ZW5vIHBvbmVybG9zIGEgZGVzY2Fuc2FyIHkgbGxhbWFybG9zIHJlcGV0aWRhbWVudGUu
