AElKAw,,TXVmZg==,,,,,TXVmZg==,,TWFuZ3VpdG8=
IUlKAw,,W011ZmZdCkkgZG9uJ3Qga25vdyBleGFjdGx5CmhvdyBpdCB3b3JrcywgYnV0IGl0CnNob3VsZCBiZSBhYmxlIHRvIHJlc3RvcmUKbXkgYm9uZCBvZiBkZWJ0LiBJIG1lYW4uLi4KSXQncyBtYWdpYywgcmlnaHQ/IFdpbGwgeW91CmFzayBEb3JpYW4gdG8gaGVscCBtZSBvdXQ/,,,,,W011ZmZdCk7Do28gc2VpIGV4YXRhbWVudGUKY29tbyBmdW5jaW9uYSwgbWFzIGVsZQpkZXZlIHJlc3RhdXJhcgptZXUgcmVjaWJvLiBRdWVybyBkaXplci4uLgrDqSBtw6FnaWNvLCBuw6NvIMOpPyBWb2PDqiBwb2RlCnBlZGlyIGEgRG9yaWFuIHBhcmEgbWUgYWp1ZGFyPw==,,W011ZmZdCk5vIHPDqSAKY8OzbW8gZnVuY2lvbmEgZXhhY3RhbWVudGUsIHBlcm8KZGViZXLDrWEgcG9kZXIgcmVzdGF1cmFyCm1pIHBhZ2Fyw6kuIEVzIGRlY2lyLi4uCkVzIG3DoWdpY2EsIMK/dmVyZGFkPyDCv0xlCnBlZGlyw6FzIGEgRG9yaWFuIHF1ZSBtZSBheXVkZT8=
IklKAw,,QWNjZXB0IEhpcyBSZXF1ZXN0,,,,,QWNlaXRhciBQZWRpZG8=,,QWNlcHRhciBzdSBzb2xpY2l0dWQu
I0lKAw,,RGVjbGluZSBIaXMgUmVxdWVzdA==,,,,,UmVjdXNhciBQZWRpZG8=,,UmVjaGF6YXIgc3Ugc29saWNpdHVkLg==
JElKAw,,W011ZmZdClRoYW5rIHlvdSBzbyBtdWNoIQpQbGVhc2UgdGFsayB0byBJbnZlbnRvcgpEb3JpYW4gaW4gSXpsdWRlLCBhbmQgYXNrCmhpbSB0byByZXN0b3JlIG15IGJvbmQgb2YKZGVidC4gSSdsbCBiZSB3YWl0aW5nIGZvcgp5b3UgcmlnaHQgaGVyZSwgb2theT8=,,,,,W011ZmZdCk11aXRvIG9icmlnYWRvIQpQb3IgZmF2b3IsIGZhbGUgY29tIG8gSW52ZW50b3IKRG9yaWFuIGVtIEl6bHVkZSwgZSBwZcOnYSBhCmVsZSBwYXJhIHJlc3RhdXJhciBtZXUKcmVjaWJvLiBWb3UgZmljYXIgZXNwZXJhbmRvIHBvcgp2b2PDqiBhcXVpLCBlc3TDoSBiZW0/,,W011ZmZdCsKhTXVjaGFzIGdyYWNpYXMhCkhhYmxhIGNvbiBlbCBpbnZlbnRvcgpEb3JpYW4gZW4gSXpsdWRlIHkgcMOtZGVsZQpxdWUgcmVzdGF1cmUgbWkKcGFnYXLDqS4gVGUgZXN0YXLDqSBlc3BlcmFuZG8KYXF1w60gbWlzbW8sIMK/ZXN0w6EgYmllbj8=
JUlKAw,,W011ZmZdClJlYWxseT8gSSB3YXMgaG9waW5nCnRoYXQgeW91J2QgY29udGludWUgdG8KaGVscCBtZSwgYnV0Li4uIEFscmlnaHQuCkknbSBzdXJlIHlvdSd2ZSBnb3Qgb3RoZXIKcHJvYmxlbXMuIElmIHlvdSBjaGFuZ2UgeW91cgptaW5kLCB0aG91Z2gsIGp1c3QgY29tZSBiYWNrLg==,,,,,W011ZmZdCsOpIG1lc21vPyBFdSBlc3BlcmF2YSBxdWUKdm9jw6ogZm9zc2UgbWUKYWp1ZGFyLCBtYXMuLi4gVHVkbyBiZW0uClZvY8OqIGRldmUgdGVyIG91dHJvcwpwcm9ibGVtYXMuIFNlIHZvY8OqIG11ZGFyIGRlCmlkw6lpYSwgw6kgc8OzIHZvbHRhci4=,,W011ZmZdCsK/RGUgdmVyZGFkPyBFc3BlcmFiYSBxdWUKcXVlIGNvbnRpbnVhcmFzCmF5dWTDoW5kb21lLCBwZXJvLi4uIERlIGFjdWVyZG8uCkVzdG95IHNlZ3VybyBkZSBxdWUgdGllbmVzIG90cm9zCnByb2JsZW1hcy4gU2kgY2FtYmlhcyBkZSBvcGluacOzbiwKc29sbyByZWdyZXNhLg==
JklKAw,,W011ZmZdCk9oLCBJIGtuZXcgeW91J2QgY29tZQpiYWNrIGFuZCBoZWxwIG1lIHJlc3RvcmUKbXkgYm9uZCBvZiBkZWJ0ISBZb3UgbG9vawp0b28gbmljZSB0byBqdXN0IGxlYXZlCm1lIGhhbmdpbmcgbGlrZSB0aGF0Lg==,,,,,W011ZmZdCsOzdGltbywgZXUgc2FiaWEgcXVlIHZvY8OqIAp2b2x0YXJpYSBwYXJhIG1lIGFqdWRhciBjb20KbWV1IHJlY2libyEgVm9jw6ogcGFyZWNpYQpzZXIgbGVnYWwgZGVtYWlzIHBhcmEKbWUgZGVpeGFyIG5hIG3Do28u,,W011ZmZdCk9oLCBzYWLDrWEgcXVlIHZvbHZlcsOtYXMKeSBtZSBheXVkYXLDrWFzIGEgcmVzdGF1cmFyCm1pIHBhZ2Fyw6kuIFBhcmVjZQpxdWUgdGllbmVzIG11Y2hhIGJvbmRhZCBjb21vIHBhcmEgc29sbyBkZWphcm1lCmVuIHN1c3BlbnNvIGFzw60u
J0lKAw,,W011ZmZdCldvdWxkIHlvdSBwbGVhc2UgdmlzaXQKXkZGMDAwMEludmVudG9yIERvcmlhbl4wMDAwMDAgaW4gSXpsdWRlLAphbmQgYXNrIGhpbSB0byB1c2UgaGlzCk1hZ2ljIERyeWVyIHRvIHJlc3RvcmUKbXkgYm9uZCBvZiBkZWJ0Pw==,,,,,W011ZmZdClBvZGVyaWEsIHBvciBmYXZvciwgdmlzaXRhciBvCl5GRjAwMDBJbnZlbnRvciBEb3JpYW5eMDAwMDAwIGVtIEl6bHVkZSwKZSBwZWRpciBwYXJhIHVzYXIgc2V1ClNlY2Fkb3IgTcOhZ2ljbyBwYXJhIHJlc3RhdXJhcgptZXUgcmVjaWJvPw==,,W011ZmZdCsK/VmlzaXRhcsOtYXMgYWwKXkZGMDAwMGludmVudG9yIERvcmlhbl4wMDAwMDAgZW4gSXpsdWRlCnBhcmEgcGVkaXJsZSBxdWUgdXNlIHN1ClNlY2Fkb3JhIG3DoWdpY2EgcGFyYSByZXN0YXVyYXIKbWkgcGFnYXLDqT8=
KElKAw,,W011ZmZdCllvdSdyZSBiYWNrISBTbyBob3cKZGlkIGl0IGdvPyBJIHdhcyBnZXR0aW5nCnByZXR0eSBhbnhpb3VzLi4uIFNvIGRpZApEb3JpYW4ncyBNYWdpYyBEcnllciB3b3JrPw==,,,,,W011ZmZdClZvY8OqIHZvbHRvdSEgRW50w6NvLApjb21vIGZvaT8gRXN0b3UKbXVpdG8gYW5zaW9zby4uLiBFbnTDo28sCm8gU2VjYWRvciBNw6FnaWNvIGRvIERvcmlhbiBmdW5jaW9ub3U/,,W011ZmZdCsKhVm9sdmlzdGUhIMK/Q8OzbW8KdGUgZnVlPyBNZSBlc3RhYmEgcG9uaWVuZG8KYmFzdGFudGUgYW5zaW9zby4uLiBFbnRvbmNlcywKwr9mdW5jaW9uYSBsYSBTZWNhZG9yYSBtw6FnaWNhIGRlIERvcmlhbj8=
KUlKAw,,W011ZmZdCk9oISBJdCB3b3JrZWQgbXVjaCBiZXR0ZXIKdGhhbiBJIGV4cGVjdGVkISBCZWxkZXIKY2FuJ3QgY29tcGxhaW4gbm93ISBIYWhhIQpZb3UndmUgZG9uZSB3ZWxsLCBteSBmcmllbmQuCkhlcmUsIHBsZWFzZSB0YWtlIHRoZXNlIGFzCmEgbWVhZ2VyIHJld2FyZCBmb3IgeW91ciBoZWxwLg==,,,,,W011ZmZdCk9oISBGdW5jaW9ub3UgbXVpdG8gbWVsaG9yCmRvIHF1ZSBldSBlc3BlcmF2YSEgQmVsZGVyCm7Do28gdmFpIHBvZGVyIHJlY2xhbWFyIGFnb3JhISBIYSBoYSBoYSEKVm9jw6ogZm9pIG11aXRvIGJlbSwgYW1pZ28uClBvciBmYXZvciwgYWNlaXRlIGlzdG8gY29tbwp1bWEgaHVtaWxkZSByZWNvbXBlbnNhIHBvciBzdWEgYWp1ZGEu,,W011ZmZdCsKhQWghIEZ1bmNpb27DsyBtdWNobyBtZWpvcgpkZSBsbyBxdWUgZXNwZXJhYmEuIEJlbGRlcgp5YSBubyBwdWVkZSBxdWVqYXJzZSBhaG9yYS4gwqFKYSwgamEhCkxvIGhpY2lzdGUgYmllbi4KVG9tYSBlc3RvIGNvbW8KdW5hIHBlcXVlw7FhIG11ZXN0cmEgZGUgYWdyYWRlY2ltaWVudG8u
KklKAw,,W011ZmZdCk5vdyB0aGF0IEkgaGF2ZSBteSBib25kCm9mIGRlYnQsIEkgc2hvdWxkIGdldCBteQpqZXdlbCBiYWNrIGZyb20gQmVsZGVyLgpIZSB3b24ndCBoYXZlIGFueSBleGN1c2UKdG8ga2VlcCBteSB0cmVhc3VyZSBub3ch,,,,,W011ZmZdCkFnb3JhIHF1ZSB0ZW5obyBtZXUgcmVjaWJvLArDqSBtZWxob3IgZXUgaXIgcGVnYXIgbWluaGEKasOzaWEgZGUgdm9sdGEgY29tIEJlbGRlci4KRWxlIG7Do28gdmFpIHRlciBtYWlzIG5lbmh1bWEgZGVzY3VscGEgcGFyYSBmaWNhciBjb20gbWV1IHRlc291cm8h,,W011ZmZdCkFob3JhIHF1ZSB0ZW5nbyBlbCBwYWdhcsOpLApkZWJlcsOtYSByZWN1cGVyYXIKbWkgam95YSBkZSBCZWxkZXIuCsKhQWhvcmEgbm8gdGVuZHLDoSBuaW5ndW5hIGV4Y3VzYQpwYXJhIHF1ZWRhcnNlIGNvbiBtaSB0ZXNvcm8h
K0lKAw,,W011ZmZdCkgtaGV5ISBXaGVyZSdzIG15CmJvbmQgb2YgZGVidD8hIERvbid0CnRlbGwgbWUgeW91IGxvc3QgaXQhCllvdSdkIGJldHRlciBnbyBiYWNrCnRvIERvcmlhbi4uLiBIb3BlZnVsbHkKeW91IGxlZnQgaXQgd2l0aCBoaW0h,,,,,W011ZmZdCkUtZWkhIE9uZGUgZXN0w6EgbyBtZXUKcmVjaWJvPyEgTsOjbyAKbWUgZGlnYSBxdWUgcGVyZGV1IQrDqSBtZWxob3Igdm9jw6ogdm9sdGFyIGUgZmFsYXIKY29tIERvcmlhbi4uLiBFc3Blcm8gcXVlCnZvY8OqIHRlbmhhIGRlaXhhZG8gY29tIGVsZSE=,,W011ZmZdCsKhTy1veWUhIMKhwr9Ew7NuZGUgZXN0w6EgbWkKcGFnYXLDqT8hIE5vCm1lIGRpZ2FzIHF1ZSBsbyBwZXJkaXN0ZS4KU2Vyw6EgbWVqb3IgcXVlIHZ1ZWx2YXMKY29uIERvcmlhbi4uLiBFc3BlcmVtb3MKcXVlIHNlIGxvIGhheWFzIGRlamFkbyBhIMOpbC4=
LElKAw,,W011ZmZdClllcyEgRmluYWxseSwgSSdtCmZyZWUgb2YgZGVidCEgSSd2ZSBnb3QKbXkgamV3ZWwgYmFjaywgYnVzaW5lc3MKaXMgZG9pbmcgd2VsbC4uLiBMaWZlIHN1cmUKaXMgZ29vZCByaWdodCBub3cuIEhhaGFoYSE=,,,,,W011ZmZdClNpbSEgRmluYWxtZW50ZSwgZXN0b3UKbGl2cmUgZGEgZMOtdmlkYSEgRXN0b3UgY29tCm1pbmhhIGrDs2lhIGRlIHZvbHRhLCBvcyBuZWfDs2Npb3MKZXN0w6NvIGluZG8gYmVtLi4uIEEgdmlkYQplc3TDoSBib2EgYWdvcmEuIEhhIGhhIGhhIQ==,,W011ZmZdCsKhU8OtISBGaW5hbG1lbnRlIGVzdG95CmxpYnJlIGRlIGRldWRhcy4gUmVjdXBlcsOpIAptaSBqb3lhLCBlbCBuZWdvY2lvCmFuZGEgYmllbi4uLiBEZWZpbml0aXZhbWVudGUgbGEgdmlkYQplcyBidWVuYSBlbiBlc3RlIG1vbWVudG8uIMKhSmEsIGphLCBqYSE=
LUlKAw,,W011ZmZdCkxpc3RlbiB0byBtZTogbmV2ZXIKdGFrZSBvdXQgYSBsb2FuIGlmIHlvdQpjYW4gaGVscCBpdC4gQW5kIGlmIHlvdSBkbywKYm9ycm93IGZyb20gc29tZW9uZQptb3JlIHJlcHV0YWJsZSB0aGFuLi4uCldlbGwsIHlvdSBrbm93IG15IHN0b3J5LgoqU2lnaCo=,,,,,W011ZmZdCk91w6dhIG8gcXVlIGV1IGRpZ286IG51bmNhCnBlZ3VlIGVtcHLDqXN0aW1vIHNlCm7Do28gcHJlY2lzYXIuIEUgc2UgcHJlY2lzYXIsCnBlZ3VlIGNvbSBhbGd1w6ltCm1haXMgY29uZmnDoXZlbCBkbyBxdWUuLi4KQmVtLCB2b2PDqiBjb25oZWNlIG1pbmhhIGhpc3TDs3JpYS4KKnN1c3Bpcm8q,,W011ZmZdCkVzY8O6Y2hhbWU6IG51bmNhCnBpZGFzIHVuIHByw6lzdGFtbyBzaQpwdWVkZXMgZXZpdGFybG8uIFkgc2kgbG8gaGFjZXMsCnDDrWRlbGUgcHJlc3RhZG8gYSBhbGd1aWVuCm3DoXMgaG9ucmFkbyBxdWUuLi4KQnVlbm8sIHlhIGNvbm9jZXMgbWkgaGlzdG9yaWEuCipTdXNwaXJhKg==
LklKAw,,QmVsZGVy,,,,,QmVsZGVy,,QmVsZGVy
L0lKAw,,W0JlbGRlcl0KQ2FzaCBmbG93IHByb2JsZW1zPwpXZWxsLCBJJ20geW91ciBzb2x1dGlvbiEKSSBvZmZlciB1bnNlY3VyZWQgbG9hbnMKYXQgYW4gZXh0cmVtZWx5IGxvdyBpbnRlcmVzdApyYXRlLCB0d2VudHktZm91ciBob3VycyBhIGRheSEKQmVsZGVyIExvYW5zIGlzIEFsYmVydGEncyBiZXN0IQ==,,,,,W0JlbGRlcl0KUHJvYmxlbWFzIGNvbSBkaW5oZWlybz8KQmVtLCBhIHNvbHXDp8OjbyBzb3UgZXUhCk9mZXJlw6dvIGVtcHLDqXN0aW1vcyBzZW0gZ2FyYW50aWFzIGEganVyb3MgZXh0cmVtYW1lbnRlIGJhaXhvcywgMjQgaG9yYXMgcG9yIGRpYSEKQSBCZWxkZXIgRW1wcsOpc3RpbW9zIMOpIGEgbWVsaG9yIGZpbmFuY2lhZG9yYSBkZSBBbGJlcnRhIQ==,,W0JlbGRlcl0Kwr9Qcm9ibGVtYXMgZGUgZWZlY3Rpdm8/CkJ1ZW5vLCDCoXlvIHNveSB0dSBzb2x1Y2nDs24hCk9mcmV6Y28gcHLDqXN0YW1vcyBzaW4gZ2FyYW50w61hCmEgdW5hIHRhc2EgZGUgaW50ZXLDqXMgZXh0cmVtYWRhbWVudGUgYmFqYSwKbGFzIHZlaW50aWN1YXRybyBob3JhcyBkZWwgZMOtYS4KwqFQcsOpc3RhbW9zIEJlbGRlciBlcyBlbCBtZWpvciBkZSBBbGJlcnRhIQ==
MElKAw,,W0JlbGRlcl0KSSBvdWdodCB0byBoaXJlIHNvbWUKcGFydC10aW1lIHByb21vdGlvbmFsCndvcmtlcnMuLi4gU29tZSBzZXh5CmxhZGllcyBvdWdodCB0byBicmluZyBpbgp0aGUgY3VzdG9tZXJzIGJ5IHRoLS1PaCEKV2VsY29tZSB0byBCZWxkZXIgTG9hbnMh,,,,,W0JlbGRlcl0KUHJlY2lzbyBjb250cmF0YXIKZ2VudGUgcGFyYSBwcm9tb3ZlcgpvcyBuZWfDs2Npb3MuLi4gVW1hcyBkYW1hcwpiZW0gYm9uaXRhcyBkZXZlbSBhdHJhaXIKb3MgY2xpZW50ZXMgw6BzLS1PaCEKQmVtLXZpbmRvIMOgIEJlbGRlciBFbXByw6lzdGltb3Mh,,W0JlbGRlcl0KRGViZXLDrWEgY29udHJhdGFyIGEgYWxndW5vcwp0cmFiYWphZG9yZXMgZGUgbWVkaW8gdGllbXBvCnBhcmEgcHVibGljaWRhZC4uLiBBbGd1bmFzIGRhbWFzIHNleGlzCmRlYmVyw61hbiBhdHJhZXIgYQpsb3MgY2xpZW50ZXMgY29uLi4uIMKhT2ghClRlIGRveSBsYSBiaWVudmVuaWRhIGEgUHLDqXN0YW1vcyBCZWxkZXIu
MUlKAw,,SSdsbCBwcm9tb3RlIHlvdXIgbG9hbnMh,,,,,RXUgcG9zc28gcHJvbW92ZXIgc2V1cyBuZWfDs2Npb3Mh,,wqFQcm9tb2Npb25hcsOpIHR1cyBwcsOpc3RhbW9zIQ==
MklKAw,,VWguLi4=,,,,,QWhuLi4u,,RWguLi4=
M0lKAw,,W0JlbGRlcl0KWW91PyBCdXQgeW91J3JlIGEgZHVkZSEKTm8gc3dlYXR5LCBzdGlua3ksIHNsZWF6eQptYW4gc2hvdWxkIGJlIHRoZSBpbWFnZQpvZiBCZWxkZXIgTG9hbnMhIFdlIG5lZWQKdG8gZXh1ZGUgdHJ1c3QsIGRlcGVuZGFiaWxpdHksCmFuZC4uLiBBbmQgbGFkeSBjaGFybXMu,,,,,W0JlbGRlcl0KVm9jw6o/IE1hcyB2b2PDqiDDqSBob21lbSEKTmVuaHVtIGhvbWVtIHBlbHVkbyBlIGZlZGlkbwpkZXZlIHNlciBhIGltYWdlbSBkYQpCZWxkZXIgRW1wcsOpc3RpbW9zISBQcmVjaXNhbW9zCmV4YWxhciBjb21wZXTDqm5jaWEsIGNvbmZpYW7Dp2EKZS4uLiBlIGNoYXJtZS4=,,W0JlbGRlcl0Kwr9Uw7o/IFBlcm8gc2kgZXJlcyBob21icmUuCk5pbmfDum4gaG9tYnJlIHN1ZG9yb3NvLCBhcGVzdG9zbyB5IHN1Y2lvCmRlYmUgc2VyIGxhIGltYWdlbgpkZSBQcsOpc3RhbW9zIEJlbGRlci4gTmVjZXNpdGFtb3MKdHJhbnNtaXRpciBjb25maWFuemEgeSBmaWFiaWxpZGFkLAp5Li4uIFkgYXRyYWNjacOzbiBmZW1lbmluYS4=
NElKAw,,W0JlbGRlcl0KWW91PyBXZWxsLCBkb24ndCB0YWtlCnRoaXMgdGhlIHdyb25nIHdheSwgYnV0CmFsbCB5b3VyIGN1cnZlcz8gV3JvbmcKcGxhY2VzLCBob25leS4gTGF0ZXIh,,,,,W0JlbGRlcl0KVm9jw6o/IEJlbSwgbsOjbyB2w6EgbWUKbGV2YXIgYSBtYWwsIG1hcyBlc3TDoSAKdmVuZG8gc3VhcyBjdXJ2YXM/IEVzdMOjbyBubwpsdWdhciBlcnJhZG8sIGJvbmVjYS4gQXTDqSBtYWlzIQ==,,W0JlbGRlcl0Kwr9Uw7o/IEJ1ZW5vLCBubyB0ZSBsbyB0b21lcwphIG1hbCwgcGVybwrCv3kgdG9kYXMgdHVzIGN1cnZhcz8gRXN0w6FuIGVuIGxvcyBsdWdhcmVzCmVxdWl2b2NhZG9zLCBjYXJpw7FvLiDCoUhhc3RhIGx1ZWdvIQ==
NUlKAw,,W0JlbGRlcl0KSGV5LCBhcmVuJ3QgeW91CmludGVyZXN0ZWQgaW4gYSBsb2FuPwpCZXR0ZXIgeW91IGNvbWUgdG8KbWUgdGhhbiB5b3UgcmVseWluZwpvbiBzb21lIGd1eSB0aGF0J2xsCnRyeSB0byByaXAgeW91IG9mZiE=,,,,,W0JlbGRlcl0KRWksIHZvY8OqIG7Do28gZXN0w6EgCmludGVyZXNzYWRvIGVtIHVtIGVtcHLDqXN0aW1vPwpNZWxob3IgY29uZmlhciBlbQptaW0gZG8gcXVlIGVtIHF1YWxxdWVyCm91dHJhIHBlc3NvYSwgcXVlIHBvZGUKdGUgcGFzc2FyIHByYSB0csOhcyE=,,W0JlbGRlcl0KT3llLCDCv25vIHRlCmludGVyZXNhIHVuIHByw6lzdGFtbz8KTWVqb3IgcXVlIHZlbmdhcwpjb25taWdvIGEgcXVlIGNvbmbDrWVzCmVuIGFsZ8O6biBzdWpldG8gcXVlCmludGVudGUgZXN0YWZhcnRlLg==
NklKAw,,W0JlbGRlcl0KV2VsY29tZSEgU28sIGRvIHlvdQpuZWVkIG1vbmV5IGZhc3Q/IEJlbGRlcgpMb2FucyBnZXQgeW91IHRoZSBtb25leQp5b3UgbmVlZCBhdCBsb3cgaW50ZXJlc3QgcmF0ZXMh,,,,,W0JlbGRlcl0KU2VqYSBiZW0tdmluZG8hIEVudMOjbywgdm9jw6ogCnByZWNpc2EgZGUgZGluaGVpcm8gcsOhcGlkbz8gQSBCZWxkZXIgRW1wcsOpc3RpbW9zIG9mZXJlY2UgbyBkaW5oZWlybyBxdWUgdm9jw6ogcHJlY2lzYSBhIGp1cm9zIGJhaXhvcyE=,,W0JlbGRlcl0KwqFUZSBkb3kgbGEgYmllbnZlbmlkYSEgRW50b25jZXMsCsK/bmVjZXNpdGFzIGRpbmVybyByw6FwaWRvPyBCZWxkZXIKTG9zIHByw6lzdGFtb3MgdGUgZGFuIGVsIGRpbmVybwpxdWUgbmVjZXNpdGFzIGNvbiB0YXNhcyBkZSBpbnRlcsOpcyBiYWphcy4=
N0lKAw,,QXNrIEFib3V0IE11ZmY=,,,,,UGVyZ3VudGFyIHNvYnJlIE11ZmY=,,UHJlZ3VudGFyIHBvciBNdWZmLg==
OElKAw,,W0JlbGRlcl0KTXVmZj8gT2ghIElzIHRoYXQKc3VwcG9zZWQgdG8gYmUgYSBuYW1lPwpJIHRob3VnaHQgeW91IG1lYW50LS1Oby4KTm9wZS4gRG9lc24ndCByaW5nIGEgYmVsbC4=,,,,,W0JlbGRlcl0KTXVmZj8gT2ghIElzc28gw6kgCnVtIG5vbWUgb3UgbyBxdcOqPwpQZW5zZWkgcXVlIHZvY8OqIHRpbmhhIGRpdG8uLi4gbsOjby4KTsOjbyBtZXNtby4gTsOjbyBmYcOnbyBpZMOpaWEu,,W0JlbGRlcl0Kwr9NdWZmPyDCoUFoISDCv1NlCnN1cG9uZSBxdWUgZXMgdW4gbm9tYnJlPwpQZW5zw6kgcXVlIHF1ZXLDrWFzIGRlY2lyIC4uLk5vLgpOby4gTm8gbWUgc3VlbmEu
OUlKAw,,W0JlbGRlcl0KSHVoPyBDb2xsYXRlcmFsPwpOb3cgd2h5IHdvdWxkIEkgcmVmdXNlCnRvIHRha2UgYmFjayBoaXMgbW9uZXkKaWYgSSByZWFsbHkgbG9hbmVkIGl0IHRvIGhpbT8KTGVhdmUgbWUgYWxvbmUgbm93LCB0aGlzIGtpbmQKb2YgdGFsayBpcyBiYWQgZm9yIGJ1c2luZXNzIQ==,,,,,W0JlbGRlcl0KSMOjPyBHYXJhbnRpYT8KRSBwb3IgcXVlIGV1IHJlY3VzYXJpYQpvIGRpbmhlaXJvIGRlbGUgc2UgZXUKdGl2ZXNzZSBtZXNtbyBmZWl0byBvIGVtcHLDqXN0aW1vPwpBZ29yYSBtZSBkZWl4ZSBlbSBwYXosIGVzc2UgdGlwbwpkZSBwYXBvIMOpIHJ1aW0gcGFyYSBvcyBuZWfDs2Npb3Mh,,W0JlbGRlcl0Kwr9FaD8gwr9HYXJhbnTDrWE/CsK/UG9yIHF1w6kgbWUgbmVnYXLDrWEKYSBhY2VwdGFyIHN1IGRpbmVybwpzaSByZWFsbWVudGUgc2UgbG8gcHJlc3TDqT8KRMOpamFtZSBlbiBwYXogYWhvcmEsIGVzdGUgdGlwbwpkZSBjaGFybGEgZXMgbWFsbyBwYXJhIGVsIG5lZ29jaW8u
OklKAw,,W0JlbGRlcl0KSGUgcmVhbGx5IGZvdW5kIGhpcyBib25kCm9mIGRlYnQ/IERhbW4gaXQtLUkgbWVhbiwKd2hhdCBhIHN1cnByaXNlISBUaGF0J3MsCnVoLCByZWFsIGdvb2QgZm9yIGhpbS4KTm93IHRoYXQgSSB0aGluayBvZiBpdCwgSSBkaWQKbG9hbiBhIE11ZmYgbW9uZXkgb25jZS4=,,,,,W0JlbGRlcl0KRWxlIGVuY29udHJvdSBtZXNtbyBvCnJlY2libz8gRHJvZ2EtLSBkaWdvLApxdWUgc3VycHJlc2EhIElzc28gw6ksCmh1bSwgbXVpdG8gYm9tIHByYSBlbGUuClBlbnNhbmRvIG1lbGhvciwgYWNobyBxdWUKZW1wcmVzdGVpIGRpbmhlaXJvIGEgdW0gdGFsIE11ZmYsIHNpbS4=,,W0JlbGRlcl0Kwr9SZWFsbWVudGUgZW5jb250csOzIHN1CnBhZ2Fyw6k/IE1hbGRpdGEgc2VhLi4uIFF1aWVybyBkZWNpciwKwqFxdcOpIHNvcnByZXNhISBFc28gZXMsCmVoLCBtdXkgYnVlbm8gcGFyYSDDqWwuCkFob3JhIHF1ZSBsbyBwaWVuc28sIGxlCnByZXN0w6kgZGluZXJvIGEgTXVmZiB1bmEgdmV6Lg==
O0lKAw,,W3swfV0KLi4uLi4u,,,,,W3swfV0KLi4uLi4u,,W3swfV0KLi4u
PElKAw,,W0JlbGRlcl0KV2hhdCdzIHdpdGggdGhhdCBkaXJ0eSBsb29rPwpJJ3ZlIGdvdCBub3RoaW5nIHRvIGhpZGUhCkNhbid0IHlvdSBzZWUgdGhhdCBJJ20KdGhlIHZpY3RpbSBoZXJlPyBNZSEKSnVzdC4uLiBTY3JhbSBiZWZvcmUgeW91Cm1ha2UgbWUgbW9yZSB1cHNldC4=,,,,,W0JlbGRlcl0KUG9yIHF1ZSBlc3TDoSBtZSBvbGhhbmRvIHRvcnRvPwpOw6NvIHRlbmhvIG5hZGEgYSBlc2NvbmRlciEKTsOjbyB2w6ogcXVlIGV1IHNvdQphIHbDrXRpbWEgYXF1aT8gRXUhClPDsy4uLiBDYWkgZm9yYSBhbnRlcyBxdWUKZXUgZmlxdWUgbmVydm9zby4=,,W0JlbGRlcl0Kwr9BIHF1w6kgdmllbmUgZXNhIG1pcmFkYSBzdWNpYT8KwqFObyB0ZW5nbyBuYWRhIHF1ZSBvY3VsdGFyIQrCv0FjYXNvIG5vIHZlcyBxdWUgc295CmxhIHbDrWN0aW1hIGFxdcOtPyDCoVlvIQpTb2xvLi4uIEzDoXJnYXRlIGFudGVzCmRlIHF1ZSBtZSBoYWdhcyBlbmZhZGFyIG3DoXMu
PUlKAw,,W0JlbGRlcl0KV2VsY29tZSEgRGlkIHlvdSBuZWVkCm1vbmV5IGZhLS1PaC4gSGV5LCBpdCdzCnlvdSBhZ2FpbiwgdGhlIGRvLWdvb2Rlci4KV2h5IGRvbid0IHlvdSBkbyBtZSBzb21lCmdvb2QsIGFuZCBnbyBiYWNrIHdoZXJlCnlvdSBjYW1lIGZyb20uIEplcmsu,,,,,W0JlbGRlcl0KU2VqYSBiZW0tdmluZG8hIFZvY8OqIHByZWNpc2EgZGUKZGluaGVpcm8tLU9oLiBFaSwgw6kgCnZvY8OqIGRlIG5vdm8sIG8gc2FtYXJpdGFuby4KUG9yIHF1ZSB2b2PDqiBuw6NvIG1lIGZhegphIGNhcmlkYWRlIGRlIHZvbHRhciBwYXJhIG8gbHVnYXIKZGUgb25kZSB2ZWlvPyBJZGlvdGEu,,W0JlbGRlcl0KwqFUZSBkb3kgbGEgYmllbnZlbmlkYSEgwr9OZWNlc2l0YWJhcwpkaW5lcm8gbWFsLi4uPyBPaC4gT3llLApvdHJhIHZleiB0w7osIGVsIGJpZW5oZWNob3IuCsK/UG9yIHF1w6kgbm8gbWUgaGFjZXMgdW4KZmF2b3IgeSB2dWVsdmVzIHBvciBkb25kZQp2aW5pc3RlPyBJbWLDqWNpbC4=
PklKAw,,SGVhcCBvZiBFYXJ0aA==,,,,,UGVkYcOnbyBkZSBUZXJyYQ==,,TW9udMOzbiBkZSB0aWVycmE=
